=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_13-55-41
Total Classes: 20
SNR: -5 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0159 | Train Acc: 7.39% | Val Loss: 2.9672 | Val Acc: 9.27%
Epoch 2 | Train Loss: 2.9917 | Train Acc: 7.89% | Val Loss: 2.9613 | Val Acc: 9.27%
Epoch 3 | Train Loss: 2.9790 | Train Acc: 8.43% | Val Loss: 2.9616 | Val Acc: 9.27%
Epoch 4 | Train Loss: 2.9698 | Train Acc: 8.90% | Val Loss: 2.9613 | Val Acc: 9.27%
Epoch 5 | Train Loss: 2.9664 | Train Acc: 9.09% | Val Loss: 2.9618 | Val Acc: 9.27%
Epoch 6 | Train Loss: 2.9615 | Train Acc: 9.15% | Val Loss: 2.9458 | Val Acc: 10.17%
Epoch 7 | Train Loss: 2.7551 | Train Acc: 14.73% | Val Loss: 2.6843 | Val Acc: 17.15%
Epoch 8 | Train Loss: 2.6405 | Train Acc: 17.49% | Val Loss: 2.6468 | Val Acc: 18.68%
Epoch 9 | Train Loss: 2.5801 | Train Acc: 19.29% | Val Loss: 2.6044 | Val Acc: 19.36%
Epoch 10 | Train Loss: 2.5277 | Train Acc: 20.71% | Val Loss: 2.5780 | Val Acc: 20.01%
Epoch 11 | Train Loss: 2.4606 | Train Acc: 22.71% | Val Loss: 2.5713 | Val Acc: 20.28%
Epoch 12 | Train Loss: 2.4267 | Train Acc: 23.51% | Val Loss: 2.5637 | Val Acc: 20.48%
Epoch 13 | Train Loss: 2.3991 | Train Acc: 24.36% | Val Loss: 2.5650 | Val Acc: 20.53%
Epoch 14 | Train Loss: 2.3679 | Train Acc: 25.13% | Val Loss: 2.5692 | Val Acc: 20.44%
Epoch 15 | Train Loss: 2.3375 | Train Acc: 26.03% | Val Loss: 2.5846 | Val Acc: 20.53%
Epoch 16 | Train Loss: 2.3002 | Train Acc: 27.10% | Val Loss: 2.5860 | Val Acc: 20.38%
Epoch 17 | Train Loss: 2.2630 | Train Acc: 28.09% | Val Loss: 2.6073 | Val Acc: 20.03%
Epoch 18 | Train Loss: 2.2244 | Train Acc: 29.12% | Val Loss: 2.6244 | Val Acc: 20.12%
Epoch 19 | Train Loss: 2.1804 | Train Acc: 30.25% | Val Loss: 2.6525 | Val Acc: 19.74%
Epoch 20 | Train Loss: 2.1326 | Train Acc: 31.82% | Val Loss: 2.6856 | Val Acc: 19.52%
Epoch 21 | Train Loss: 2.0605 | Train Acc: 33.67% | Val Loss: 2.7282 | Val Acc: 19.41%
Epoch 22 | Train Loss: 2.0211 | Train Acc: 34.68% | Val Loss: 2.7578 | Val Acc: 19.31%
Epoch 1 | Train Loss: 3.0186 | Train Acc: 7.32% | Val Loss: 2.9608 | Val Acc: 9.37%
Epoch 2 | Train Loss: 2.9908 | Train Acc: 8.02% | Val Loss: 2.9655 | Val Acc: 9.37%
Epoch 3 | Train Loss: 2.9783 | Train Acc: 8.51% | Val Loss: 2.9587 | Val Acc: 9.37%
Epoch 4 | Train Loss: 2.9719 | Train Acc: 8.76% | Val Loss: 2.9599 | Val Acc: 9.37%
Epoch 5 | Train Loss: 2.9675 | Train Acc: 9.09% | Val Loss: 2.9588 | Val Acc: 9.37%
Epoch 6 | Train Loss: 2.9619 | Train Acc: 9.18% | Val Loss: 2.9249 | Val Acc: 11.29%
Epoch 7 | Train Loss: 2.7391 | Train Acc: 15.33% | Val Loss: 2.6964 | Val Acc: 17.47%
Epoch 8 | Train Loss: 2.6301 | Train Acc: 18.18% | Val Loss: 2.6348 | Val Acc: 19.06%
Epoch 9 | Train Loss: 2.5668 | Train Acc: 19.94% | Val Loss: 2.5877 | Val Acc: 20.11%
Epoch 10 | Train Loss: 2.5174 | Train Acc: 21.06% | Val Loss: 2.5676 | Val Acc: 20.38%
Epoch 11 | Train Loss: 2.4555 | Train Acc: 22.92% | Val Loss: 2.5594 | Val Acc: 20.68%
Epoch 12 | Train Loss: 2.4212 | Train Acc: 23.91% | Val Loss: 2.5676 | Val Acc: 20.54%
Epoch 13 | Train Loss: 2.3925 | Train Acc: 24.78% | Val Loss: 2.5625 | Val Acc: 20.79%
Epoch 14 | Train Loss: 2.3622 | Train Acc: 25.39% | Val Loss: 2.5685 | Val Acc: 20.55%
Epoch 15 | Train Loss: 2.3321 | Train Acc: 26.27% | Val Loss: 2.5841 | Val Acc: 20.65%
Epoch 16 | Train Loss: 2.3018 | Train Acc: 27.20% | Val Loss: 2.5916 | Val Acc: 20.60%
Epoch 17 | Train Loss: 2.2658 | Train Acc: 28.05% | Val Loss: 2.6094 | Val Acc: 20.11%
Epoch 18 | Train Loss: 2.2268 | Train Acc: 29.33% | Val Loss: 2.6301 | Val Acc: 20.18%
Epoch 19 | Train Loss: 2.1858 | Train Acc: 30.32% | Val Loss: 2.6436 | Val Acc: 19.87%
Epoch 20 | Train Loss: 2.1430 | Train Acc: 31.36% | Val Loss: 2.6642 | Val Acc: 20.01%
Epoch 21 | Train Loss: 2.0668 | Train Acc: 33.79% | Val Loss: 2.6947 | Val Acc: 19.95%
Epoch 1 | Train Loss: 3.0166 | Train Acc: 7.42% | Val Loss: 2.9629 | Val Acc: 9.38%
Epoch 2 | Train Loss: 2.9893 | Train Acc: 8.06% | Val Loss: 2.9588 | Val Acc: 9.38%
Epoch 3 | Train Loss: 2.9756 | Train Acc: 8.60% | Val Loss: 2.9608 | Val Acc: 9.38%
Epoch 4 | Train Loss: 2.9707 | Train Acc: 8.94% | Val Loss: 2.9588 | Val Acc: 9.38%
Epoch 5 | Train Loss: 2.9657 | Train Acc: 9.05% | Val Loss: 2.9572 | Val Acc: 9.38%
Epoch 6 | Train Loss: 2.9348 | Train Acc: 10.08% | Val Loss: 2.7464 | Val Acc: 15.95%
