
================ SNR=20 dB =================
Fold 1, Epoch 1: Train Loss=0.1325, Train Acc=95.65%, Val Loss=0.0487, Val Acc=98.53%, Grad Norm=1.0445
Fold 1, Epoch 2: Train Loss=0.0305, Train Acc=99.17%, Val Loss=0.1108, Val Acc=96.44%, Grad Norm=0.5474
Fold 1, Epoch 3: Train Loss=0.0203, Train Acc=99.45%, Val Loss=0.0251, Val Acc=99.40%, Grad Norm=0.4967
Fold 1, Epoch 4: Train Loss=0.0168, Train Acc=99.58%, Val Loss=0.0168, Val Acc=99.58%, Grad Norm=0.5079
Fold 1, Epoch 5: Train Loss=0.0149, Train Acc=99.64%, Val Loss=0.0130, Val Acc=99.70%, Grad Norm=0.5054
Fold 1, Epoch 6: Train Loss=0.0132, Train Acc=99.69%, Val Loss=0.6922, Val Acc=78.40%, Grad Norm=0.4998
Fold 1, Epoch 7: Train Loss=0.0129, Train Acc=99.69%, Val Loss=0.0464, Val Acc=98.68%, Grad Norm=0.5371
Fold 1, Epoch 8: Train Loss=0.0114, Train Acc=99.74%, Val Loss=0.0135, Val Acc=99.63%, Grad Norm=0.5047
Fold 1, Epoch 9: Train Loss=0.0107, Train Acc=99.76%, Val Loss=0.0736, Val Acc=97.91%, Grad Norm=0.5061
Fold 1, Epoch 10: Train Loss=0.0111, Train Acc=99.75%, Val Loss=0.0357, Val Acc=98.83%, Grad Norm=0.5333
Fold 1, Epoch 11: Train Loss=0.0050, Train Acc=99.92%, Val Loss=0.0120, Val Acc=99.69%, Grad Norm=0.2727
Fold 1, Epoch 12: Train Loss=0.0056, Train Acc=99.91%, Val Loss=0.0068, Val Acc=99.85%, Grad Norm=0.3221
Fold 1, Epoch 13: Train Loss=0.0060, Train Acc=99.90%, Val Loss=0.0104, Val Acc=99.76%, Grad Norm=0.3875
Fold 1, Epoch 14: Train Loss=0.0064, Train Acc=99.89%, Val Loss=0.0635, Val Acc=98.20%, Grad Norm=0.4377
Fold 1, Epoch 15: Train Loss=0.0055, Train Acc=99.91%, Val Loss=0.0085, Val Acc=99.79%, Grad Norm=0.3908
Fold 1, Epoch 16: Train Loss=0.0058, Train Acc=99.90%, Val Loss=0.0053, Val Acc=99.93%, Grad Norm=0.4269
Fold 1, Epoch 17: Train Loss=0.0055, Train Acc=99.90%, Val Loss=0.0046, Val Acc=99.92%, Grad Norm=0.4317
Fold 1, Epoch 18: Train Loss=0.0059, Train Acc=99.90%, Val Loss=0.0056, Val Acc=99.91%, Grad Norm=0.4704
Fold 1, Epoch 19: Train Loss=0.0052, Train Acc=99.91%, Val Loss=0.0108, Val Acc=99.74%, Grad Norm=0.4262
Fold 1, Epoch 20: Train Loss=0.0064, Train Acc=99.88%, Val Loss=0.0070, Val Acc=99.85%, Grad Norm=0.5409
Fold 1, Epoch 21: Train Loss=0.0028, Train Acc=99.98%, Val Loss=0.0026, Val Acc=99.96%, Grad Norm=0.2252
Fold 1, Epoch 22: Train Loss=0.0036, Train Acc=99.96%, Val Loss=0.0017, Val Acc=99.98%, Grad Norm=0.2883
Fold 1, Epoch 23: Train Loss=0.0031, Train Acc=99.97%, Val Loss=0.0038, Val Acc=99.94%, Grad Norm=0.2546
Fold 1, Epoch 24: Train Loss=0.0034, Train Acc=99.97%, Val Loss=0.0027, Val Acc=99.96%, Grad Norm=0.3078
Fold 1, Epoch 25: Train Loss=0.0033, Train Acc=99.97%, Val Loss=0.0028, Val Acc=99.97%, Grad Norm=0.3092
Fold 1, Epoch 26: Train Loss=0.0034, Train Acc=99.97%, Val Loss=0.0073, Val Acc=99.88%, Grad Norm=0.3302
Fold 1, Epoch 27: Train Loss=0.0034, Train Acc=99.97%, Val Loss=0.0035, Val Acc=99.96%, Grad Norm=0.3411
Fold 1, Epoch 28: Train Loss=0.0035, Train Acc=99.96%, Val Loss=0.0073, Val Acc=99.87%, Grad Norm=0.3676
