=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_17-42-35
Total Classes: 20
SNR: 20 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0192 | Train Acc: 7.47% | Val Loss: 2.9682 | Val Acc: 9.46%
Epoch 2 | Train Loss: 2.9915 | Train Acc: 7.96% | Val Loss: 2.9724 | Val Acc: 9.46%
Epoch 3 | Train Loss: 2.0770 | Train Acc: 28.56% | Val Loss: 0.9815 | Val Acc: 58.01%
Epoch 4 | Train Loss: 0.8768 | Train Acc: 63.96% | Val Loss: 0.3890 | Val Acc: 83.61%
Epoch 5 | Train Loss: 0.5345 | Train Acc: 78.40% | Val Loss: 0.2770 | Val Acc: 89.11%
Epoch 6 | Train Loss: 0.4107 | Train Acc: 84.10% | Val Loss: 0.1880 | Val Acc: 93.00%
Epoch 7 | Train Loss: 0.3249 | Train Acc: 87.95% | Val Loss: 0.1467 | Val Acc: 94.78%
Epoch 8 | Train Loss: 0.2606 | Train Acc: 90.76% | Val Loss: 0.1287 | Val Acc: 95.62%
Epoch 9 | Train Loss: 0.2044 | Train Acc: 92.88% | Val Loss: 0.0925 | Val Acc: 97.07%
Epoch 10 | Train Loss: 0.1598 | Train Acc: 94.59% | Val Loss: 0.0826 | Val Acc: 97.35%
Epoch 11 | Train Loss: 0.1027 | Train Acc: 96.58% | Val Loss: 0.0600 | Val Acc: 98.12%
Epoch 12 | Train Loss: 0.0927 | Train Acc: 96.94% | Val Loss: 0.0575 | Val Acc: 98.26%
Epoch 13 | Train Loss: 0.0821 | Train Acc: 97.32% | Val Loss: 0.0610 | Val Acc: 98.15%
Epoch 14 | Train Loss: 0.0771 | Train Acc: 97.46% | Val Loss: 0.0482 | Val Acc: 98.55%
Epoch 15 | Train Loss: 0.0700 | Train Acc: 97.70% | Val Loss: 0.0457 | Val Acc: 98.58%
Epoch 16 | Train Loss: 0.0644 | Train Acc: 97.89% | Val Loss: 0.0538 | Val Acc: 98.47%
Epoch 17 | Train Loss: 0.0614 | Train Acc: 97.94% | Val Loss: 0.0433 | Val Acc: 98.74%
Epoch 18 | Train Loss: 0.0563 | Train Acc: 98.12% | Val Loss: 0.0424 | Val Acc: 98.70%
Epoch 19 | Train Loss: 0.0561 | Train Acc: 98.17% | Val Loss: 0.0399 | Val Acc: 98.81%
Epoch 20 | Train Loss: 0.0493 | Train Acc: 98.40% | Val Loss: 0.0416 | Val Acc: 98.78%
Epoch 21 | Train Loss: 0.0361 | Train Acc: 98.83% | Val Loss: 0.0326 | Val Acc: 98.99%
Epoch 22 | Train Loss: 0.0326 | Train Acc: 98.97% | Val Loss: 0.0388 | Val Acc: 98.88%
Epoch 23 | Train Loss: 0.0334 | Train Acc: 98.93% | Val Loss: 0.0384 | Val Acc: 98.83%
Epoch 24 | Train Loss: 0.0322 | Train Acc: 98.96% | Val Loss: 0.0367 | Val Acc: 99.02%
Epoch 25 | Train Loss: 0.0296 | Train Acc: 99.02% | Val Loss: 0.0365 | Val Acc: 98.97%
Epoch 26 | Train Loss: 0.0287 | Train Acc: 99.06% | Val Loss: 0.0348 | Val Acc: 98.98%
Epoch 1 | Train Loss: 3.0172 | Train Acc: 7.46% | Val Loss: 2.9689 | Val Acc: 9.08%
Epoch 2 | Train Loss: 2.8719 | Train Acc: 10.10% | Val Loss: 1.6486 | Val Acc: 37.92%
Epoch 3 | Train Loss: 1.3025 | Train Acc: 46.11% | Val Loss: 0.7975 | Val Acc: 65.70%
Epoch 4 | Train Loss: 0.8534 | Train Acc: 63.95% | Val Loss: 0.5449 | Val Acc: 78.59%
Epoch 5 | Train Loss: 0.5781 | Train Acc: 76.55% | Val Loss: 0.2989 | Val Acc: 88.02%
Epoch 6 | Train Loss: 0.4511 | Train Acc: 82.23% | Val Loss: 0.2733 | Val Acc: 89.98%
Epoch 7 | Train Loss: 0.3490 | Train Acc: 87.04% | Val Loss: 0.2167 | Val Acc: 92.21%
Epoch 8 | Train Loss: 0.2836 | Train Acc: 89.60% | Val Loss: 0.1206 | Val Acc: 95.86%
Epoch 9 | Train Loss: 0.2223 | Train Acc: 92.19% | Val Loss: 0.0973 | Val Acc: 96.60%
Epoch 10 | Train Loss: 0.1817 | Train Acc: 93.79% | Val Loss: 0.0800 | Val Acc: 97.42%
Epoch 11 | Train Loss: 0.1174 | Train Acc: 96.12% | Val Loss: 0.0563 | Val Acc: 98.24%
Epoch 12 | Train Loss: 0.1025 | Train Acc: 96.56% | Val Loss: 0.0461 | Val Acc: 98.55%
Epoch 13 | Train Loss: 0.0935 | Train Acc: 96.91% | Val Loss: 0.0504 | Val Acc: 98.47%
Epoch 14 | Train Loss: 0.0834 | Train Acc: 97.21% | Val Loss: 0.0510 | Val Acc: 98.48%
Epoch 15 | Train Loss: 0.0790 | Train Acc: 97.43% | Val Loss: 0.0486 | Val Acc: 98.56%
Epoch 16 | Train Loss: 0.0740 | Train Acc: 97.54% | Val Loss: 0.0393 | Val Acc: 98.79%
Epoch 17 | Train Loss: 0.0685 | Train Acc: 97.68% | Val Loss: 0.0534 | Val Acc: 98.52%
Epoch 18 | Train Loss: 0.0649 | Train Acc: 97.84% | Val Loss: 0.0422 | Val Acc: 98.76%
Epoch 19 | Train Loss: 0.0582 | Train Acc: 98.09% | Val Loss: 0.0463 | Val Acc: 98.66%
Epoch 20 | Train Loss: 0.0565 | Train Acc: 98.15% | Val Loss: 0.0368 | Val Acc: 98.88%
Epoch 21 | Train Loss: 0.0411 | Train Acc: 98.69% | Val Loss: 0.0346 | Val Acc: 99.01%
Epoch 22 | Train Loss: 0.0403 | Train Acc: 98.73% | Val Loss: 0.0298 | Val Acc: 99.16%
Epoch 23 | Train Loss: 0.0366 | Train Acc: 98.79% | Val Loss: 0.0313 | Val Acc: 99.06%
