=== Experiment Summary ===
Timestamp: 2025-11-12_11-58-30
Total Classes: 6
SNR: 10 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 1 
Epoch 1 | Train Acc: 29.41% | Val Acc: 33.91%
Epoch 2 | Train Acc: 36.25% | Val Acc: 38.59%
Epoch 3 | Train Acc: 39.65% | Val Acc: 42.20%
Epoch 4 | Train Acc: 42.93% | Val Acc: 46.15%
Epoch 5 | Train Acc: 46.14% | Val Acc: 49.26%
Epoch 6 | Train Acc: 49.24% | Val Acc: 52.94%
Epoch 7 | Train Acc: 51.97% | Val Acc: 53.02%
Epoch 8 | Train Acc: 54.64% | Val Acc: 58.86%
Epoch 9 | Train Acc: 57.35% | Val Acc: 60.67%
Epoch 10 | Train Acc: 59.66% | Val Acc: 63.25%
Epoch 11 | Train Acc: 62.66% | Val Acc: 66.04%
Epoch 12 | Train Acc: 63.78% | Val Acc: 66.80%
Epoch 13 | Train Acc: 64.80% | Val Acc: 65.51%
Epoch 14 | Train Acc: 65.86% | Val Acc: 67.84%
Epoch 15 | Train Acc: 66.67% | Val Acc: 69.97%
Epoch 16 | Train Acc: 67.69% | Val Acc: 70.51%
Epoch 17 | Train Acc: 68.48% | Val Acc: 70.51%
Epoch 18 | Train Acc: 69.18% | Val Acc: 70.82%
Epoch 19 | Train Acc: 69.81% | Val Acc: 72.39%
Epoch 20 | Train Acc: 70.57% | Val Acc: 72.30%
Epoch 21 | Train Acc: 71.81% | Val Acc: 73.97%
Epoch 22 | Train Acc: 72.00% | Val Acc: 74.41%
Epoch 23 | Train Acc: 72.45% | Val Acc: 73.70%
Epoch 24 | Train Acc: 72.79% | Val Acc: 73.40%
Epoch 25 | Train Acc: 73.17% | Val Acc: 74.68%
Epoch 26 | Train Acc: 73.49% | Val Acc: 73.81%
Epoch 27 | Train Acc: 73.86% | Val Acc: 74.57%
Epoch 28 | Train Acc: 74.09% | Val Acc: 75.52%
Epoch 29 | Train Acc: 74.30% | Val Acc: 76.56%
Epoch 30 | Train Acc: 74.77% | Val Acc: 77.71%
Epoch 31 | Train Acc: 75.22% | Val Acc: 77.03%
Epoch 32 | Train Acc: 75.48% | Val Acc: 76.50%
Epoch 33 | Train Acc: 75.50% | Val Acc: 77.05%
Epoch 34 | Train Acc: 75.56% | Val Acc: 77.02%
Epoch 35 | Train Acc: 75.95% | Val Acc: 76.60%
Fold 1 Test Accuracy: 57.58%
Epoch 1 | Train Acc: 29.66% | Val Acc: 33.64%
Epoch 2 | Train Acc: 35.45% | Val Acc: 38.32%
Epoch 3 | Train Acc: 39.05% | Val Acc: 41.79%
Epoch 4 | Train Acc: 41.49% | Val Acc: 45.04%
Epoch 5 | Train Acc: 44.38% | Val Acc: 48.04%
Epoch 6 | Train Acc: 46.99% | Val Acc: 50.56%
Epoch 7 | Train Acc: 49.49% | Val Acc: 53.73%
Epoch 8 | Train Acc: 52.20% | Val Acc: 55.54%
Epoch 9 | Train Acc: 55.01% | Val Acc: 60.01%
Epoch 10 | Train Acc: 57.91% | Val Acc: 63.04%
Epoch 11 | Train Acc: 61.14% | Val Acc: 63.71%
Epoch 12 | Train Acc: 62.68% | Val Acc: 67.19%
Epoch 13 | Train Acc: 63.94% | Val Acc: 67.87%
Epoch 14 | Train Acc: 65.04% | Val Acc: 68.36%
Epoch 15 | Train Acc: 66.27% | Val Acc: 71.48%
Epoch 16 | Train Acc: 67.05% | Val Acc: 71.28%
Epoch 17 | Train Acc: 68.03% | Val Acc: 70.53%
Epoch 18 | Train Acc: 68.96% | Val Acc: 72.62%
Epoch 19 | Train Acc: 69.80% | Val Acc: 73.85%
Epoch 20 | Train Acc: 70.50% | Val Acc: 73.58%
Epoch 21 | Train Acc: 71.73% | Val Acc: 74.99%
Epoch 22 | Train Acc: 72.23% | Val Acc: 75.51%
Epoch 23 | Train Acc: 72.51% | Val Acc: 74.58%
Epoch 24 | Train Acc: 72.89% | Val Acc: 75.11%
Epoch 25 | Train Acc: 73.18% | Val Acc: 76.16%
Epoch 26 | Train Acc: 73.53% | Val Acc: 76.64%
Epoch 27 | Train Acc: 73.85% | Val Acc: 75.97%
Epoch 28 | Train Acc: 74.31% | Val Acc: 76.71%
Epoch 29 | Train Acc: 74.53% | Val Acc: 77.30%
Epoch 30 | Train Acc: 74.82% | Val Acc: 77.61%
Epoch 31 | Train Acc: 75.29% | Val Acc: 78.32%
Epoch 32 | Train Acc: 75.59% | Val Acc: 78.22%
Epoch 33 | Train Acc: 75.63% | Val Acc: 77.30%
Epoch 34 | Train Acc: 76.01% | Val Acc: 76.82%
Epoch 35 | Train Acc: 76.03% | Val Acc: 79.14%
Epoch 36 | Train Acc: 76.20% | Val Acc: 78.12%
Epoch 37 | Train Acc: 76.20% | Val Acc: 78.24%
Epoch 38 | Train Acc: 76.46% | Val Acc: 78.69%
Epoch 39 | Train Acc: 76.36% | Val Acc: 79.82%
Epoch 40 | Train Acc: 76.60% | Val Acc: 79.13%
Epoch 41 | Train Acc: 77.01% | Val Acc: 79.07%
Epoch 42 | Train Acc: 77.09% | Val Acc: 79.13%
Epoch 43 | Train Acc: 77.22% | Val Acc: 79.20%
Epoch 44 | Train Acc: 77.35% | Val Acc: 79.44%
Fold 2 Test Accuracy: 58.90%
Epoch 1 | Train Acc: 29.66% | Val Acc: 34.49%
Epoch 2 | Train Acc: 35.87% | Val Acc: 38.84%
Epoch 3 | Train Acc: 39.18% | Val Acc: 41.66%
