=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-15_12-36-37
Total Classes: 20
SNR: -5 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0040 | Train Acc: 7.75% | Val Loss: 2.9601 | Val Acc: 9.72%
Epoch 2 | Train Loss: 2.9833 | Train Acc: 8.46% | Val Loss: 2.9595 | Val Acc: 9.72%
Epoch 3 | Train Loss: 2.9721 | Train Acc: 8.89% | Val Loss: 2.9576 | Val Acc: 9.72%
Epoch 4 | Train Loss: 2.9660 | Train Acc: 9.24% | Val Loss: 2.9578 | Val Acc: 9.72%
Epoch 5 | Train Loss: 2.9624 | Train Acc: 9.34% | Val Loss: 2.9546 | Val Acc: 9.72%
Epoch 6 | Train Loss: 2.9589 | Train Acc: 9.37% | Val Loss: 2.9585 | Val Acc: 9.72%
Epoch 7 | Train Loss: 2.9450 | Train Acc: 9.59% | Val Loss: 2.9503 | Val Acc: 10.07%
Epoch 8 | Train Loss: 2.8412 | Train Acc: 13.96% | Val Loss: 2.8046 | Val Acc: 16.96%
Epoch 9 | Train Loss: 2.4054 | Train Acc: 29.28% | Val Loss: 2.4706 | Val Acc: 28.35%
Epoch 10 | Train Loss: 1.8804 | Train Acc: 45.00% | Val Loss: 2.2598 | Val Acc: 36.09%
Epoch 11 | Train Loss: 1.3833 | Train Acc: 59.64% | Val Loss: 2.1994 | Val Acc: 39.46%
Epoch 12 | Train Loss: 1.1671 | Train Acc: 65.78% | Val Loss: 2.1915 | Val Acc: 41.21%
Epoch 13 | Train Loss: 1.0025 | Train Acc: 70.23% | Val Loss: 2.1964 | Val Acc: 42.15%
Epoch 14 | Train Loss: 0.8648 | Train Acc: 74.00% | Val Loss: 2.2392 | Val Acc: 42.62%
Epoch 15 | Train Loss: 0.7461 | Train Acc: 77.38% | Val Loss: 2.2618 | Val Acc: 43.21%
Epoch 16 | Train Loss: 0.6439 | Train Acc: 80.28% | Val Loss: 2.3060 | Val Acc: 43.63%
Epoch 17 | Train Loss: 0.5555 | Train Acc: 82.76% | Val Loss: 2.3480 | Val Acc: 44.03%
Epoch 1 | Train Loss: 3.0041 | Train Acc: 7.66% | Val Loss: 2.9584 | Val Acc: 9.72%
Epoch 2 | Train Loss: 2.9866 | Train Acc: 8.13% | Val Loss: 2.9590 | Val Acc: 9.72%
Epoch 3 | Train Loss: 2.9744 | Train Acc: 8.66% | Val Loss: 2.9588 | Val Acc: 9.72%
Epoch 4 | Train Loss: 2.9690 | Train Acc: 9.02% | Val Loss: 2.9563 | Val Acc: 9.72%
Epoch 5 | Train Loss: 2.9644 | Train Acc: 9.20% | Val Loss: 2.9556 | Val Acc: 9.72%
Epoch 6 | Train Loss: 2.9598 | Train Acc: 9.28% | Val Loss: 2.9565 | Val Acc: 9.72%
Epoch 7 | Train Loss: 2.9409 | Train Acc: 9.67% | Val Loss: 2.9504 | Val Acc: 10.00%
Epoch 8 | Train Loss: 2.7896 | Train Acc: 15.98% | Val Loss: 2.7302 | Val Acc: 19.46%
Epoch 9 | Train Loss: 2.2846 | Train Acc: 33.14% | Val Loss: 2.4129 | Val Acc: 30.62%
Epoch 10 | Train Loss: 1.7816 | Train Acc: 48.05% | Val Loss: 2.2515 | Val Acc: 36.47%
Epoch 11 | Train Loss: 1.3110 | Train Acc: 61.69% | Val Loss: 2.1985 | Val Acc: 40.14%
Epoch 12 | Train Loss: 1.1049 | Train Acc: 67.45% | Val Loss: 2.2003 | Val Acc: 41.28%
