=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-11-15_15-57-54
Total Classes: 20
SNR: 0 dB
fd (Doppler shift): 266.6666666666667 Hz
Epoch 1 | Train Loss: 3.0204 | Train Acc: 7.45% | Val Loss: 2.9625 | Val Acc: 9.51%
Epoch 2 | Train Loss: 2.9982 | Train Acc: 7.83% | Val Loss: 2.9674 | Val Acc: 9.51%
Epoch 3 | Train Loss: 2.9871 | Train Acc: 8.21% | Val Loss: 2.9646 | Val Acc: 9.51%
Epoch 4 | Train Loss: 2.9810 | Train Acc: 8.55% | Val Loss: 2.9637 | Val Acc: 9.51%
Epoch 5 | Train Loss: 2.9745 | Train Acc: 8.85% | Val Loss: 2.9590 | Val Acc: 9.51%
Epoch 6 | Train Loss: 2.9709 | Train Acc: 9.09% | Val Loss: 2.9546 | Val Acc: 9.51%
Epoch 7 | Train Loss: 2.9567 | Train Acc: 9.30% | Val Loss: 2.7981 | Val Acc: 17.16%
Epoch 8 | Train Loss: 1.6191 | Train Acc: 54.63% | Val Loss: 0.4923 | Val Acc: 86.80%
Epoch 9 | Train Loss: 0.5446 | Train Acc: 85.25% | Val Loss: 0.3207 | Val Acc: 91.16%
Epoch 10 | Train Loss: 0.3267 | Train Acc: 90.88% | Val Loss: 0.2727 | Val Acc: 92.64%
Epoch 11 | Train Loss: 0.2052 | Train Acc: 94.27% | Val Loss: 0.2485 | Val Acc: 93.37%
Epoch 12 | Train Loss: 0.1601 | Train Acc: 95.50% | Val Loss: 0.2422 | Val Acc: 93.65%
Epoch 13 | Train Loss: 0.1357 | Train Acc: 96.07% | Val Loss: 0.2401 | Val Acc: 93.69%
Epoch 14 | Train Loss: 0.1109 | Train Acc: 96.87% | Val Loss: 0.2365 | Val Acc: 93.82%
Epoch 15 | Train Loss: 0.0925 | Train Acc: 97.33% | Val Loss: 0.2355 | Val Acc: 94.03%
Epoch 16 | Train Loss: 0.0811 | Train Acc: 97.60% | Val Loss: 0.2381 | Val Acc: 93.92%
Epoch 17 | Train Loss: 0.0698 | Train Acc: 97.99% | Val Loss: 0.2391 | Val Acc: 94.09%
Epoch 18 | Train Loss: 0.0611 | Train Acc: 98.20% | Val Loss: 0.2331 | Val Acc: 94.04%
Epoch 19 | Train Loss: 0.0540 | Train Acc: 98.40% | Val Loss: 0.2372 | Val Acc: 94.15%
Epoch 20 | Train Loss: 0.0482 | Train Acc: 98.59% | Val Loss: 0.2350 | Val Acc: 94.28%
Epoch 21 | Train Loss: 0.0412 | Train Acc: 98.79% | Val Loss: 0.2307 | Val Acc: 94.35%
Epoch 22 | Train Loss: 0.0352 | Train Acc: 98.98% | Val Loss: 0.2249 | Val Acc: 94.45%
Epoch 23 | Train Loss: 0.0329 | Train Acc: 99.04% | Val Loss: 0.2255 | Val Acc: 94.59%
Epoch 24 | Train Loss: 0.0301 | Train Acc: 99.15% | Val Loss: 0.2268 | Val Acc: 94.49%
Epoch 25 | Train Loss: 0.0287 | Train Acc: 99.15% | Val Loss: 0.2288 | Val Acc: 94.44%
Epoch 26 | Train Loss: 0.0263 | Train Acc: 99.25% | Val Loss: 0.2240 | Val Acc: 94.49%
Epoch 27 | Train Loss: 0.0255 | Train Acc: 99.27% | Val Loss: 0.2238 | Val Acc: 94.54%
Epoch 28 | Train Loss: 0.0233 | Train Acc: 99.33% | Val Loss: 0.2231 | Val Acc: 94.64%
Epoch 29 | Train Loss: 0.0232 | Train Acc: 99.33% | Val Loss: 0.2222 | Val Acc: 94.61%
Epoch 30 | Train Loss: 0.0207 | Train Acc: 99.43% | Val Loss: 0.2262 | Val Acc: 94.54%
Epoch 31 | Train Loss: 0.0196 | Train Acc: 99.45% | Val Loss: 0.2223 | Val Acc: 94.68%
Epoch 32 | Train Loss: 0.0179 | Train Acc: 99.49% | Val Loss: 0.2202 | Val Acc: 94.69%
Epoch 33 | Train Loss: 0.0185 | Train Acc: 99.47% | Val Loss: 0.2197 | Val Acc: 94.78%
Epoch 34 | Train Loss: 0.0172 | Train Acc: 99.53% | Val Loss: 0.2185 | Val Acc: 94.75%
Epoch 35 | Train Loss: 0.0162 | Train Acc: 99.57% | Val Loss: 0.2175 | Val Acc: 94.79%
Epoch 36 | Train Loss: 0.0160 | Train Acc: 99.57% | Val Loss: 0.2156 | Val Acc: 94.82%
