=== Experiment Summary ===
Timestamp: 2025-11-16_23-26-14
Total Classes: 6
SNR: 0 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0 
Epoch 1 | Train Acc: 37.00% | Val Acc: 60.28%
Epoch 2 | Train Acc: 60.95% | Val Acc: 61.81%
Epoch 3 | Train Acc: 62.11% | Val Acc: 62.47%
Epoch 4 | Train Acc: 63.87% | Val Acc: 65.20%
Epoch 5 | Train Acc: 65.08% | Val Acc: 65.07%
Epoch 6 | Train Acc: 65.86% | Val Acc: 66.71%
Epoch 7 | Train Acc: 66.90% | Val Acc: 68.05%
Epoch 8 | Train Acc: 67.17% | Val Acc: 66.48%
Epoch 9 | Train Acc: 67.78% | Val Acc: 67.96%
Epoch 10 | Train Acc: 67.90% | Val Acc: 67.95%
Epoch 11 | Train Acc: 68.46% | Val Acc: 66.89%
Epoch 12 | Train Acc: 68.77% | Val Acc: 66.31%
Epoch 13 | Train Acc: 68.63% | Val Acc: 68.33%
Epoch 14 | Train Acc: 68.90% | Val Acc: 66.89%
Epoch 15 | Train Acc: 68.90% | Val Acc: 66.73%
Epoch 16 | Train Acc: 68.91% | Val Acc: 69.00%
Epoch 17 | Train Acc: 69.02% | Val Acc: 67.07%
Epoch 18 | Train Acc: 68.91% | Val Acc: 69.03%
Epoch 19 | Train Acc: 69.14% | Val Acc: 69.06%
Epoch 20 | Train Acc: 69.12% | Val Acc: 68.34%
Epoch 21 | Train Acc: 69.45% | Val Acc: 69.40%
Epoch 22 | Train Acc: 69.39% | Val Acc: 67.69%
Epoch 23 | Train Acc: 69.44% | Val Acc: 69.45%
Epoch 24 | Train Acc: 69.37% | Val Acc: 69.31%
Epoch 25 | Train Acc: 69.36% | Val Acc: 69.05%
Epoch 26 | Train Acc: 69.55% | Val Acc: 69.63%
Epoch 27 | Train Acc: 69.38% | Val Acc: 69.83%
Epoch 28 | Train Acc: 69.49% | Val Acc: 69.46%
Epoch 29 | Train Acc: 69.54% | Val Acc: 68.84%
Epoch 30 | Train Acc: 69.46% | Val Acc: 69.60%
Epoch 31 | Train Acc: 69.71% | Val Acc: 68.47%
Epoch 32 | Train Acc: 69.77% | Val Acc: 69.98%
Epoch 33 | Train Acc: 69.75% | Val Acc: 68.83%
