=== Experiment Summary ===
Timestamp: 2025-11-16_23-26-14
Total Classes: 6
SNR: 0 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0 
Epoch 1 | Train Acc: 37.00% | Val Acc: 60.28%
Epoch 34 | Train Acc: 69.82% | Val Acc: 68.98%
Epoch 35 | Train Acc: 69.73% | Val Acc: 69.22%
Epoch 36 | Train Acc: 69.74% | Val Acc: 69.21%
Epoch 37 | Train Acc: 69.68% | Val Acc: 70.01%
Epoch 38 | Train Acc: 69.71% | Val Acc: 69.92%
Epoch 39 | Train Acc: 69.71% | Val Acc: 69.80%
Epoch 40 | Train Acc: 69.72% | Val Acc: 68.79%
Epoch 41 | Train Acc: 69.91% | Val Acc: 69.65%
Epoch 42 | Train Acc: 70.00% | Val Acc: 69.30%
Fold 1 Test Accuracy: 67.46%
Epoch 1 | Train Acc: 44.03% | Val Acc: 61.35%
Epoch 2 | Train Acc: 61.13% | Val Acc: 63.18%
Epoch 3 | Train Acc: 62.33% | Val Acc: 63.65%
Epoch 4 | Train Acc: 63.06% | Val Acc: 63.08%
Epoch 5 | Train Acc: 64.39% | Val Acc: 65.64%
Epoch 6 | Train Acc: 65.40% | Val Acc: 66.82%
Epoch 7 | Train Acc: 66.23% | Val Acc: 67.85%
Epoch 8 | Train Acc: 66.84% | Val Acc: 68.29%
Epoch 9 | Train Acc: 67.22% | Val Acc: 66.47%
Epoch 10 | Train Acc: 67.63% | Val Acc: 68.69%
Epoch 11 | Train Acc: 68.05% | Val Acc: 68.28%
Epoch 12 | Train Acc: 68.12% | Val Acc: 68.38%
Epoch 13 | Train Acc: 68.31% | Val Acc: 69.29%
Epoch 14 | Train Acc: 68.39% | Val Acc: 69.13%
Epoch 15 | Train Acc: 68.50% | Val Acc: 68.81%
Epoch 16 | Train Acc: 68.54% | Val Acc: 69.08%
Epoch 17 | Train Acc: 68.64% | Val Acc: 69.34%
Epoch 18 | Train Acc: 68.89% | Val Acc: 69.56%
Epoch 19 | Train Acc: 68.84% | Val Acc: 67.89%
Epoch 20 | Train Acc: 68.87% | Val Acc: 68.56%
Epoch 21 | Train Acc: 69.15% | Val Acc: 69.74%
Epoch 22 | Train Acc: 69.26% | Val Acc: 69.47%
Epoch 23 | Train Acc: 69.30% | Val Acc: 69.11%
Epoch 24 | Train Acc: 69.35% | Val Acc: 69.02%
Epoch 25 | Train Acc: 69.21% | Val Acc: 69.16%
Epoch 26 | Train Acc: 69.30% | Val Acc: 69.83%
Epoch 27 | Train Acc: 69.34% | Val Acc: 69.29%
Epoch 28 | Train Acc: 69.33% | Val Acc: 69.90%
Epoch 29 | Train Acc: 69.38% | Val Acc: 69.06%
Epoch 30 | Train Acc: 69.43% | Val Acc: 69.85%
Epoch 31 | Train Acc: 69.46% | Val Acc: 69.86%
Epoch 32 | Train Acc: 69.43% | Val Acc: 69.99%
Epoch 33 | Train Acc: 69.60% | Val Acc: 69.05%
Epoch 34 | Train Acc: 69.58% | Val Acc: 69.82%
Epoch 35 | Train Acc: 69.54% | Val Acc: 70.03%
Epoch 36 | Train Acc: 69.60% | Val Acc: 70.08%
Epoch 37 | Train Acc: 69.64% | Val Acc: 70.05%
Epoch 38 | Train Acc: 69.59% | Val Acc: 69.98%
Epoch 39 | Train Acc: 69.58% | Val Acc: 70.13%
Epoch 40 | Train Acc: 69.66% | Val Acc: 70.35%
Epoch 41 | Train Acc: 69.72% | Val Acc: 70.12%
Epoch 42 | Train Acc: 69.72% | Val Acc: 70.14%
Epoch 43 | Train Acc: 69.69% | Val Acc: 69.97%
Epoch 44 | Train Acc: 69.80% | Val Acc: 69.91%
Epoch 45 | Train Acc: 69.74% | Val Acc: 69.90%
Fold 2 Test Accuracy: 68.48%
Epoch 1 | Train Acc: 42.22% | Val Acc: 60.98%
Epoch 2 | Train Acc: 61.48% | Val Acc: 62.29%
Epoch 3 | Train Acc: 62.50% | Val Acc: 62.89%
Epoch 4 | Train Acc: 63.29% | Val Acc: 64.95%
Epoch 5 | Train Acc: 64.61% | Val Acc: 64.85%
Epoch 6 | Train Acc: 65.44% | Val Acc: 66.42%
Epoch 7 | Train Acc: 66.05% | Val Acc: 65.28%
Epoch 8 | Train Acc: 66.65% | Val Acc: 66.16%
Epoch 9 | Train Acc: 67.21% | Val Acc: 65.71%
Epoch 10 | Train Acc: 67.51% | Val Acc: 68.42%
Epoch 11 | Train Acc: 68.31% | Val Acc: 68.51%
Epoch 12 | Train Acc: 68.41% | Val Acc: 68.93%
Epoch 13 | Train Acc: 68.58% | Val Acc: 68.54%
Epoch 14 | Train Acc: 68.60% | Val Acc: 67.11%
Epoch 15 | Train Acc: 68.69% | Val Acc: 67.69%
Epoch 16 | Train Acc: 68.74% | Val Acc: 65.99%
Epoch 17 | Train Acc: 68.79% | Val Acc: 67.48%
Fold 3 Test Accuracy: 65.27%
Epoch 1 | Train Acc: 41.56% | Val Acc: 56.95%
Epoch 2 | Train Acc: 61.79% | Val Acc: 60.89%
Epoch 3 | Train Acc: 62.27% | Val Acc: 62.84%
Epoch 4 | Train Acc: 62.35% | Val Acc: 63.21%
Epoch 5 | Train Acc: 62.85% | Val Acc: 64.18%
Epoch 6 | Train Acc: 64.05% | Val Acc: 64.31%
Epoch 7 | Train Acc: 65.28% | Val Acc: 65.83%
Epoch 8 | Train Acc: 66.27% | Val Acc: 67.50%
Epoch 9 | Train Acc: 66.78% | Val Acc: 65.25%
Epoch 10 | Train Acc: 67.42% | Val Acc: 67.18%
Epoch 11 | Train Acc: 68.04% | Val Acc: 68.00%
Epoch 12 | Train Acc: 68.03% | Val Acc: 66.99%
Epoch 13 | Train Acc: 68.23% | Val Acc: 68.71%
Epoch 14 | Train Acc: 68.29% | Val Acc: 68.48%
Epoch 15 | Train Acc: 68.40% | Val Acc: 68.78%
Epoch 16 | Train Acc: 68.52% | Val Acc: 67.71%
Epoch 17 | Train Acc: 68.67% | Val Acc: 68.05%
Epoch 18 | Train Acc: 68.56% | Val Acc: 68.27%
Epoch 19 | Train Acc: 68.80% | Val Acc: 69.08%
Epoch 20 | Train Acc: 68.84% | Val Acc: 68.22%
Epoch 21 | Train Acc: 69.03% | Val Acc: 68.81%
Epoch 22 | Train Acc: 69.21% | Val Acc: 69.53%
Epoch 23 | Train Acc: 69.10% | Val Acc: 69.21%
Epoch 24 | Train Acc: 69.15% | Val Acc: 68.84%
Epoch 25 | Train Acc: 69.24% | Val Acc: 68.63%
Epoch 26 | Train Acc: 69.15% | Val Acc: 69.41%
Epoch 27 | Train Acc: 69.26% | Val Acc: 69.44%
Fold 4 Test Accuracy: 68.08%
Epoch 1 | Train Acc: 43.19% | Val Acc: 61.33%
Epoch 2 | Train Acc: 61.30% | Val Acc: 62.64%
Epoch 3 | Train Acc: 62.14% | Val Acc: 63.10%
Epoch 4 | Train Acc: 62.80% | Val Acc: 63.04%
Epoch 5 | Train Acc: 63.93% | Val Acc: 65.56%
Epoch 6 | Train Acc: 65.59% | Val Acc: 67.50%
Epoch 7 | Train Acc: 66.37% | Val Acc: 65.23%
Epoch 8 | Train Acc: 66.89% | Val Acc: 67.02%
Epoch 9 | Train Acc: 67.09% | Val Acc: 68.41%
Epoch 10 | Train Acc: 67.41% | Val Acc: 68.72%
Epoch 11 | Train Acc: 68.06% | Val Acc: 68.34%
Epoch 12 | Train Acc: 68.09% | Val Acc: 69.00%
Epoch 13 | Train Acc: 68.10% | Val Acc: 69.33%
Epoch 14 | Train Acc: 68.25% | Val Acc: 69.43%
Epoch 15 | Train Acc: 68.40% | Val Acc: 69.31%
Epoch 16 | Train Acc: 68.34% | Val Acc: 68.34%
Epoch 17 | Train Acc: 68.52% | Val Acc: 69.46%
Epoch 18 | Train Acc: 68.49% | Val Acc: 68.68%
Epoch 19 | Train Acc: 68.50% | Val Acc: 69.21%
Epoch 20 | Train Acc: 68.69% | Val Acc: 69.58%
Epoch 21 | Train Acc: 68.95% | Val Acc: 69.67%
Epoch 22 | Train Acc: 68.90% | Val Acc: 70.09%
Epoch 23 | Train Acc: 68.92% | Val Acc: 70.00%
Epoch 24 | Train Acc: 69.06% | Val Acc: 69.65%
Epoch 25 | Train Acc: 69.12% | Val Acc: 68.21%
Epoch 26 | Train Acc: 69.01% | Val Acc: 69.52%
Epoch 27 | Train Acc: 69.06% | Val Acc: 69.92%
Epoch 28 | Train Acc: 69.20% | Val Acc: 69.64%
Fold 5 Test Accuracy: 67.71%

=== Summary ===
Fold 1: Val Acc = 70.01%, Test Acc = 67.46%
Fold 2: Val Acc = 70.35%, Test Acc = 68.48%
Fold 3: Val Acc = 68.93%, Test Acc = 65.27%
Fold 4: Val Acc = 69.53%, Test Acc = 68.08%
Fold 5: Val Acc = 70.09%, Test Acc = 67.71%

Average Validation Accuracy: 69.78%
Average Test Accuracy: 67.40%
