=== Experiment Summary ===
Timestamp: 2025-11-28_17-09-34
Total Classes: 6
SNR: -5 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0
Fold1 Epoch1 | TrainAcc=18.86% | ValAcc=17.06% | TrainLoss=1.8002 | ValLoss=2.0409 | AvgGrad=6.7048
Fold1 Epoch2 | TrainAcc=25.38% | ValAcc=23.01% | TrainLoss=1.7354 | ValLoss=1.7603 | AvgGrad=5.5770
Fold1 Epoch3 | TrainAcc=32.81% | ValAcc=38.40% | TrainLoss=1.6183 | ValLoss=1.4761 | AvgGrad=4.8508
Fold1 Epoch4 | TrainAcc=41.72% | ValAcc=46.52% | TrainLoss=1.4205 | ValLoss=1.3171 | AvgGrad=4.3776
Fold1 Epoch5 | TrainAcc=46.23% | ValAcc=50.31% | TrainLoss=1.3210 | ValLoss=1.2383 | AvgGrad=4.0488
Fold1 Epoch6 | TrainAcc=49.20% | ValAcc=53.51% | TrainLoss=1.2517 | ValLoss=1.1573 | AvgGrad=3.9051
Fold1 Epoch7 | TrainAcc=52.41% | ValAcc=56.15% | TrainLoss=1.1736 | ValLoss=1.0877 | AvgGrad=3.8986
Fold1 Epoch8 | TrainAcc=55.39% | ValAcc=60.23% | TrainLoss=1.1086 | ValLoss=0.9977 | AvgGrad=3.8873
Fold1 Epoch9 | TrainAcc=57.63% | ValAcc=62.94% | TrainLoss=1.0523 | ValLoss=0.9309 | AvgGrad=3.8926
Fold1 Epoch10 | TrainAcc=60.21% | ValAcc=64.84% | TrainLoss=0.9947 | ValLoss=0.8909 | AvgGrad=3.9664
Fold1 Epoch11 | TrainAcc=63.08% | ValAcc=67.05% | TrainLoss=0.9301 | ValLoss=0.8326 | AvgGrad=4.0851
Fold1 Epoch12 | TrainAcc=64.93% | ValAcc=67.50% | TrainLoss=0.8930 | ValLoss=0.8249 | AvgGrad=4.2766
Fold1 Epoch13 | TrainAcc=65.91% | ValAcc=69.90% | TrainLoss=0.8619 | ValLoss=0.7761 | AvgGrad=4.4249
Fold1 Epoch14 | TrainAcc=67.11% | ValAcc=70.72% | TrainLoss=0.8371 | ValLoss=0.7549 | AvgGrad=4.5675
Fold1 Epoch15 | TrainAcc=68.28% | ValAcc=70.73% | TrainLoss=0.8119 | ValLoss=0.7497 | AvgGrad=4.7179
Fold1 Epoch16 | TrainAcc=69.35% | ValAcc=71.56% | TrainLoss=0.7893 | ValLoss=0.7366 | AvgGrad=4.8309
