=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-11-15_14-44-16
Total Classes: 20
SNR: 20 dB
fd (Doppler shift): 266.6666666666667 Hz
Epoch 1 | Train Loss: 3.0222 | Train Acc: 7.41% | Val Loss: 2.9667 | Val Acc: 9.23%
Epoch 2 | Train Loss: 2.9976 | Train Acc: 7.87% | Val Loss: 2.9651 | Val Acc: 9.23%
Epoch 3 | Train Loss: 2.9864 | Train Acc: 8.18% | Val Loss: 2.9635 | Val Acc: 9.23%
Epoch 4 | Train Loss: 2.4466 | Train Acc: 20.40% | Val Loss: 0.9383 | Val Acc: 65.89%
Epoch 5 | Train Loss: 0.6888 | Train Acc: 72.93% | Val Loss: 0.2311 | Val Acc: 90.05%
Epoch 6 | Train Loss: 0.3296 | Train Acc: 87.53% | Val Loss: 0.1178 | Val Acc: 95.54%
Epoch 7 | Train Loss: 0.1938 | Train Acc: 93.40% | Val Loss: 0.0714 | Val Acc: 97.47%
Epoch 8 | Train Loss: 0.1280 | Train Acc: 95.88% | Val Loss: 0.0375 | Val Acc: 98.80%
Epoch 9 | Train Loss: 0.0991 | Train Acc: 96.86% | Val Loss: 0.0333 | Val Acc: 99.04%
Epoch 10 | Train Loss: 0.0800 | Train Acc: 97.47% | Val Loss: 0.0304 | Val Acc: 99.02%
Epoch 11 | Train Loss: 0.0485 | Train Acc: 98.56% | Val Loss: 0.0260 | Val Acc: 99.22%
Epoch 12 | Train Loss: 0.0442 | Train Acc: 98.66% | Val Loss: 0.0260 | Val Acc: 99.28%
Epoch 13 | Train Loss: 0.0421 | Train Acc: 98.72% | Val Loss: 0.0231 | Val Acc: 99.36%
Epoch 14 | Train Loss: 0.0393 | Train Acc: 98.75% | Val Loss: 0.0207 | Val Acc: 99.38%
Epoch 15 | Train Loss: 0.0375 | Train Acc: 98.84% | Val Loss: 0.0254 | Val Acc: 99.28%
Epoch 16 | Train Loss: 0.0339 | Train Acc: 98.97% | Val Loss: 0.0258 | Val Acc: 99.18%
Epoch 17 | Train Loss: 0.0324 | Train Acc: 99.01% | Val Loss: 0.0182 | Val Acc: 99.53%
Epoch 18 | Train Loss: 0.0296 | Train Acc: 99.07% | Val Loss: 0.0259 | Val Acc: 99.23%
Epoch 19 | Train Loss: 0.0296 | Train Acc: 99.05% | Val Loss: 0.0187 | Val Acc: 99.50%
Epoch 20 | Train Loss: 0.0287 | Train Acc: 99.08% | Val Loss: 0.0200 | Val Acc: 99.43%
Epoch 21 | Train Loss: 0.0176 | Train Acc: 99.47% | Val Loss: 0.0153 | Val Acc: 99.59%
Epoch 22 | Train Loss: 0.0179 | Train Acc: 99.47% | Val Loss: 0.0173 | Val Acc: 99.55%
Epoch 23 | Train Loss: 0.0168 | Train Acc: 99.50% | Val Loss: 0.0149 | Val Acc: 99.60%
