=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_14-53-41
Total Classes: 20
SNR: 0 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0137 | Train Acc: 7.58% | Val Loss: 2.9735 | Val Acc: 9.00%
Epoch 2 | Train Loss: 2.9831 | Train Acc: 8.31% | Val Loss: 2.9682 | Val Acc: 9.00%
Epoch 3 | Train Loss: 2.9712 | Train Acc: 8.74% | Val Loss: 2.9642 | Val Acc: 9.00%
Epoch 4 | Train Loss: 2.9658 | Train Acc: 9.08% | Val Loss: 2.9637 | Val Acc: 9.00%
Epoch 5 | Train Loss: 2.7064 | Train Acc: 14.90% | Val Loss: 2.3488 | Val Acc: 23.06%
Epoch 6 | Train Loss: 2.2759 | Train Acc: 24.26% | Val Loss: 2.2063 | Val Acc: 26.37%
Epoch 7 | Train Loss: 2.1520 | Train Acc: 27.74% | Val Loss: 2.1037 | Val Acc: 29.94%
Epoch 8 | Train Loss: 2.0578 | Train Acc: 30.47% | Val Loss: 2.0462 | Val Acc: 32.41%
Epoch 9 | Train Loss: 1.9840 | Train Acc: 32.87% | Val Loss: 1.9776 | Val Acc: 33.98%
Epoch 10 | Train Loss: 1.9271 | Train Acc: 34.79% | Val Loss: 1.9695 | Val Acc: 34.62%
Epoch 11 | Train Loss: 1.8568 | Train Acc: 36.78% | Val Loss: 1.9474 | Val Acc: 35.07%
Epoch 12 | Train Loss: 1.8208 | Train Acc: 37.91% | Val Loss: 1.9437 | Val Acc: 35.65%
Epoch 13 | Train Loss: 1.7934 | Train Acc: 38.82% | Val Loss: 1.9401 | Val Acc: 35.76%
Epoch 14 | Train Loss: 1.7638 | Train Acc: 39.61% | Val Loss: 1.9464 | Val Acc: 35.99%
Epoch 15 | Train Loss: 1.7370 | Train Acc: 40.51% | Val Loss: 1.9443 | Val Acc: 36.00%
Epoch 16 | Train Loss: 1.7094 | Train Acc: 41.48% | Val Loss: 1.9474 | Val Acc: 36.17%
Epoch 17 | Train Loss: 1.6844 | Train Acc: 42.02% | Val Loss: 1.9547 | Val Acc: 35.82%
Epoch 18 | Train Loss: 1.6508 | Train Acc: 43.05% | Val Loss: 1.9680 | Val Acc: 35.78%
Epoch 19 | Train Loss: 1.6216 | Train Acc: 44.22% | Val Loss: 1.9699 | Val Acc: 35.91%
Epoch 20 | Train Loss: 1.5918 | Train Acc: 45.14% | Val Loss: 1.9924 | Val Acc: 35.86%
Epoch 21 | Train Loss: 1.5326 | Train Acc: 46.85% | Val Loss: 2.0115 | Val Acc: 35.99%
Epoch 22 | Train Loss: 1.5079 | Train Acc: 47.62% | Val Loss: 2.0273 | Val Acc: 35.87%
Epoch 23 | Train Loss: 1.4883 | Train Acc: 48.23% | Val Loss: 2.0352 | Val Acc: 35.66%
Epoch 1 | Train Loss: 3.0180 | Train Acc: 7.46% | Val Loss: 2.9659 | Val Acc: 9.38%
Epoch 2 | Train Loss: 2.9909 | Train Acc: 8.09% | Val Loss: 2.9634 | Val Acc: 8.85%
Epoch 3 | Train Loss: 2.9797 | Train Acc: 8.50% | Val Loss: 2.9617 | Val Acc: 9.38%
Epoch 4 | Train Loss: 2.9699 | Train Acc: 8.85% | Val Loss: 2.9580 | Val Acc: 9.38%
Epoch 5 | Train Loss: 2.6042 | Train Acc: 16.85% | Val Loss: 2.2848 | Val Acc: 24.49%
Epoch 6 | Train Loss: 2.2628 | Train Acc: 24.38% | Val Loss: 2.1840 | Val Acc: 27.96%
Epoch 7 | Train Loss: 2.1553 | Train Acc: 27.53% | Val Loss: 2.0893 | Val Acc: 30.29%
Epoch 8 | Train Loss: 2.0723 | Train Acc: 30.07% | Val Loss: 2.0305 | Val Acc: 32.92%
Epoch 9 | Train Loss: 1.9976 | Train Acc: 32.62% | Val Loss: 1.9951 | Val Acc: 33.69%
Epoch 10 | Train Loss: 1.9426 | Train Acc: 34.07% | Val Loss: 1.9629 | Val Acc: 34.50%
Epoch 11 | Train Loss: 1.8697 | Train Acc: 36.31% | Val Loss: 1.9504 | Val Acc: 35.33%
Epoch 12 | Train Loss: 1.8364 | Train Acc: 37.33% | Val Loss: 1.9461 | Val Acc: 35.48%
Epoch 13 | Train Loss: 1.8108 | Train Acc: 38.31% | Val Loss: 1.9386 | Val Acc: 35.51%
Epoch 14 | Train Loss: 1.7865 | Train Acc: 38.92% | Val Loss: 1.9277 | Val Acc: 35.84%
Epoch 15 | Train Loss: 1.7593 | Train Acc: 39.80% | Val Loss: 1.9226 | Val Acc: 36.03%
Epoch 16 | Train Loss: 1.7335 | Train Acc: 40.41% | Val Loss: 1.9537 | Val Acc: 35.77%
Epoch 17 | Train Loss: 1.7060 | Train Acc: 41.22% | Val Loss: 1.9447 | Val Acc: 36.19%
Epoch 18 | Train Loss: 1.6797 | Train Acc: 42.19% | Val Loss: 1.9598 | Val Acc: 36.14%
Epoch 19 | Train Loss: 1.6501 | Train Acc: 43.16% | Val Loss: 1.9536 | Val Acc: 35.87%
Epoch 20 | Train Loss: 1.6222 | Train Acc: 43.91% | Val Loss: 1.9605 | Val Acc: 35.75%
Epoch 21 | Train Loss: 1.5706 | Train Acc: 45.70% | Val Loss: 1.9759 | Val Acc: 35.85%
Epoch 22 | Train Loss: 1.5472 | Train Acc: 46.14% | Val Loss: 1.9995 | Val Acc: 35.83%
Epoch 23 | Train Loss: 1.5260 | Train Acc: 47.01% | Val Loss: 2.0036 | Val Acc: 35.95%
Epoch 24 | Train Loss: 1.5057 | Train Acc: 47.56% | Val Loss: 2.0237 | Val Acc: 35.74%
Epoch 25 | Train Loss: 1.4869 | Train Acc: 48.32% | Val Loss: 2.0277 | Val Acc: 35.89%
Epoch 1 | Train Loss: 3.0195 | Train Acc: 7.47% | Val Loss: 2.9708 | Val Acc: 9.36%
Epoch 2 | Train Loss: 2.9931 | Train Acc: 8.00% | Val Loss: 2.9634 | Val Acc: 9.36%
Epoch 3 | Train Loss: 2.9830 | Train Acc: 8.24% | Val Loss: 2.9626 | Val Acc: 9.36%
Epoch 4 | Train Loss: 2.9744 | Train Acc: 8.74% | Val Loss: 2.9605 | Val Acc: 9.36%
Epoch 5 | Train Loss: 2.6416 | Train Acc: 15.86% | Val Loss: 2.2971 | Val Acc: 23.81%
Epoch 6 | Train Loss: 2.2631 | Train Acc: 24.60% | Val Loss: 2.1622 | Val Acc: 28.00%
Epoch 7 | Train Loss: 2.1392 | Train Acc: 28.19% | Val Loss: 2.0679 | Val Acc: 30.60%
Epoch 8 | Train Loss: 2.0468 | Train Acc: 31.12% | Val Loss: 2.0311 | Val Acc: 32.65%
Epoch 9 | Train Loss: 1.9762 | Train Acc: 33.33% | Val Loss: 1.9781 | Val Acc: 33.69%
Epoch 10 | Train Loss: 1.9281 | Train Acc: 34.87% | Val Loss: 1.9493 | Val Acc: 34.77%
Epoch 11 | Train Loss: 1.8559 | Train Acc: 36.92% | Val Loss: 1.9410 | Val Acc: 35.30%
Epoch 12 | Train Loss: 1.8233 | Train Acc: 37.72% | Val Loss: 1.9293 | Val Acc: 35.49%
Epoch 13 | Train Loss: 1.7919 | Train Acc: 39.11% | Val Loss: 1.9401 | Val Acc: 35.55%
Epoch 14 | Train Loss: 1.7679 | Train Acc: 39.49% | Val Loss: 1.9394 | Val Acc: 35.79%
Epoch 15 | Train Loss: 1.7399 | Train Acc: 40.14% | Val Loss: 1.9472 | Val Acc: 35.83%
Epoch 16 | Train Loss: 1.7124 | Train Acc: 41.48% | Val Loss: 1.9501 | Val Acc: 35.68%
Epoch 17 | Train Loss: 1.6870 | Train Acc: 42.22% | Val Loss: 1.9580 | Val Acc: 35.66%
Epoch 18 | Train Loss: 1.6569 | Train Acc: 43.09% | Val Loss: 1.9563 | Val Acc: 35.90%
Epoch 19 | Train Loss: 1.6285 | Train Acc: 43.92% | Val Loss: 1.9653 | Val Acc: 35.83%
Epoch 20 | Train Loss: 1.5974 | Train Acc: 45.10% | Val Loss: 1.9939 | Val Acc: 35.59%
Epoch 21 | Train Loss: 1.5423 | Train Acc: 46.63% | Val Loss: 1.9981 | Val Acc: 35.43%
Epoch 22 | Train Loss: 1.5165 | Train Acc: 47.49% | Val Loss: 2.0148 | Val Acc: 35.61%
Epoch 1 | Train Loss: 3.0167 | Train Acc: 7.39% | Val Loss: 2.9691 | Val Acc: 6.93%
Epoch 2 | Train Loss: 2.9930 | Train Acc: 8.09% | Val Loss: 2.9729 | Val Acc: 9.15%
Epoch 3 | Train Loss: 2.9791 | Train Acc: 8.49% | Val Loss: 2.9654 | Val Acc: 9.15%
Epoch 4 | Train Loss: 2.9709 | Train Acc: 8.83% | Val Loss: 2.9621 | Val Acc: 9.15%
Epoch 5 | Train Loss: 2.7770 | Train Acc: 13.24% | Val Loss: 2.3468 | Val Acc: 22.52%
Epoch 6 | Train Loss: 2.2826 | Train Acc: 24.18% | Val Loss: 2.1784 | Val Acc: 27.43%
Epoch 7 | Train Loss: 2.1527 | Train Acc: 27.56% | Val Loss: 2.1147 | Val Acc: 29.68%
Epoch 8 | Train Loss: 2.0575 | Train Acc: 30.64% | Val Loss: 2.0640 | Val Acc: 31.74%
Epoch 9 | Train Loss: 1.9827 | Train Acc: 33.11% | Val Loss: 1.9876 | Val Acc: 33.43%
Epoch 10 | Train Loss: 1.9237 | Train Acc: 34.83% | Val Loss: 1.9531 | Val Acc: 34.50%
Epoch 11 | Train Loss: 1.8513 | Train Acc: 37.30% | Val Loss: 1.9542 | Val Acc: 34.79%
Epoch 12 | Train Loss: 1.8187 | Train Acc: 38.02% | Val Loss: 1.9295 | Val Acc: 35.52%
Epoch 13 | Train Loss: 1.7888 | Train Acc: 38.90% | Val Loss: 1.9375 | Val Acc: 35.50%
Epoch 14 | Train Loss: 1.7626 | Train Acc: 39.59% | Val Loss: 1.9222 | Val Acc: 35.70%
Epoch 15 | Train Loss: 1.7337 | Train Acc: 40.67% | Val Loss: 1.9327 | Val Acc: 35.93%
Epoch 16 | Train Loss: 1.7069 | Train Acc: 41.31% | Val Loss: 1.9447 | Val Acc: 35.87%
Epoch 17 | Train Loss: 1.6800 | Train Acc: 42.18% | Val Loss: 1.9480 | Val Acc: 35.93%
Epoch 18 | Train Loss: 1.6520 | Train Acc: 43.29% | Val Loss: 1.9608 | Val Acc: 35.86%
