=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-11-15_16-54-49
Total Classes: 20
SNR: -5 dB
fd (Doppler shift): 266.6666666666667 Hz
Epoch 1 | Train Loss: 3.0187 | Train Acc: 7.50% | Val Loss: 2.9732 | Val Acc: 9.10%
Epoch 8 | Train Loss: 2.9618 | Train Acc: 9.35% | Val Loss: 2.9599 | Val Acc: 9.30%
Epoch 9 | Train Loss: 2.9586 | Train Acc: 9.45% | Val Loss: 2.9547 | Val Acc: 9.30%
Epoch 10 | Train Loss: 2.9038 | Train Acc: 11.37% | Val Loss: 2.7477 | Val Acc: 18.77%
Epoch 11 | Train Loss: 2.3884 | Train Acc: 30.73% | Val Loss: 2.0726 | Val Acc: 40.97%
Epoch 12 | Train Loss: 1.8371 | Train Acc: 47.82% | Val Loss: 1.6977 | Val Acc: 52.08%
Epoch 13 | Train Loss: 1.4978 | Train Acc: 57.60% | Val Loss: 1.4883 | Val Acc: 58.08%
Epoch 14 | Train Loss: 1.2705 | Train Acc: 63.92% | Val Loss: 1.3727 | Val Acc: 61.30%
Epoch 15 | Train Loss: 1.1052 | Train Acc: 68.20% | Val Loss: 1.2922 | Val Acc: 63.76%
Epoch 16 | Train Loss: 0.9725 | Train Acc: 71.97% | Val Loss: 1.2376 | Val Acc: 65.59%
Epoch 17 | Train Loss: 0.8626 | Train Acc: 74.90% | Val Loss: 1.1938 | Val Acc: 66.69%
Epoch 18 | Train Loss: 0.7687 | Train Acc: 77.48% | Val Loss: 1.1638 | Val Acc: 67.96%
Epoch 19 | Train Loss: 0.6858 | Train Acc: 79.74% | Val Loss: 1.1471 | Val Acc: 68.88%
Epoch 20 | Train Loss: 0.6103 | Train Acc: 81.88% | Val Loss: 1.1181 | Val Acc: 69.46%
Epoch 21 | Train Loss: 0.5323 | Train Acc: 84.18% | Val Loss: 1.1038 | Val Acc: 70.47%
Epoch 22 | Train Loss: 0.4896 | Train Acc: 85.38% | Val Loss: 1.1009 | Val Acc: 70.65%
Epoch 23 | Train Loss: 0.4579 | Train Acc: 86.41% | Val Loss: 1.0987 | Val Acc: 70.89%
Epoch 24 | Train Loss: 0.4358 | Train Acc: 86.85% | Val Loss: 1.1028 | Val Acc: 71.12%
Epoch 25 | Train Loss: 0.4086 | Train Acc: 87.63% | Val Loss: 1.0955 | Val Acc: 71.60%
Epoch 26 | Train Loss: 0.3780 | Train Acc: 88.61% | Val Loss: 1.0993 | Val Acc: 71.49%
Epoch 27 | Train Loss: 0.3616 | Train Acc: 89.04% | Val Loss: 1.1006 | Val Acc: 71.78%
Epoch 28 | Train Loss: 0.3439 | Train Acc: 89.49% | Val Loss: 1.0977 | Val Acc: 72.05%
Epoch 29 | Train Loss: 0.3216 | Train Acc: 90.23% | Val Loss: 1.0971 | Val Acc: 71.94%
Epoch 30 | Train Loss: 0.3057 | Train Acc: 90.65% | Val Loss: 1.1011 | Val Acc: 72.39%
Epoch 1 | Train Loss: 3.0211 | Train Acc: 7.28% | Val Loss: 2.9582 | Val Acc: 9.76%
Epoch 2 | Train Loss: 2.9967 | Train Acc: 7.91% | Val Loss: 2.9605 | Val Acc: 9.76%
Epoch 3 | Train Loss: 2.9857 | Train Acc: 8.21% | Val Loss: 2.9577 | Val Acc: 9.76%
Epoch 4 | Train Loss: 2.9754 | Train Acc: 8.66% | Val Loss: 2.9596 | Val Acc: 9.76%
Epoch 5 | Train Loss: 2.9715 | Train Acc: 8.88% | Val Loss: 2.9559 | Val Acc: 9.76%
Epoch 6 | Train Loss: 2.9663 | Train Acc: 9.00% | Val Loss: 2.9553 | Val Acc: 9.76%
Epoch 7 | Train Loss: 2.9649 | Train Acc: 9.13% | Val Loss: 2.9552 | Val Acc: 9.76%
Epoch 8 | Train Loss: 2.9630 | Train Acc: 9.25% | Val Loss: 2.9549 | Val Acc: 9.76%
Epoch 9 | Train Loss: 2.9585 | Train Acc: 9.29% | Val Loss: 2.9500 | Val Acc: 9.85%
Epoch 10 | Train Loss: 2.8886 | Train Acc: 12.22% | Val Loss: 2.6950 | Val Acc: 20.95%
Epoch 11 | Train Loss: 2.3095 | Train Acc: 33.53% | Val Loss: 2.0026 | Val Acc: 43.00%
Epoch 12 | Train Loss: 1.7962 | Train Acc: 48.72% | Val Loss: 1.6694 | Val Acc: 53.11%
Epoch 13 | Train Loss: 1.4872 | Train Acc: 57.45% | Val Loss: 1.4969 | Val Acc: 57.89%
Epoch 14 | Train Loss: 1.2751 | Train Acc: 63.63% | Val Loss: 1.3751 | Val Acc: 61.34%
Epoch 15 | Train Loss: 1.1052 | Train Acc: 68.30% | Val Loss: 1.2922 | Val Acc: 63.91%
Epoch 16 | Train Loss: 0.9734 | Train Acc: 71.82% | Val Loss: 1.2403 | Val Acc: 65.60%
Epoch 17 | Train Loss: 0.8642 | Train Acc: 75.02% | Val Loss: 1.1892 | Val Acc: 67.38%
Epoch 18 | Train Loss: 0.7676 | Train Acc: 77.52% | Val Loss: 1.1631 | Val Acc: 68.34%
Epoch 19 | Train Loss: 0.6899 | Train Acc: 79.53% | Val Loss: 1.1393 | Val Acc: 69.15%
Epoch 20 | Train Loss: 0.6129 | Train Acc: 81.81% | Val Loss: 1.1302 | Val Acc: 69.53%
Epoch 21 | Train Loss: 0.5298 | Train Acc: 84.24% | Val Loss: 1.1099 | Val Acc: 70.39%
Epoch 22 | Train Loss: 0.4937 | Train Acc: 85.25% | Val Loss: 1.1089 | Val Acc: 70.63%
Epoch 23 | Train Loss: 0.4651 | Train Acc: 85.99% | Val Loss: 1.0949 | Val Acc: 71.01%
Epoch 24 | Train Loss: 0.4323 | Train Acc: 87.00% | Val Loss: 1.0968 | Val Acc: 71.20%
Epoch 25 | Train Loss: 0.4101 | Train Acc: 87.55% | Val Loss: 1.0958 | Val Acc: 71.38%
Epoch 26 | Train Loss: 0.3875 | Train Acc: 88.29% | Val Loss: 1.0976 | Val Acc: 71.51%
Epoch 27 | Train Loss: 0.3641 | Train Acc: 88.93% | Val Loss: 1.0999 | Val Acc: 71.69%
Epoch 28 | Train Loss: 0.3437 | Train Acc: 89.51% | Val Loss: 1.0957 | Val Acc: 72.13%
Epoch 1 | Train Loss: 3.0199 | Train Acc: 7.37% | Val Loss: 2.9629 | Val Acc: 9.28%
Epoch 2 | Train Loss: 2.9969 | Train Acc: 7.89% | Val Loss: 2.9614 | Val Acc: 9.28%
Epoch 3 | Train Loss: 2.9867 | Train Acc: 8.34% | Val Loss: 2.9607 | Val Acc: 9.28%
Epoch 4 | Train Loss: 2.9786 | Train Acc: 8.63% | Val Loss: 2.9608 | Val Acc: 9.28%
Epoch 5 | Train Loss: 2.9720 | Train Acc: 8.99% | Val Loss: 2.9607 | Val Acc: 9.28%
Epoch 6 | Train Loss: 2.9670 | Train Acc: 9.27% | Val Loss: 2.9601 | Val Acc: 9.28%
Epoch 7 | Train Loss: 2.9638 | Train Acc: 9.32% | Val Loss: 2.9578 | Val Acc: 9.28%
Epoch 8 | Train Loss: 2.9624 | Train Acc: 9.38% | Val Loss: 2.9570 | Val Acc: 9.28%
Epoch 9 | Train Loss: 2.9593 | Train Acc: 9.38% | Val Loss: 2.9592 | Val Acc: 9.28%
Epoch 10 | Train Loss: 2.9178 | Train Acc: 10.78% | Val Loss: 2.8322 | Val Acc: 15.36%
Epoch 11 | Train Loss: 2.4818 | Train Acc: 27.83% | Val Loss: 2.1538 | Val Acc: 39.36%
Epoch 12 | Train Loss: 1.9399 | Train Acc: 44.55% | Val Loss: 1.7720 | Val Acc: 50.20%
Epoch 13 | Train Loss: 1.6046 | Train Acc: 54.47% | Val Loss: 1.5582 | Val Acc: 56.49%
Epoch 14 | Train Loss: 1.3711 | Train Acc: 61.07% | Val Loss: 1.4179 | Val Acc: 60.43%
Epoch 15 | Train Loss: 1.1868 | Train Acc: 66.09% | Val Loss: 1.3181 | Val Acc: 63.68%
Epoch 16 | Train Loss: 1.0436 | Train Acc: 70.02% | Val Loss: 1.2470 | Val Acc: 65.47%
Epoch 17 | Train Loss: 0.9196 | Train Acc: 73.52% | Val Loss: 1.1975 | Val Acc: 66.86%
Epoch 18 | Train Loss: 0.8232 | Train Acc: 76.01% | Val Loss: 1.1577 | Val Acc: 68.15%
Epoch 19 | Train Loss: 0.7349 | Train Acc: 78.67% | Val Loss: 1.1332 | Val Acc: 69.19%
Epoch 20 | Train Loss: 0.6613 | Train Acc: 80.48% | Val Loss: 1.1122 | Val Acc: 69.73%
Epoch 21 | Train Loss: 0.5699 | Train Acc: 82.97% | Val Loss: 1.0939 | Val Acc: 70.58%
Epoch 22 | Train Loss: 0.5332 | Train Acc: 84.08% | Val Loss: 1.0831 | Val Acc: 71.04%
Epoch 23 | Train Loss: 0.5007 | Train Acc: 85.04% | Val Loss: 1.0848 | Val Acc: 71.22%
Epoch 24 | Train Loss: 0.4697 | Train Acc: 85.84% | Val Loss: 1.0811 | Val Acc: 71.60%
Epoch 25 | Train Loss: 0.4380 | Train Acc: 86.80% | Val Loss: 1.0814 | Val Acc: 71.63%
Epoch 26 | Train Loss: 0.4180 | Train Acc: 87.34% | Val Loss: 1.0820 | Val Acc: 71.73%
Epoch 27 | Train Loss: 0.3880 | Train Acc: 88.14% | Val Loss: 1.0791 | Val Acc: 72.10%
Epoch 28 | Train Loss: 0.3697 | Train Acc: 88.69% | Val Loss: 1.0803 | Val Acc: 72.16%
Epoch 29 | Train Loss: 0.3515 | Train Acc: 89.37% | Val Loss: 1.0884 | Val Acc: 72.40%
Epoch 30 | Train Loss: 0.3302 | Train Acc: 89.91% | Val Loss: 1.0776 | Val Acc: 72.51%
Epoch 31 | Train Loss: 0.3026 | Train Acc: 90.78% | Val Loss: 1.0775 | Val Acc: 72.74%
Epoch 32 | Train Loss: 0.2941 | Train Acc: 90.95% | Val Loss: 1.0700 | Val Acc: 72.84%
Epoch 33 | Train Loss: 0.2810 | Train Acc: 91.35% | Val Loss: 1.0776 | Val Acc: 72.92%
Epoch 34 | Train Loss: 0.2715 | Train Acc: 91.63% | Val Loss: 1.0812 | Val Acc: 72.97%
Epoch 35 | Train Loss: 0.2630 | Train Acc: 91.88% | Val Loss: 1.0826 | Val Acc: 72.94%
Epoch 36 | Train Loss: 0.2550 | Train Acc: 92.13% | Val Loss: 1.0850 | Val Acc: 73.03%
Epoch 37 | Train Loss: 0.2460 | Train Acc: 92.52% | Val Loss: 1.0845 | Val Acc: 73.15%
Fold 1: Val Acc=71.29%, Test Acc=71.68%
Fold 2: Val Acc=72.47%, Test Acc=72.38%
Fold 3: Val Acc=72.39%, Test Acc=72.22%
Fold 4: Val Acc=72.13%, Test Acc=71.83%
Fold 5: Val Acc=73.15%, Test Acc=72.59%

Average Val Accuracy: 72.29%
Average Test Accuracy: 72.14%
