=== Experiment Parameters ===
Timestamp: 2025-11-28_22-06-25
Device: cuda
SNR_dB: -20
Doppler_fd: 266.67 Hz
FS: 20000000.0
FC: 2400000000.0
Wavelet: db6, Level: 6
Batch size: 256, Epochs: 200, LR: 0.001, Weight decay: 0.0001
K-Fold: 5, Patience: 8, Num classes: 6
训练集所选日期: ['2021_03_15']测试集所选日期：['2021_03_01']============================

Fold1 Epoch1 | TrainAcc=16.70% | ValAcc=16.72% | TrainLoss=1.7946 | ValLoss=1.7936 | AvgGrad=0.0202
Fold1 Epoch2 | TrainAcc=17.33% | ValAcc=16.64% | TrainLoss=1.7927 | ValLoss=1.7974 | AvgGrad=0.0177
Fold1 Epoch3 | TrainAcc=17.41% | ValAcc=17.02% | TrainLoss=1.7919 | ValLoss=1.7933 | AvgGrad=0.0175
Fold1 Epoch4 | TrainAcc=17.90% | ValAcc=16.81% | TrainLoss=1.7907 | ValLoss=1.7943 | AvgGrad=0.0190
Fold1 Epoch5 | TrainAcc=18.32% | ValAcc=16.35% | TrainLoss=1.7895 | ValLoss=1.7950 | AvgGrad=0.0200
Fold1 Epoch6 | TrainAcc=18.73% | ValAcc=16.63% | TrainLoss=1.7882 | ValLoss=1.7981 | AvgGrad=0.0217
Fold1 Epoch7 | TrainAcc=19.23% | ValAcc=16.79% | TrainLoss=1.7855 | ValLoss=1.8069 | AvgGrad=0.0243
Fold1 Epoch8 | TrainAcc=19.95% | ValAcc=16.57% | TrainLoss=1.7827 | ValLoss=1.8163 | AvgGrad=0.0275
Fold1 Epoch9 | TrainAcc=20.56% | ValAcc=17.10% | TrainLoss=1.7800 | ValLoss=1.8050 | AvgGrad=0.0318
Fold1 Epoch10 | TrainAcc=21.51% | ValAcc=16.94% | TrainLoss=1.7744 | ValLoss=1.8187 | AvgGrad=0.0357
Fold1 Epoch11 | TrainAcc=23.51% | ValAcc=16.92% | TrainLoss=1.7602 | ValLoss=1.8360 | AvgGrad=0.0466
Fold1 Epoch12 | TrainAcc=24.52% | ValAcc=17.11% | TrainLoss=1.7498 | ValLoss=1.8750 | AvgGrad=0.0585
Fold1 Epoch13 | TrainAcc=25.53% | ValAcc=16.55% | TrainLoss=1.7404 | ValLoss=1.8820 | AvgGrad=0.0698
Fold1 Epoch14 | TrainAcc=26.45% | ValAcc=16.90% | TrainLoss=1.7302 | ValLoss=1.8767 | AvgGrad=0.0799
Fold1 Epoch15 | TrainAcc=27.22% | ValAcc=16.83% | TrainLoss=1.7196 | ValLoss=1.8883 | AvgGrad=0.0919
Fold1 Epoch16 | TrainAcc=27.95% | ValAcc=16.33% | TrainLoss=1.7093 | ValLoss=1.9009 | AvgGrad=0.1011
Fold1 Epoch17 | TrainAcc=28.95% | ValAcc=16.69% | TrainLoss=1.6983 | ValLoss=1.9903 | AvgGrad=0.1131
Fold1 Epoch18 | TrainAcc=29.55% | ValAcc=16.58% | TrainLoss=1.6878 | ValLoss=2.0869 | AvgGrad=0.1234
Fold1 Epoch19 | TrainAcc=30.53% | ValAcc=16.93% | TrainLoss=1.6781 | ValLoss=2.0216 | AvgGrad=0.1321
Fold1 Epoch20 | TrainAcc=30.86% | ValAcc=16.74% | TrainLoss=1.6682 | ValLoss=2.0753 | AvgGrad=0.1429
Fold1 TestAcc=16.64%
Fold2 Epoch1 | TrainAcc=16.47% | ValAcc=16.91% | TrainLoss=1.7946 | ValLoss=1.7950 | AvgGrad=0.0201
Fold2 Epoch2 | TrainAcc=16.97% | ValAcc=16.50% | TrainLoss=1.7928 | ValLoss=1.7950 | AvgGrad=0.0178
Fold2 Epoch3 | TrainAcc=17.70% | ValAcc=16.71% | TrainLoss=1.7916 | ValLoss=1.7929 | AvgGrad=0.0181
