=== Experiment Summary ===
Timestamp: 2025-11-16_14-07-47
Total Classes: 6
SNR: 0 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0
Epoch 1 | Train Acc: 24.56% | Val Acc: 32.95%
Epoch 34 | Train Acc: 41.48% | Val Acc: 42.08%
Epoch 35 | Train Acc: 41.51% | Val Acc: 42.13%
Epoch 36 | Train Acc: 41.54% | Val Acc: 41.96%
Epoch 37 | Train Acc: 41.61% | Val Acc: 42.13%
Epoch 38 | Train Acc: 41.57% | Val Acc: 42.31%
Epoch 39 | Train Acc: 41.55% | Val Acc: 42.22%
Epoch 40 | Train Acc: 41.45% | Val Acc: 42.32%
Epoch 41 | Train Acc: 41.59% | Val Acc: 42.35%
Epoch 42 | Train Acc: 41.61% | Val Acc: 42.15%
Epoch 43 | Train Acc: 41.65% | Val Acc: 42.13%
Epoch 44 | Train Acc: 41.67% | Val Acc: 41.82%
Epoch 45 | Train Acc: 41.62% | Val Acc: 42.30%
Epoch 46 | Train Acc: 41.79% | Val Acc: 42.39%
Epoch 47 | Train Acc: 41.66% | Val Acc: 42.29%
Epoch 48 | Train Acc: 41.78% | Val Acc: 42.33%
Epoch 49 | Train Acc: 41.81% | Val Acc: 42.34%
Epoch 50 | Train Acc: 41.76% | Val Acc: 42.16%
Epoch 51 | Train Acc: 41.88% | Val Acc: 42.47%
Fold 3 Test Accuracy: 40.79%
Epoch 1 | Train Acc: 24.54% | Val Acc: 35.07%
Epoch 2 | Train Acc: 33.85% | Val Acc: 36.48%
Epoch 3 | Train Acc: 35.96% | Val Acc: 36.24%
Epoch 4 | Train Acc: 36.51% | Val Acc: 38.07%
Epoch 5 | Train Acc: 37.58% | Val Acc: 38.98%
Epoch 6 | Train Acc: 38.09% | Val Acc: 39.69%
Epoch 7 | Train Acc: 38.52% | Val Acc: 39.92%
Epoch 8 | Train Acc: 38.89% | Val Acc: 40.29%
Epoch 9 | Train Acc: 39.03% | Val Acc: 39.62%
Epoch 10 | Train Acc: 39.40% | Val Acc: 40.80%
Epoch 11 | Train Acc: 39.78% | Val Acc: 40.58%
Epoch 12 | Train Acc: 39.88% | Val Acc: 38.98%
Epoch 13 | Train Acc: 39.90% | Val Acc: 41.02%
Epoch 14 | Train Acc: 39.98% | Val Acc: 39.87%
Epoch 15 | Train Acc: 40.07% | Val Acc: 41.11%
Epoch 16 | Train Acc: 40.26% | Val Acc: 40.11%
Epoch 17 | Train Acc: 40.27% | Val Acc: 40.56%
Epoch 18 | Train Acc: 40.12% | Val Acc: 41.70%
Epoch 19 | Train Acc: 40.37% | Val Acc: 40.55%
Epoch 20 | Train Acc: 40.47% | Val Acc: 41.44%
Epoch 21 | Train Acc: 40.75% | Val Acc: 41.82%
Epoch 22 | Train Acc: 40.76% | Val Acc: 41.86%
Epoch 23 | Train Acc: 40.87% | Val Acc: 41.39%
Epoch 24 | Train Acc: 40.82% | Val Acc: 40.87%
Epoch 25 | Train Acc: 40.92% | Val Acc: 42.06%
Epoch 26 | Train Acc: 40.81% | Val Acc: 40.99%
Epoch 27 | Train Acc: 41.04% | Val Acc: 42.03%
Epoch 28 | Train Acc: 41.07% | Val Acc: 41.89%
Epoch 29 | Train Acc: 41.23% | Val Acc: 42.19%
Epoch 30 | Train Acc: 41.14% | Val Acc: 41.72%
Epoch 31 | Train Acc: 41.31% | Val Acc: 41.18%
Epoch 32 | Train Acc: 41.42% | Val Acc: 41.87%
Epoch 33 | Train Acc: 41.39% | Val Acc: 42.29%
Epoch 34 | Train Acc: 41.37% | Val Acc: 42.03%
Epoch 35 | Train Acc: 41.48% | Val Acc: 42.14%
Epoch 36 | Train Acc: 41.35% | Val Acc: 42.30%
Epoch 37 | Train Acc: 41.50% | Val Acc: 42.19%
Epoch 38 | Train Acc: 41.41% | Val Acc: 40.94%
Epoch 39 | Train Acc: 41.51% | Val Acc: 42.45%
Epoch 40 | Train Acc: 41.61% | Val Acc: 42.00%
Epoch 41 | Train Acc: 41.76% | Val Acc: 42.29%
Epoch 42 | Train Acc: 41.56% | Val Acc: 42.47%
Epoch 43 | Train Acc: 41.60% | Val Acc: 42.37%
Epoch 44 | Train Acc: 41.64% | Val Acc: 42.51%
Epoch 45 | Train Acc: 41.69% | Val Acc: 42.76%
Epoch 46 | Train Acc: 41.71% | Val Acc: 42.43%
Epoch 47 | Train Acc: 41.78% | Val Acc: 42.76%
Epoch 48 | Train Acc: 41.66% | Val Acc: 42.09%
Epoch 49 | Train Acc: 41.83% | Val Acc: 42.50%
Epoch 50 | Train Acc: 41.76% | Val Acc: 42.78%
Fold 4 Test Accuracy: 41.97%
Epoch 1 | Train Acc: 23.25% | Val Acc: 29.65%
Epoch 2 | Train Acc: 33.25% | Val Acc: 36.91%
Epoch 3 | Train Acc: 35.90% | Val Acc: 37.73%
Epoch 4 | Train Acc: 36.93% | Val Acc: 37.58%
Epoch 5 | Train Acc: 38.01% | Val Acc: 38.57%
Epoch 6 | Train Acc: 38.76% | Val Acc: 38.40%
Epoch 7 | Train Acc: 39.25% | Val Acc: 38.79%
Epoch 8 | Train Acc: 39.49% | Val Acc: 39.90%
Epoch 9 | Train Acc: 39.78% | Val Acc: 38.44%
Epoch 10 | Train Acc: 39.83% | Val Acc: 39.99%
Epoch 11 | Train Acc: 40.30% | Val Acc: 39.63%
Epoch 12 | Train Acc: 40.36% | Val Acc: 40.55%
Epoch 13 | Train Acc: 40.39% | Val Acc: 39.14%
Epoch 14 | Train Acc: 40.52% | Val Acc: 40.84%
Epoch 15 | Train Acc: 40.45% | Val Acc: 41.16%
Epoch 16 | Train Acc: 40.57% | Val Acc: 40.81%
Epoch 17 | Train Acc: 40.78% | Val Acc: 40.70%
Epoch 18 | Train Acc: 40.90% | Val Acc: 41.22%
Epoch 19 | Train Acc: 40.91% | Val Acc: 41.30%
Epoch 20 | Train Acc: 41.03% | Val Acc: 41.19%
Epoch 21 | Train Acc: 41.16% | Val Acc: 40.83%
Epoch 22 | Train Acc: 41.21% | Val Acc: 41.45%
Epoch 23 | Train Acc: 41.24% | Val Acc: 41.71%
Epoch 24 | Train Acc: 41.42% | Val Acc: 41.53%
Epoch 25 | Train Acc: 41.34% | Val Acc: 42.10%
Epoch 26 | Train Acc: 41.44% | Val Acc: 41.22%
Epoch 27 | Train Acc: 41.53% | Val Acc: 41.79%
Epoch 28 | Train Acc: 41.39% | Val Acc: 41.87%
Epoch 29 | Train Acc: 41.64% | Val Acc: 41.33%
Epoch 30 | Train Acc: 41.57% | Val Acc: 42.04%
Epoch 31 | Train Acc: 41.74% | Val Acc: 42.15%
Epoch 32 | Train Acc: 41.81% | Val Acc: 41.54%
Epoch 33 | Train Acc: 41.84% | Val Acc: 41.84%
Epoch 34 | Train Acc: 41.76% | Val Acc: 41.41%
Epoch 35 | Train Acc: 41.79% | Val Acc: 41.76%
Fold 5 Test Accuracy: 41.35%

=== Summary ===
Fold 1: Val Acc = 42.48%, Test Acc = 40.73%
Fold 2: Val Acc = 42.72%, Test Acc = 42.32%
Fold 3: Val Acc = 42.47%, Test Acc = 40.79%
Fold 4: Val Acc = 42.78%, Test Acc = 41.97%
Fold 5: Val Acc = 42.15%, Test Acc = 41.35%

Average Validation Accuracy: 42.52%
Average Test Accuracy: 41.43%
