=== Experiment Parameters ===
Timestamp: 2025-11-24_21-53-32
Device: cuda
SNR_dB: 20
Doppler_fd: 266.67 Hz
FS: 20000000.0
FC: 2400000000.0
Wavelet: db6, Level: 6
Batch size: 64, Epochs: 200, LR: 0.001, Weight decay: 0.0001
K-Fold: 5, Patience: 8, Num classes: 150
============================

Fold1 Epoch1 | TrainAcc=3.45% | ValAcc=4.14% | TrainLoss=4.6977 | ValLoss=4.6715 | AvgGrad=0.0823
Fold1 Epoch2 | TrainAcc=7.46% | ValAcc=3.66% | TrainLoss=4.4545 | ValLoss=5.1885 | AvgGrad=0.1603
Fold1 Epoch3 | TrainAcc=11.32% | ValAcc=7.47% | TrainLoss=4.2307 | ValLoss=4.5571 | AvgGrad=0.2348
Fold1 Epoch4 | TrainAcc=14.17% | ValAcc=8.17% | TrainLoss=4.0610 | ValLoss=4.8306 | AvgGrad=0.2829
Fold1 Epoch5 | TrainAcc=16.36% | ValAcc=3.93% | TrainLoss=3.9276 | ValLoss=6.4030 | AvgGrad=0.3149
Fold1 Epoch6 | TrainAcc=18.25% | ValAcc=5.69% | TrainLoss=3.8220 | ValLoss=7.1926 | AvgGrad=0.3365
Fold1 Epoch7 | TrainAcc=19.63% | ValAcc=7.79% | TrainLoss=3.7294 | ValLoss=5.2930 | AvgGrad=0.3542
Fold1 Epoch8 | TrainAcc=21.06% | ValAcc=11.62% | TrainLoss=3.6474 | ValLoss=4.4682 | AvgGrad=0.3688
Fold1 Epoch9 | TrainAcc=22.38% | ValAcc=8.44% | TrainLoss=3.5699 | ValLoss=4.7256 | AvgGrad=0.3816
Fold1 Epoch10 | TrainAcc=23.51% | ValAcc=13.90% | TrainLoss=3.4999 | ValLoss=4.4098 | AvgGrad=0.3948
Fold1 Epoch11 | TrainAcc=26.10% | ValAcc=19.53% | TrainLoss=3.3646 | ValLoss=3.6916 | AvgGrad=0.4173
Fold1 Epoch12 | TrainAcc=26.81% | ValAcc=9.12% | TrainLoss=3.3221 | ValLoss=4.9593 | AvgGrad=0.4385
Fold1 Epoch13 | TrainAcc=27.43% | ValAcc=19.06% | TrainLoss=3.2865 | ValLoss=3.7626 | AvgGrad=0.4526
Fold1 Epoch14 | TrainAcc=27.95% | ValAcc=23.76% | TrainLoss=3.2551 | ValLoss=3.4649 | AvgGrad=0.4657
Fold1 Epoch15 | TrainAcc=28.51% | ValAcc=13.49% | TrainLoss=3.2229 | ValLoss=4.1676 | AvgGrad=0.4770
Fold1 Epoch16 | TrainAcc=29.15% | ValAcc=9.08% | TrainLoss=3.1939 | ValLoss=5.2015 | AvgGrad=0.4867
Fold1 Epoch17 | TrainAcc=29.63% | ValAcc=20.85% | TrainLoss=3.1650 | ValLoss=3.6724 | AvgGrad=0.4950
Fold1 Epoch18 | TrainAcc=30.07% | ValAcc=25.24% | TrainLoss=3.1386 | ValLoss=3.3831 | AvgGrad=0.5038
Fold1 Epoch19 | TrainAcc=30.63% | ValAcc=21.82% | TrainLoss=3.1128 | ValLoss=3.5538 | AvgGrad=0.5121
Fold1 Epoch20 | TrainAcc=31.08% | ValAcc=24.53% | TrainLoss=3.0867 | ValLoss=3.3952 | AvgGrad=0.5189
Fold1 Epoch21 | TrainAcc=32.63% | ValAcc=25.86% | TrainLoss=3.0139 | ValLoss=3.3352 | AvgGrad=0.5276
Fold1 Epoch22 | TrainAcc=32.93% | ValAcc=22.28% | TrainLoss=2.9962 | ValLoss=3.5343 | AvgGrad=0.5400
Fold1 Epoch23 | TrainAcc=33.18% | ValAcc=27.00% | TrainLoss=2.9820 | ValLoss=3.2790 | AvgGrad=0.5472
Fold1 Epoch24 | TrainAcc=33.50% | ValAcc=23.91% | TrainLoss=2.9684 | ValLoss=3.4654 | AvgGrad=0.5538
Fold1 Epoch25 | TrainAcc=33.74% | ValAcc=27.11% | TrainLoss=2.9565 | ValLoss=3.2650 | AvgGrad=0.5606
Fold1 Epoch26 | TrainAcc=33.94% | ValAcc=16.50% | TrainLoss=2.9432 | ValLoss=4.1636 | AvgGrad=0.5668
Fold1 Epoch27 | TrainAcc=34.12% | ValAcc=19.99% | TrainLoss=2.9305 | ValLoss=3.7551 | AvgGrad=0.5730
Fold1 Epoch28 | TrainAcc=34.48% | ValAcc=20.82% | TrainLoss=2.9181 | ValLoss=3.6932 | AvgGrad=0.5785
Fold1 Epoch29 | TrainAcc=34.73% | ValAcc=23.79% | TrainLoss=2.9063 | ValLoss=3.4594 | AvgGrad=0.5838
Fold1 Epoch30 | TrainAcc=34.87% | ValAcc=21.31% | TrainLoss=2.8949 | ValLoss=3.6416 | AvgGrad=0.5885
Fold1 Epoch31 | TrainAcc=35.78% | ValAcc=31.34% | TrainLoss=2.8548 | ValLoss=3.0427 | AvgGrad=0.5922
Fold1 Epoch32 | TrainAcc=35.92% | ValAcc=32.18% | TrainLoss=2.8470 | ValLoss=3.0164 | AvgGrad=0.5998
Fold1 Epoch33 | TrainAcc=36.08% | ValAcc=30.63% | TrainLoss=2.8405 | ValLoss=3.0784 | AvgGrad=0.6048
Fold1 Epoch34 | TrainAcc=36.10% | ValAcc=32.90% | TrainLoss=2.8343 | ValLoss=2.9770 | AvgGrad=0.6086
Fold1 Epoch35 | TrainAcc=36.33% | ValAcc=32.59% | TrainLoss=2.8277 | ValLoss=2.9824 | AvgGrad=0.6128
Fold1 Epoch36 | TrainAcc=36.39% | ValAcc=27.98% | TrainLoss=2.8216 | ValLoss=3.2186 | AvgGrad=0.6164
Fold1 Epoch37 | TrainAcc=36.50% | ValAcc=29.39% | TrainLoss=2.8160 | ValLoss=3.1373 | AvgGrad=0.6211
Fold1 Epoch38 | TrainAcc=36.63% | ValAcc=33.45% | TrainLoss=2.8100 | ValLoss=2.9545 | AvgGrad=0.6242
Fold1 Epoch39 | TrainAcc=36.66% | ValAcc=26.69% | TrainLoss=2.8050 | ValLoss=3.2532 | AvgGrad=0.6279
Fold1 Epoch40 | TrainAcc=36.86% | ValAcc=32.42% | TrainLoss=2.7987 | ValLoss=2.9837 | AvgGrad=0.6309
Fold1 Epoch41 | TrainAcc=37.35% | ValAcc=32.86% | TrainLoss=2.7769 | ValLoss=2.9700 | AvgGrad=0.6316
Fold1 Epoch42 | TrainAcc=37.40% | ValAcc=32.93% | TrainLoss=2.7729 | ValLoss=2.9669 | AvgGrad=0.6359
