=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-11-15_16-54-38
Total Classes: 20
SNR: -5 dB
fd (Doppler shift): 266.6666666666667 Hz
Epoch 1 | Train Loss: 3.0198 | Train Acc: 7.42% | Val Loss: 2.9670 | Val Acc: 9.60%
Epoch 2 | Train Loss: 2.9977 | Train Acc: 7.76% | Val Loss: 2.9658 | Val Acc: 9.60%
Epoch 3 | Train Loss: 2.9853 | Train Acc: 8.12% | Val Loss: 2.9590 | Val Acc: 9.60%
Epoch 4 | Train Loss: 2.9762 | Train Acc: 8.55% | Val Loss: 2.9623 | Val Acc: 9.60%
Epoch 5 | Train Loss: 2.9712 | Train Acc: 8.68% | Val Loss: 2.9583 | Val Acc: 9.60%
Epoch 6 | Train Loss: 2.9679 | Train Acc: 8.89% | Val Loss: 2.9586 | Val Acc: 9.60%
Epoch 7 | Train Loss: 2.9656 | Train Acc: 9.00% | Val Loss: 2.9574 | Val Acc: 9.60%
Epoch 8 | Train Loss: 2.7346 | Train Acc: 14.44% | Val Loss: 2.4363 | Val Acc: 21.96%
Epoch 9 | Train Loss: 2.3513 | Train Acc: 22.94% | Val Loss: 2.2787 | Val Acc: 25.64%
Epoch 10 | Train Loss: 2.2245 | Train Acc: 26.32% | Val Loss: 2.1835 | Val Acc: 28.35%
Epoch 11 | Train Loss: 2.1241 | Train Acc: 29.41% | Val Loss: 2.1424 | Val Acc: 29.66%
Epoch 12 | Train Loss: 2.0777 | Train Acc: 30.82% | Val Loss: 2.1132 | Val Acc: 30.46%
Epoch 13 | Train Loss: 2.0411 | Train Acc: 31.80% | Val Loss: 2.1006 | Val Acc: 31.25%
Epoch 14 | Train Loss: 2.0057 | Train Acc: 32.88% | Val Loss: 2.0912 | Val Acc: 31.41%
Epoch 15 | Train Loss: 1.9740 | Train Acc: 33.96% | Val Loss: 2.0787 | Val Acc: 31.65%
Epoch 16 | Train Loss: 1.9443 | Train Acc: 34.67% | Val Loss: 2.0646 | Val Acc: 32.08%
Epoch 17 | Train Loss: 1.9151 | Train Acc: 35.44% | Val Loss: 2.0558 | Val Acc: 32.54%
Epoch 18 | Train Loss: 1.8849 | Train Acc: 36.45% | Val Loss: 2.0580 | Val Acc: 32.84%
Epoch 19 | Train Loss: 1.8561 | Train Acc: 37.21% | Val Loss: 2.0381 | Val Acc: 32.70%
Epoch 20 | Train Loss: 1.8230 | Train Acc: 38.26% | Val Loss: 2.0427 | Val Acc: 32.68%
Epoch 21 | Train Loss: 1.7725 | Train Acc: 39.76% | Val Loss: 2.0364 | Val Acc: 33.17%
Epoch 22 | Train Loss: 1.7503 | Train Acc: 40.47% | Val Loss: 2.0312 | Val Acc: 33.27%
Epoch 23 | Train Loss: 1.7299 | Train Acc: 40.97% | Val Loss: 2.0338 | Val Acc: 33.48%
Epoch 24 | Train Loss: 1.7102 | Train Acc: 41.62% | Val Loss: 2.0289 | Val Acc: 33.38%
Epoch 25 | Train Loss: 1.6864 | Train Acc: 42.39% | Val Loss: 2.0360 | Val Acc: 33.88%
Epoch 26 | Train Loss: 1.6651 | Train Acc: 42.67% | Val Loss: 2.0339 | Val Acc: 33.50%
Epoch 27 | Train Loss: 1.6437 | Train Acc: 43.43% | Val Loss: 2.0414 | Val Acc: 33.72%
Epoch 28 | Train Loss: 1.6258 | Train Acc: 44.15% | Val Loss: 2.0488 | Val Acc: 33.81%
Epoch 29 | Train Loss: 1.6008 | Train Acc: 44.66% | Val Loss: 2.0485 | Val Acc: 33.81%
Epoch 30 | Train Loss: 1.5843 | Train Acc: 45.16% | Val Loss: 2.0494 | Val Acc: 33.88%
Epoch 31 | Train Loss: 1.5511 | Train Acc: 46.31% | Val Loss: 2.0499 | Val Acc: 34.15%
Epoch 32 | Train Loss: 1.5348 | Train Acc: 46.77% | Val Loss: 2.0529 | Val Acc: 34.13%
Epoch 33 | Train Loss: 1.5249 | Train Acc: 46.96% | Val Loss: 2.0605 | Val Acc: 34.23%
Epoch 34 | Train Loss: 1.5127 | Train Acc: 47.07% | Val Loss: 2.0618 | Val Acc: 33.93%
Epoch 1 | Train Loss: 3.0201 | Train Acc: 7.32% | Val Loss: 2.9608 | Val Acc: 9.30%
Epoch 2 | Train Loss: 2.9957 | Train Acc: 7.94% | Val Loss: 2.9629 | Val Acc: 9.30%
Epoch 3 | Train Loss: 2.9838 | Train Acc: 8.20% | Val Loss: 2.9605 | Val Acc: 9.30%
Epoch 4 | Train Loss: 2.9758 | Train Acc: 8.69% | Val Loss: 2.9586 | Val Acc: 9.30%
