=== Experiment Parameters ===
Timestamp: 2025-11-29_11-14-58
SNR_dB: -20, ADD_NOISE: True, ADD_DOPPLER: True
FS: 20000000.0, FC: 2400000000.0, Velocity_kmh: 120
Batch: 256, Epochs: 200, LR: 0.001, WD: 0.0001
Num classes: 150, K-Fold: 5, Patience: 5, MinDelta: 0.1
============================

Fold1 Epoch1 | TrainAcc=87.93% | ValAcc=79.23% | TrainLoss=0.4291 | ValLoss=1.0988 | AvgGrad=0.1296
Fold1 Epoch2 | TrainAcc=97.44% | ValAcc=81.54% | TrainLoss=0.0813 | ValLoss=1.0211 | AvgGrad=0.0785
Fold1 Epoch3 | TrainAcc=98.38% | ValAcc=82.15% | TrainLoss=0.0505 | ValLoss=1.0404 | AvgGrad=0.0615
Fold1 Epoch4 | TrainAcc=98.82% | ValAcc=81.91% | TrainLoss=0.0365 | ValLoss=1.1723 | AvgGrad=0.0504
Fold1 Epoch5 | TrainAcc=99.05% | ValAcc=82.31% | TrainLoss=0.0292 | ValLoss=1.1198 | AvgGrad=0.0435
Fold1 Epoch6 | TrainAcc=99.23% | ValAcc=82.16% | TrainLoss=0.0239 | ValLoss=1.1222 | AvgGrad=0.0375
Fold1 Epoch7 | TrainAcc=99.35% | ValAcc=82.99% | TrainLoss=0.0200 | ValLoss=1.1050 | AvgGrad=0.0337
Fold1 Epoch8 | TrainAcc=99.40% | ValAcc=82.88% | TrainLoss=0.0185 | ValLoss=1.2266 | AvgGrad=0.0319
Fold1 Epoch9 | TrainAcc=99.49% | ValAcc=83.01% | TrainLoss=0.0160 | ValLoss=1.1807 | AvgGrad=0.0286
Fold1 Epoch10 | TrainAcc=99.51% | ValAcc=82.74% | TrainLoss=0.0148 | ValLoss=1.2811 | AvgGrad=0.0277
Fold1 Epoch11 | TrainAcc=99.81% | ValAcc=84.14% | TrainLoss=0.0059 | ValLoss=1.2051 | AvgGrad=0.0149
Fold1 Epoch12 | TrainAcc=99.87% | ValAcc=83.07% | TrainLoss=0.0041 | ValLoss=1.2583 | AvgGrad=0.0121
Fold1 Epoch13 | TrainAcc=99.85% | ValAcc=83.69% | TrainLoss=0.0045 | ValLoss=1.2777 | AvgGrad=0.0133
Fold1 Epoch14 | TrainAcc=99.86% | ValAcc=84.23% | TrainLoss=0.0042 | ValLoss=1.2889 | AvgGrad=0.0129
Fold1 Epoch15 | TrainAcc=99.85% | ValAcc=83.40% | TrainLoss=0.0046 | ValLoss=1.3251 | AvgGrad=0.0139
Fold1 Epoch16 | TrainAcc=99.88% | ValAcc=84.12% | TrainLoss=0.0035 | ValLoss=1.3255 | AvgGrad=0.0114
Fold1 TestAcc=84.75%
Fold2 Epoch1 | TrainAcc=88.06% | ValAcc=76.15% | TrainLoss=0.4260 | ValLoss=1.3174 | AvgGrad=0.1297
Fold2 Epoch2 | TrainAcc=97.53% | ValAcc=78.59% | TrainLoss=0.0786 | ValLoss=1.3960 | AvgGrad=0.0779
Fold2 Epoch3 | TrainAcc=98.47% | ValAcc=77.82% | TrainLoss=0.0488 | ValLoss=1.4773 | AvgGrad=0.0605
Fold2 Epoch4 | TrainAcc=98.84% | ValAcc=77.13% | TrainLoss=0.0359 | ValLoss=1.6136 | AvgGrad=0.0501
Fold2 Epoch5 | TrainAcc=99.08% | ValAcc=79.18% | TrainLoss=0.0282 | ValLoss=1.4858 | AvgGrad=0.0433
Fold2 Epoch6 | TrainAcc=99.23% | ValAcc=77.17% | TrainLoss=0.0238 | ValLoss=1.7368 | AvgGrad=0.0388
