=== Experiment Summary ===
Timestamp: 2025-11-20_22-01-35
Total Classes: 6
SNR: 10 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0 
Epoch 1 | Train Acc: 29.11% | Val Acc: 60.47%
Epoch 2 | Train Acc: 62.47% | Val Acc: 64.09%
Epoch 3 | Train Acc: 66.94% | Val Acc: 71.86%
Epoch 4 | Train Acc: 73.92% | Val Acc: 78.26%
Epoch 5 | Train Acc: 78.65% | Val Acc: 73.43%
Epoch 6 | Train Acc: 80.35% | Val Acc: 82.11%
Epoch 7 | Train Acc: 81.67% | Val Acc: 82.08%
Epoch 8 | Train Acc: 82.15% | Val Acc: 83.26%
Epoch 9 | Train Acc: 82.67% | Val Acc: 80.82%
Epoch 10 | Train Acc: 82.91% | Val Acc: 84.12%
Epoch 11 | Train Acc: 83.51% | Val Acc: 81.65%
Epoch 12 | Train Acc: 83.60% | Val Acc: 82.18%
Epoch 13 | Train Acc: 83.80% | Val Acc: 84.41%
Epoch 14 | Train Acc: 83.88% | Val Acc: 83.32%
Epoch 15 | Train Acc: 83.94% | Val Acc: 83.59%
Epoch 16 | Train Acc: 84.03% | Val Acc: 81.73%
Epoch 17 | Train Acc: 84.09% | Val Acc: 83.73%
Epoch 18 | Train Acc: 84.12% | Val Acc: 83.30%
Epoch 19 | Train Acc: 84.23% | Val Acc: 82.99%
Epoch 20 | Train Acc: 84.23% | Val Acc: 82.40%
Epoch 21 | Train Acc: 84.63% | Val Acc: 83.74%
Epoch 22 | Train Acc: 84.66% | Val Acc: 82.83%
Epoch 23 | Train Acc: 84.76% | Val Acc: 83.98%
Fold 1 Test Accuracy: 80.98%
Epoch 1 | Train Acc: 32.58% | Val Acc: 57.96%
Epoch 2 | Train Acc: 61.29% | Val Acc: 64.20%
Epoch 3 | Train Acc: 67.50% | Val Acc: 70.12%
Epoch 4 | Train Acc: 73.35% | Val Acc: 75.27%
Epoch 5 | Train Acc: 77.47% | Val Acc: 78.02%
Epoch 6 | Train Acc: 79.13% | Val Acc: 76.78%
Epoch 7 | Train Acc: 79.80% | Val Acc: 81.10%
Epoch 8 | Train Acc: 81.00% | Val Acc: 82.19%
Epoch 9 | Train Acc: 81.81% | Val Acc: 82.54%
Epoch 10 | Train Acc: 81.97% | Val Acc: 82.55%
Epoch 11 | Train Acc: 82.96% | Val Acc: 82.16%
Epoch 12 | Train Acc: 83.28% | Val Acc: 82.28%
Epoch 13 | Train Acc: 83.25% | Val Acc: 83.13%
Epoch 14 | Train Acc: 83.39% | Val Acc: 84.06%
Epoch 15 | Train Acc: 83.52% | Val Acc: 81.69%
Epoch 16 | Train Acc: 83.53% | Val Acc: 83.68%
Epoch 17 | Train Acc: 83.70% | Val Acc: 82.85%
Epoch 18 | Train Acc: 83.78% | Val Acc: 83.13%
Epoch 19 | Train Acc: 83.89% | Val Acc: 83.64%
Epoch 20 | Train Acc: 83.88% | Val Acc: 83.38%
Epoch 21 | Train Acc: 84.18% | Val Acc: 83.82%
Epoch 22 | Train Acc: 84.23% | Val Acc: 83.66%
Epoch 23 | Train Acc: 84.42% | Val Acc: 84.33%
Epoch 24 | Train Acc: 84.47% | Val Acc: 83.59%
Epoch 25 | Train Acc: 84.46% | Val Acc: 84.13%
Epoch 26 | Train Acc: 84.56% | Val Acc: 84.69%
Epoch 27 | Train Acc: 84.50% | Val Acc: 84.28%
Epoch 28 | Train Acc: 84.49% | Val Acc: 83.66%
Epoch 29 | Train Acc: 84.66% | Val Acc: 84.68%
Epoch 30 | Train Acc: 84.68% | Val Acc: 84.40%
Epoch 31 | Train Acc: 84.74% | Val Acc: 84.03%
Epoch 32 | Train Acc: 84.92% | Val Acc: 83.78%
Epoch 33 | Train Acc: 84.92% | Val Acc: 84.69%
Epoch 34 | Train Acc: 84.96% | Val Acc: 84.65%
Epoch 35 | Train Acc: 84.96% | Val Acc: 84.54%
Epoch 36 | Train Acc: 84.91% | Val Acc: 84.88%
Epoch 37 | Train Acc: 84.99% | Val Acc: 84.35%
Epoch 38 | Train Acc: 84.98% | Val Acc: 84.48%
Epoch 39 | Train Acc: 84.94% | Val Acc: 84.89%
Epoch 40 | Train Acc: 84.98% | Val Acc: 84.80%
Epoch 41 | Train Acc: 85.16% | Val Acc: 84.78%
Epoch 42 | Train Acc: 85.25% | Val Acc: 84.27%
Epoch 43 | Train Acc: 85.18% | Val Acc: 85.16%
Epoch 44 | Train Acc: 85.18% | Val Acc: 84.77%
Epoch 45 | Train Acc: 85.14% | Val Acc: 84.60%
Epoch 46 | Train Acc: 85.23% | Val Acc: 85.07%
Epoch 47 | Train Acc: 85.20% | Val Acc: 84.73%
Epoch 48 | Train Acc: 85.18% | Val Acc: 85.13%
Epoch 49 | Train Acc: 85.24% | Val Acc: 84.94%
Epoch 50 | Train Acc: 85.26% | Val Acc: 85.13%
Epoch 51 | Train Acc: 85.23% | Val Acc: 84.71%
Epoch 52 | Train Acc: 85.24% | Val Acc: 84.78%
Epoch 53 | Train Acc: 85.30% | Val Acc: 84.71%
Fold 2 Test Accuracy: 81.49%
Epoch 1 | Train Acc: 23.33% | Val Acc: 57.29%
Epoch 2 | Train Acc: 61.92% | Val Acc: 64.20%
Epoch 3 | Train Acc: 65.48% | Val Acc: 66.44%
Epoch 4 | Train Acc: 70.43% | Val Acc: 75.36%
Epoch 5 | Train Acc: 76.43% | Val Acc: 80.00%
Epoch 6 | Train Acc: 80.29% | Val Acc: 78.22%
Epoch 7 | Train Acc: 81.46% | Val Acc: 82.39%
Epoch 8 | Train Acc: 81.87% | Val Acc: 80.99%
Epoch 9 | Train Acc: 82.12% | Val Acc: 77.23%
Epoch 10 | Train Acc: 82.52% | Val Acc: 82.76%
Epoch 11 | Train Acc: 83.26% | Val Acc: 83.27%
Epoch 12 | Train Acc: 83.32% | Val Acc: 82.98%
Epoch 13 | Train Acc: 83.51% | Val Acc: 81.41%
Epoch 14 | Train Acc: 83.48% | Val Acc: 83.02%
Epoch 15 | Train Acc: 83.67% | Val Acc: 83.54%
Epoch 16 | Train Acc: 83.72% | Val Acc: 83.04%
Epoch 17 | Train Acc: 83.91% | Val Acc: 83.92%
Epoch 18 | Train Acc: 83.76% | Val Acc: 84.05%
