=== Experiment Summary ===
Timestamp: 2025-11-20_22-01-35
Total Classes: 6
SNR: 10 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0 
Epoch 1 | Train Acc: 29.11% | Val Acc: 60.47%
Epoch 19 | Train Acc: 83.87% | Val Acc: 82.93%
Epoch 20 | Train Acc: 84.12% | Val Acc: 82.34%
Epoch 21 | Train Acc: 84.32% | Val Acc: 83.94%
Epoch 22 | Train Acc: 84.40% | Val Acc: 82.98%
Epoch 23 | Train Acc: 84.47% | Val Acc: 84.24%
Epoch 24 | Train Acc: 84.40% | Val Acc: 83.58%
Epoch 25 | Train Acc: 84.54% | Val Acc: 84.17%
Epoch 26 | Train Acc: 84.46% | Val Acc: 84.04%
Epoch 27 | Train Acc: 84.66% | Val Acc: 83.89%
Epoch 28 | Train Acc: 84.58% | Val Acc: 83.23%
Epoch 29 | Train Acc: 84.58% | Val Acc: 84.29%
Epoch 30 | Train Acc: 84.75% | Val Acc: 84.16%
Epoch 31 | Train Acc: 84.87% | Val Acc: 84.16%
Epoch 32 | Train Acc: 84.94% | Val Acc: 83.88%
Epoch 33 | Train Acc: 84.88% | Val Acc: 84.03%
Epoch 34 | Train Acc: 84.90% | Val Acc: 83.77%
Epoch 35 | Train Acc: 84.98% | Val Acc: 84.00%
Epoch 36 | Train Acc: 84.99% | Val Acc: 84.32%
Epoch 37 | Train Acc: 84.98% | Val Acc: 84.39%
Epoch 38 | Train Acc: 84.90% | Val Acc: 84.22%
Epoch 39 | Train Acc: 84.98% | Val Acc: 84.62%
Epoch 40 | Train Acc: 85.01% | Val Acc: 84.19%
Epoch 41 | Train Acc: 85.11% | Val Acc: 84.68%
Epoch 42 | Train Acc: 85.24% | Val Acc: 84.45%
Epoch 43 | Train Acc: 85.12% | Val Acc: 84.69%
Epoch 44 | Train Acc: 85.19% | Val Acc: 84.14%
Epoch 45 | Train Acc: 85.27% | Val Acc: 84.50%
Epoch 46 | Train Acc: 85.20% | Val Acc: 84.75%
Epoch 47 | Train Acc: 85.26% | Val Acc: 84.61%
Epoch 48 | Train Acc: 85.21% | Val Acc: 84.54%
Epoch 49 | Train Acc: 85.22% | Val Acc: 84.53%
Epoch 50 | Train Acc: 85.25% | Val Acc: 84.72%
Epoch 51 | Train Acc: 85.27% | Val Acc: 84.66%
Epoch 52 | Train Acc: 85.30% | Val Acc: 84.67%
Epoch 53 | Train Acc: 85.32% | Val Acc: 84.80%
Epoch 54 | Train Acc: 85.32% | Val Acc: 84.56%
Epoch 55 | Train Acc: 85.34% | Val Acc: 84.59%
Epoch 56 | Train Acc: 85.25% | Val Acc: 84.40%
Epoch 57 | Train Acc: 85.24% | Val Acc: 84.38%
Epoch 58 | Train Acc: 85.41% | Val Acc: 84.82%
Epoch 59 | Train Acc: 85.37% | Val Acc: 84.80%
Epoch 60 | Train Acc: 85.37% | Val Acc: 84.33%
Epoch 61 | Train Acc: 85.41% | Val Acc: 84.74%
Epoch 62 | Train Acc: 85.34% | Val Acc: 84.33%
Epoch 63 | Train Acc: 85.39% | Val Acc: 84.67%
Epoch 64 | Train Acc: 85.39% | Val Acc: 84.52%
Epoch 65 | Train Acc: 85.38% | Val Acc: 84.76%
Epoch 66 | Train Acc: 85.39% | Val Acc: 84.81%
Epoch 67 | Train Acc: 85.33% | Val Acc: 84.84%
Epoch 68 | Train Acc: 85.28% | Val Acc: 84.78%
Fold 3 Test Accuracy: 81.68%
Epoch 1 | Train Acc: 30.43% | Val Acc: 60.26%
Epoch 2 | Train Acc: 63.50% | Val Acc: 65.59%
Epoch 3 | Train Acc: 65.61% | Val Acc: 67.71%
Epoch 4 | Train Acc: 70.19% | Val Acc: 75.90%
Epoch 5 | Train Acc: 76.37% | Val Acc: 79.43%
Epoch 6 | Train Acc: 78.31% | Val Acc: 79.64%
Epoch 7 | Train Acc: 79.27% | Val Acc: 80.12%
Epoch 8 | Train Acc: 79.61% | Val Acc: 80.44%
Epoch 9 | Train Acc: 80.08% | Val Acc: 81.50%
Epoch 10 | Train Acc: 80.52% | Val Acc: 81.00%
Epoch 11 | Train Acc: 81.06% | Val Acc: 81.75%
Epoch 12 | Train Acc: 81.31% | Val Acc: 81.94%
Epoch 13 | Train Acc: 81.41% | Val Acc: 82.32%
Epoch 14 | Train Acc: 81.50% | Val Acc: 82.34%
Epoch 15 | Train Acc: 81.78% | Val Acc: 82.38%
Epoch 16 | Train Acc: 81.82% | Val Acc: 82.82%
Epoch 17 | Train Acc: 81.92% | Val Acc: 82.99%
Epoch 18 | Train Acc: 82.24% | Val Acc: 83.21%
Epoch 19 | Train Acc: 82.39% | Val Acc: 83.02%
Epoch 20 | Train Acc: 82.37% | Val Acc: 83.19%
Epoch 21 | Train Acc: 82.80% | Val Acc: 83.44%
Epoch 22 | Train Acc: 82.98% | Val Acc: 83.58%
Epoch 23 | Train Acc: 82.94% | Val Acc: 83.50%
Epoch 24 | Train Acc: 83.05% | Val Acc: 83.91%
Epoch 25 | Train Acc: 83.18% | Val Acc: 83.60%
Epoch 26 | Train Acc: 83.18% | Val Acc: 83.62%
Epoch 27 | Train Acc: 83.33% | Val Acc: 83.66%
Epoch 28 | Train Acc: 83.35% | Val Acc: 84.11%
Epoch 29 | Train Acc: 83.46% | Val Acc: 83.96%
Epoch 30 | Train Acc: 83.52% | Val Acc: 84.03%
Epoch 31 | Train Acc: 83.79% | Val Acc: 84.31%
Epoch 32 | Train Acc: 83.80% | Val Acc: 84.37%
Epoch 33 | Train Acc: 83.81% | Val Acc: 84.55%
Epoch 34 | Train Acc: 83.98% | Val Acc: 84.54%
Epoch 35 | Train Acc: 83.87% | Val Acc: 84.53%
Epoch 36 | Train Acc: 83.86% | Val Acc: 84.61%
Epoch 37 | Train Acc: 83.97% | Val Acc: 84.75%
Epoch 38 | Train Acc: 83.99% | Val Acc: 84.58%
Epoch 39 | Train Acc: 84.03% | Val Acc: 84.62%
Epoch 40 | Train Acc: 84.11% | Val Acc: 84.99%
Epoch 41 | Train Acc: 84.19% | Val Acc: 84.86%
Epoch 42 | Train Acc: 84.17% | Val Acc: 84.97%
Epoch 43 | Train Acc: 84.17% | Val Acc: 84.88%
Epoch 44 | Train Acc: 84.16% | Val Acc: 85.09%
Epoch 45 | Train Acc: 84.26% | Val Acc: 84.96%
Epoch 46 | Train Acc: 84.30% | Val Acc: 84.94%
Epoch 47 | Train Acc: 84.25% | Val Acc: 85.03%
Epoch 48 | Train Acc: 84.30% | Val Acc: 85.07%
Epoch 49 | Train Acc: 84.42% | Val Acc: 85.06%
Epoch 50 | Train Acc: 84.33% | Val Acc: 84.79%
Epoch 51 | Train Acc: 84.46% | Val Acc: 85.04%
Epoch 52 | Train Acc: 84.45% | Val Acc: 85.15%
Epoch 53 | Train Acc: 84.44% | Val Acc: 85.11%
Epoch 54 | Train Acc: 84.43% | Val Acc: 85.14%
Epoch 55 | Train Acc: 84.41% | Val Acc: 85.10%
Epoch 56 | Train Acc: 84.48% | Val Acc: 85.24%
Epoch 57 | Train Acc: 84.43% | Val Acc: 85.09%
Epoch 58 | Train Acc: 84.45% | Val Acc: 85.08%
Epoch 59 | Train Acc: 84.48% | Val Acc: 85.23%
Epoch 60 | Train Acc: 84.44% | Val Acc: 85.21%
Epoch 61 | Train Acc: 84.54% | Val Acc: 85.16%
Epoch 62 | Train Acc: 84.49% | Val Acc: 85.37%
Epoch 63 | Train Acc: 84.50% | Val Acc: 85.23%
Epoch 64 | Train Acc: 84.44% | Val Acc: 85.23%
Epoch 65 | Train Acc: 84.54% | Val Acc: 85.17%
Epoch 66 | Train Acc: 84.53% | Val Acc: 85.33%
Epoch 67 | Train Acc: 84.55% | Val Acc: 85.28%
Epoch 68 | Train Acc: 84.60% | Val Acc: 85.24%
Epoch 69 | Train Acc: 84.63% | Val Acc: 85.31%
Epoch 70 | Train Acc: 84.61% | Val Acc: 85.37%
Epoch 71 | Train Acc: 84.58% | Val Acc: 85.38%
Epoch 72 | Train Acc: 84.56% | Val Acc: 85.29%
Fold 4 Test Accuracy: 82.68%
Epoch 1 | Train Acc: 22.12% | Val Acc: 53.95%
Epoch 2 | Train Acc: 61.00% | Val Acc: 65.03%
Epoch 3 | Train Acc: 64.83% | Val Acc: 67.53%
Epoch 4 | Train Acc: 70.89% | Val Acc: 76.16%
Epoch 5 | Train Acc: 76.86% | Val Acc: 81.08%
Epoch 6 | Train Acc: 80.08% | Val Acc: 81.29%
Epoch 7 | Train Acc: 81.30% | Val Acc: 81.78%
Epoch 8 | Train Acc: 82.00% | Val Acc: 82.09%
Epoch 9 | Train Acc: 82.39% | Val Acc: 76.53%
Epoch 10 | Train Acc: 82.55% | Val Acc: 82.74%
Epoch 11 | Train Acc: 83.27% | Val Acc: 83.32%
Epoch 12 | Train Acc: 83.40% | Val Acc: 83.26%
Epoch 13 | Train Acc: 83.38% | Val Acc: 82.94%
Epoch 14 | Train Acc: 83.57% | Val Acc: 83.71%
Epoch 15 | Train Acc: 83.73% | Val Acc: 83.44%
Epoch 16 | Train Acc: 83.70% | Val Acc: 83.44%
Epoch 17 | Train Acc: 83.89% | Val Acc: 83.57%
Epoch 18 | Train Acc: 83.94% | Val Acc: 84.07%
Epoch 19 | Train Acc: 84.11% | Val Acc: 83.60%
Epoch 20 | Train Acc: 84.11% | Val Acc: 83.59%
Epoch 21 | Train Acc: 84.46% | Val Acc: 83.60%
Epoch 22 | Train Acc: 84.40% | Val Acc: 84.17%
Epoch 23 | Train Acc: 84.52% | Val Acc: 82.88%
Epoch 24 | Train Acc: 84.58% | Val Acc: 84.04%
Epoch 25 | Train Acc: 84.59% | Val Acc: 84.40%
Epoch 26 | Train Acc: 84.57% | Val Acc: 83.84%
Epoch 27 | Train Acc: 84.76% | Val Acc: 83.30%
Epoch 28 | Train Acc: 84.67% | Val Acc: 84.50%
Epoch 29 | Train Acc: 84.82% | Val Acc: 84.69%
Epoch 30 | Train Acc: 84.75% | Val Acc: 84.47%
Epoch 31 | Train Acc: 84.97% | Val Acc: 84.07%
Epoch 32 | Train Acc: 85.00% | Val Acc: 83.64%
Epoch 33 | Train Acc: 84.95% | Val Acc: 84.35%
Epoch 34 | Train Acc: 85.09% | Val Acc: 84.36%
Epoch 35 | Train Acc: 85.08% | Val Acc: 84.05%
Epoch 36 | Train Acc: 85.13% | Val Acc: 83.27%
Epoch 37 | Train Acc: 85.01% | Val Acc: 85.09%
Epoch 38 | Train Acc: 85.07% | Val Acc: 83.79%
Epoch 39 | Train Acc: 85.14% | Val Acc: 84.38%
Epoch 40 | Train Acc: 85.16% | Val Acc: 84.66%
Epoch 41 | Train Acc: 85.29% | Val Acc: 84.53%
Epoch 42 | Train Acc: 85.29% | Val Acc: 84.16%
Epoch 43 | Train Acc: 85.27% | Val Acc: 84.88%
Epoch 44 | Train Acc: 85.28% | Val Acc: 84.95%
Epoch 45 | Train Acc: 85.27% | Val Acc: 84.84%
Epoch 46 | Train Acc: 85.26% | Val Acc: 85.20%
Epoch 47 | Train Acc: 85.26% | Val Acc: 84.42%
Epoch 48 | Train Acc: 85.43% | Val Acc: 84.71%
Epoch 49 | Train Acc: 85.34% | Val Acc: 84.60%
Epoch 50 | Train Acc: 85.39% | Val Acc: 84.20%
Epoch 51 | Train Acc: 85.35% | Val Acc: 84.82%
Epoch 52 | Train Acc: 85.38% | Val Acc: 84.71%
Epoch 53 | Train Acc: 85.40% | Val Acc: 84.78%
Epoch 54 | Train Acc: 85.41% | Val Acc: 84.60%
Epoch 55 | Train Acc: 85.47% | Val Acc: 84.62%
Epoch 56 | Train Acc: 85.43% | Val Acc: 84.75%
Fold 5 Test Accuracy: 81.52%

=== Summary ===
Fold 1: Val Acc = 84.41%, Test Acc = 80.98%
Fold 2: Val Acc = 85.16%, Test Acc = 81.49%
Fold 3: Val Acc = 84.84%, Test Acc = 81.68%
Fold 4: Val Acc = 85.38%, Test Acc = 82.68%
Fold 5: Val Acc = 85.20%, Test Acc = 81.52%

Average Validation Accuracy: 85.00%
Average Test Accuracy: 81.67%
