=== Experiment Parameters ===
Timestamp: 2025-11-24_22-07-29
SNR_dB: 15, ADD_NOISE: True, ADD_DOPPLER: True
FS: 20000000.0, FC: 2400000000.0, Velocity_kmh: 120
Batch: 256, Epochs: 200, LR: 0.001, WD: 0.0001
Num classes: 150, K-Fold: 5, Patience: 8, MinDelta: 0.1
============================

Fold1 Epoch1 | TrainAcc=20.85% | ValAcc=49.28% | TrainLoss=3.4868 | ValLoss=2.2123 | AvgGrad=0.3299
Fold1 Epoch2 | TrainAcc=51.08% | ValAcc=80.02% | TrainLoss=1.9569 | ValLoss=0.9105 | AvgGrad=0.4326
Fold1 Epoch3 | TrainAcc=67.18% | ValAcc=88.48% | TrainLoss=1.2469 | ValLoss=0.5398 | AvgGrad=0.4445
Fold1 Epoch4 | TrainAcc=75.38% | ValAcc=92.79% | TrainLoss=0.9113 | ValLoss=0.3448 | AvgGrad=0.4325
Fold1 Epoch5 | TrainAcc=79.73% | ValAcc=94.19% | TrainLoss=0.7368 | ValLoss=0.2681 | AvgGrad=0.4194
Fold1 Epoch6 | TrainAcc=82.56% | ValAcc=95.33% | TrainLoss=0.6276 | ValLoss=0.2121 | AvgGrad=0.4049
Fold1 Epoch7 | TrainAcc=84.28% | ValAcc=95.83% | TrainLoss=0.5570 | ValLoss=0.1879 | AvgGrad=0.3917
Fold1 Epoch8 | TrainAcc=85.69% | ValAcc=96.40% | TrainLoss=0.5052 | ValLoss=0.1633 | AvgGrad=0.3825
Fold1 Epoch9 | TrainAcc=86.73% | ValAcc=96.52% | TrainLoss=0.4674 | ValLoss=0.1572 | AvgGrad=0.3708
Fold1 Epoch10 | TrainAcc=87.61% | ValAcc=96.62% | TrainLoss=0.4312 | ValLoss=0.1489 | AvgGrad=0.3596
Fold1 Epoch11 | TrainAcc=90.46% | ValAcc=97.45% | TrainLoss=0.3243 | ValLoss=0.1169 | AvgGrad=0.3150
Fold1 Epoch12 | TrainAcc=91.27% | ValAcc=97.44% | TrainLoss=0.2983 | ValLoss=0.1164 | AvgGrad=0.3112
Fold1 Epoch13 | TrainAcc=91.63% | ValAcc=97.53% | TrainLoss=0.2837 | ValLoss=0.1128 | AvgGrad=0.3107
Fold1 Epoch14 | TrainAcc=91.79% | ValAcc=97.58% | TrainLoss=0.2741 | ValLoss=0.1094 | AvgGrad=0.3131
Fold1 Epoch15 | TrainAcc=92.04% | ValAcc=97.60% | TrainLoss=0.2657 | ValLoss=0.1086 | AvgGrad=0.3124
Fold1 Epoch16 | TrainAcc=92.30% | ValAcc=97.75% | TrainLoss=0.2554 | ValLoss=0.1057 | AvgGrad=0.3121
Fold1 Epoch17 | TrainAcc=92.54% | ValAcc=97.60% | TrainLoss=0.2474 | ValLoss=0.1091 | AvgGrad=0.3115
Fold1 Epoch18 | TrainAcc=92.64% | ValAcc=97.60% | TrainLoss=0.2424 | ValLoss=0.1091 | AvgGrad=0.3122
Fold1 Epoch19 | TrainAcc=92.87% | ValAcc=97.70% | TrainLoss=0.2341 | ValLoss=0.1044 | AvgGrad=0.3103
Fold1 Epoch20 | TrainAcc=92.92% | ValAcc=97.70% | TrainLoss=0.2307 | ValLoss=0.1056 | AvgGrad=0.3113
Fold1 Epoch21 | TrainAcc=94.17% | ValAcc=97.95% | TrainLoss=0.1891 | ValLoss=0.0954 | AvgGrad=0.2808
Fold1 Epoch22 | TrainAcc=94.45% | ValAcc=97.96% | TrainLoss=0.1799 | ValLoss=0.0955 | AvgGrad=0.2767
Fold1 Epoch23 | TrainAcc=94.61% | ValAcc=97.94% | TrainLoss=0.1738 | ValLoss=0.0951 | AvgGrad=0.2750
Fold1 Epoch24 | TrainAcc=94.65% | ValAcc=97.94% | TrainLoss=0.1711 | ValLoss=0.0959 | AvgGrad=0.2758
Fold1 Epoch25 | TrainAcc=94.77% | ValAcc=97.92% | TrainLoss=0.1682 | ValLoss=0.0973 | AvgGrad=0.2742
Fold1 Epoch26 | TrainAcc=94.85% | ValAcc=97.98% | TrainLoss=0.1636 | ValLoss=0.0955 | AvgGrad=0.2757
Fold1 Epoch27 | TrainAcc=94.94% | ValAcc=97.95% | TrainLoss=0.1609 | ValLoss=0.0965 | AvgGrad=0.2752
Fold1 Epoch28 | TrainAcc=94.97% | ValAcc=97.94% | TrainLoss=0.1598 | ValLoss=0.0972 | AvgGrad=0.2765
Fold1 Epoch29 | TrainAcc=95.06% | ValAcc=97.99% | TrainLoss=0.1568 | ValLoss=0.0960 | AvgGrad=0.2749
Fold1 TestAcc=97.93%
Fold2 Epoch1 | TrainAcc=19.94% | ValAcc=51.38% | TrainLoss=3.5280 | ValLoss=2.1688 | AvgGrad=0.3247
Fold2 Epoch2 | TrainAcc=49.47% | ValAcc=78.13% | TrainLoss=2.0293 | ValLoss=1.0016 | AvgGrad=0.4295
Fold2 Epoch3 | TrainAcc=65.87% | ValAcc=87.64% | TrainLoss=1.2958 | ValLoss=0.5736 | AvgGrad=0.4477
Fold2 Epoch4 | TrainAcc=74.31% | ValAcc=90.98% | TrainLoss=0.9492 | ValLoss=0.4034 | AvgGrad=0.4405
Fold2 Epoch5 | TrainAcc=78.98% | ValAcc=93.75% | TrainLoss=0.7652 | ValLoss=0.2911 | AvgGrad=0.4267
Fold2 Epoch6 | TrainAcc=81.80% | ValAcc=94.79% | TrainLoss=0.6543 | ValLoss=0.2390 | AvgGrad=0.4139
Fold2 Epoch7 | TrainAcc=83.68% | ValAcc=95.29% | TrainLoss=0.5822 | ValLoss=0.2089 | AvgGrad=0.4025
Fold2 Epoch8 | TrainAcc=85.22% | ValAcc=95.92% | TrainLoss=0.5234 | ValLoss=0.1836 | AvgGrad=0.3896
