=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_14-54-29
Total Classes: 20
SNR: 0 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0184 | Train Acc: 7.42% | Val Loss: 2.9606 | Val Acc: 9.47%
Epoch 2 | Train Loss: 2.9975 | Train Acc: 7.97% | Val Loss: 2.9596 | Val Acc: 9.47%
Epoch 3 | Train Loss: 2.9865 | Train Acc: 8.20% | Val Loss: 2.9598 | Val Acc: 9.47%
Epoch 4 | Train Loss: 2.9777 | Train Acc: 8.60% | Val Loss: 2.9564 | Val Acc: 9.47%
Epoch 5 | Train Loss: 2.9729 | Train Acc: 8.93% | Val Loss: 2.9577 | Val Acc: 9.47%
Epoch 6 | Train Loss: 2.9668 | Train Acc: 9.12% | Val Loss: 2.9569 | Val Acc: 9.47%
Epoch 7 | Train Loss: 2.9641 | Train Acc: 9.35% | Val Loss: 2.9579 | Val Acc: 9.47%
Epoch 8 | Train Loss: 2.9588 | Train Acc: 9.39% | Val Loss: 2.9363 | Val Acc: 9.62%
Epoch 9 | Train Loss: 2.4681 | Train Acc: 27.60% | Val Loss: 1.4572 | Val Acc: 59.78%
Epoch 10 | Train Loss: 1.2537 | Train Acc: 65.17% | Val Loss: 0.8618 | Val Acc: 75.98%
Epoch 11 | Train Loss: 0.7624 | Train Acc: 78.77% | Val Loss: 0.7314 | Val Acc: 79.41%
Epoch 12 | Train Loss: 0.6078 | Train Acc: 82.87% | Val Loss: 0.6857 | Val Acc: 80.92%
Epoch 13 | Train Loss: 0.5095 | Train Acc: 85.41% | Val Loss: 0.6584 | Val Acc: 81.91%
Epoch 14 | Train Loss: 0.4313 | Train Acc: 87.51% | Val Loss: 0.6437 | Val Acc: 82.53%
Epoch 15 | Train Loss: 0.3745 | Train Acc: 88.99% | Val Loss: 0.6262 | Val Acc: 83.33%
Epoch 16 | Train Loss: 0.3231 | Train Acc: 90.33% | Val Loss: 0.6161 | Val Acc: 83.54%
Epoch 17 | Train Loss: 0.2764 | Train Acc: 91.69% | Val Loss: 0.6164 | Val Acc: 83.84%
Epoch 18 | Train Loss: 0.2453 | Train Acc: 92.59% | Val Loss: 0.6126 | Val Acc: 83.97%
Epoch 19 | Train Loss: 0.2100 | Train Acc: 93.66% | Val Loss: 0.6068 | Val Acc: 84.44%
Epoch 20 | Train Loss: 0.1877 | Train Acc: 94.25% | Val Loss: 0.6123 | Val Acc: 84.38%
Epoch 21 | Train Loss: 0.1589 | Train Acc: 95.22% | Val Loss: 0.6000 | Val Acc: 84.81%
Epoch 22 | Train Loss: 0.1456 | Train Acc: 95.53% | Val Loss: 0.6001 | Val Acc: 84.95%
Epoch 23 | Train Loss: 0.1295 | Train Acc: 96.11% | Val Loss: 0.6031 | Val Acc: 84.92%
Epoch 24 | Train Loss: 0.1226 | Train Acc: 96.23% | Val Loss: 0.6050 | Val Acc: 85.01%
Epoch 25 | Train Loss: 0.1136 | Train Acc: 96.66% | Val Loss: 0.6130 | Val Acc: 85.15%
Epoch 26 | Train Loss: 0.1093 | Train Acc: 96.67% | Val Loss: 0.6062 | Val Acc: 85.09%
Epoch 27 | Train Loss: 0.1028 | Train Acc: 96.89% | Val Loss: 0.6093 | Val Acc: 85.40%
Epoch 28 | Train Loss: 0.0965 | Train Acc: 97.11% | Val Loss: 0.6050 | Val Acc: 85.43%
Epoch 29 | Train Loss: 0.0891 | Train Acc: 97.33% | Val Loss: 0.6108 | Val Acc: 85.45%
Epoch 30 | Train Loss: 0.0857 | Train Acc: 97.41% | Val Loss: 0.6059 | Val Acc: 85.44%
Epoch 31 | Train Loss: 0.0768 | Train Acc: 97.66% | Val Loss: 0.6059 | Val Acc: 85.54%
Epoch 1 | Train Loss: 3.0199 | Train Acc: 7.46% | Val Loss: 2.9669 | Val Acc: 9.58%
