=== Experiment Summary ===
Timestamp: 2025-08-17_23-31-51
Total Classes: 6
SNR: 0 dB
fd (Doppler shift): 960.0 Hz
equalized: 1 
Epoch 1 | Train Acc: 28.40% | Val Acc: 31.42%
Epoch 2 | Train Acc: 31.40% | Val Acc: 32.10%
Epoch 3 | Train Acc: 32.61% | Val Acc: 33.62%
Epoch 4 | Train Acc: 33.69% | Val Acc: 36.07%
Epoch 5 | Train Acc: 35.10% | Val Acc: 35.91%
Epoch 6 | Train Acc: 36.14% | Val Acc: 37.98%
Epoch 7 | Train Acc: 36.78% | Val Acc: 37.01%
Epoch 8 | Train Acc: 37.36% | Val Acc: 38.75%
Epoch 9 | Train Acc: 37.96% | Val Acc: 38.85%
Epoch 10 | Train Acc: 38.89% | Val Acc: 40.00%
Epoch 11 | Train Acc: 39.72% | Val Acc: 40.02%
Epoch 12 | Train Acc: 40.17% | Val Acc: 40.23%
Epoch 13 | Train Acc: 40.65% | Val Acc: 41.65%
Epoch 14 | Train Acc: 40.94% | Val Acc: 40.72%
Epoch 15 | Train Acc: 41.19% | Val Acc: 42.42%
Epoch 16 | Train Acc: 41.68% | Val Acc: 41.42%
Epoch 17 | Train Acc: 41.94% | Val Acc: 42.09%
Epoch 18 | Train Acc: 42.20% | Val Acc: 42.64%
Epoch 19 | Train Acc: 42.61% | Val Acc: 43.49%
Epoch 20 | Train Acc: 43.17% | Val Acc: 42.70%
Epoch 21 | Train Acc: 43.77% | Val Acc: 44.25%
Epoch 22 | Train Acc: 43.99% | Val Acc: 44.79%
Epoch 23 | Train Acc: 44.21% | Val Acc: 44.80%
Epoch 24 | Train Acc: 44.30% | Val Acc: 44.33%
Epoch 25 | Train Acc: 44.72% | Val Acc: 44.72%
Epoch 26 | Train Acc: 44.94% | Val Acc: 44.88%
Epoch 27 | Train Acc: 45.13% | Val Acc: 46.60%
Epoch 28 | Train Acc: 45.36% | Val Acc: 45.47%
Epoch 29 | Train Acc: 45.60% | Val Acc: 44.84%
Epoch 30 | Train Acc: 45.70% | Val Acc: 46.75%
Epoch 31 | Train Acc: 46.31% | Val Acc: 46.58%
Epoch 32 | Train Acc: 46.21% | Val Acc: 47.04%
Epoch 33 | Train Acc: 46.47% | Val Acc: 47.06%
Epoch 34 | Train Acc: 46.51% | Val Acc: 46.09%
Epoch 35 | Train Acc: 46.66% | Val Acc: 46.48%
Epoch 36 | Train Acc: 46.87% | Val Acc: 46.34%
Epoch 37 | Train Acc: 46.76% | Val Acc: 47.29%
Epoch 38 | Train Acc: 47.00% | Val Acc: 47.84%
Epoch 39 | Train Acc: 47.07% | Val Acc: 47.52%
Epoch 40 | Train Acc: 47.14% | Val Acc: 47.48%
Epoch 41 | Train Acc: 47.34% | Val Acc: 48.26%
Epoch 42 | Train Acc: 47.45% | Val Acc: 48.34%
Epoch 43 | Train Acc: 47.59% | Val Acc: 47.45%
Epoch 44 | Train Acc: 47.52% | Val Acc: 47.99%
Epoch 45 | Train Acc: 47.62% | Val Acc: 47.88%
Epoch 46 | Train Acc: 47.60% | Val Acc: 48.09%
Epoch 47 | Train Acc: 47.80% | Val Acc: 48.06%
Fold 1 Test Accuracy: 42.14%
Epoch 1 | Train Acc: 28.28% | Val Acc: 31.66%
Epoch 2 | Train Acc: 31.56% | Val Acc: 33.45%
Epoch 3 | Train Acc: 32.77% | Val Acc: 33.88%
Epoch 4 | Train Acc: 33.56% | Val Acc: 34.84%
Epoch 5 | Train Acc: 34.89% | Val Acc: 36.29%
Epoch 6 | Train Acc: 35.81% | Val Acc: 37.48%
Epoch 7 | Train Acc: 36.90% | Val Acc: 37.20%
Epoch 8 | Train Acc: 37.54% | Val Acc: 37.83%
Epoch 9 | Train Acc: 38.13% | Val Acc: 39.42%
Epoch 10 | Train Acc: 38.67% | Val Acc: 39.38%
Epoch 11 | Train Acc: 39.70% | Val Acc: 39.97%
Epoch 12 | Train Acc: 40.12% | Val Acc: 40.64%
Epoch 13 | Train Acc: 40.56% | Val Acc: 41.65%
Epoch 14 | Train Acc: 40.93% | Val Acc: 41.98%
Epoch 15 | Train Acc: 41.26% | Val Acc: 41.37%
Epoch 16 | Train Acc: 41.62% | Val Acc: 43.22%
Epoch 17 | Train Acc: 41.89% | Val Acc: 42.40%
Epoch 18 | Train Acc: 42.38% | Val Acc: 42.77%
Epoch 19 | Train Acc: 42.90% | Val Acc: 43.77%
Epoch 20 | Train Acc: 43.11% | Val Acc: 44.72%
Epoch 21 | Train Acc: 43.73% | Val Acc: 44.44%
Epoch 22 | Train Acc: 44.15% | Val Acc: 45.15%
Epoch 23 | Train Acc: 44.39% | Val Acc: 45.66%
Epoch 24 | Train Acc: 44.48% | Val Acc: 44.97%
Epoch 25 | Train Acc: 44.84% | Val Acc: 46.06%
Epoch 26 | Train Acc: 44.85% | Val Acc: 46.16%
Epoch 27 | Train Acc: 45.25% | Val Acc: 46.49%
Epoch 28 | Train Acc: 45.36% | Val Acc: 46.81%
Epoch 29 | Train Acc: 45.70% | Val Acc: 45.86%
Epoch 30 | Train Acc: 45.86% | Val Acc: 47.32%
Epoch 31 | Train Acc: 46.24% | Val Acc: 47.43%
Epoch 32 | Train Acc: 46.34% | Val Acc: 47.04%
Epoch 33 | Train Acc: 46.64% | Val Acc: 47.79%
Epoch 34 | Train Acc: 46.61% | Val Acc: 48.09%
Epoch 35 | Train Acc: 46.80% | Val Acc: 48.55%
Epoch 36 | Train Acc: 47.04% | Val Acc: 47.95%
Epoch 37 | Train Acc: 47.06% | Val Acc: 47.91%
Epoch 38 | Train Acc: 47.22% | Val Acc: 48.86%
Epoch 39 | Train Acc: 47.24% | Val Acc: 49.17%
Epoch 40 | Train Acc: 47.29% | Val Acc: 48.29%
Epoch 41 | Train Acc: 47.51% | Val Acc: 49.59%
Epoch 42 | Train Acc: 47.60% | Val Acc: 48.80%
Epoch 43 | Train Acc: 47.69% | Val Acc: 49.64%
Epoch 44 | Train Acc: 47.80% | Val Acc: 49.05%
Epoch 45 | Train Acc: 47.82% | Val Acc: 48.85%
Epoch 46 | Train Acc: 47.92% | Val Acc: 48.61%
Epoch 47 | Train Acc: 47.77% | Val Acc: 49.33%
Epoch 48 | Train Acc: 47.90% | Val Acc: 49.71%
Epoch 49 | Train Acc: 47.94% | Val Acc: 49.30%
Epoch 50 | Train Acc: 48.19% | Val Acc: 49.79%
Epoch 51 | Train Acc: 48.24% | Val Acc: 49.48%
Epoch 52 | Train Acc: 48.27% | Val Acc: 49.52%
Epoch 53 | Train Acc: 48.25% | Val Acc: 49.25%
Epoch 54 | Train Acc: 48.38% | Val Acc: 49.46%
Epoch 55 | Train Acc: 48.28% | Val Acc: 49.43%
Fold 2 Test Accuracy: 43.23%
