=== Experiment Summary ===
Timestamp: 2025-08-17_23-31-51
Total Classes: 6
SNR: 0 dB
fd (Doppler shift): 960.0 Hz
equalized: 1 
Epoch 1 | Train Acc: 28.40% | Val Acc: 31.42%
Epoch 1 | Train Acc: 28.17% | Val Acc: 32.04%
Epoch 2 | Train Acc: 31.32% | Val Acc: 32.80%
Epoch 3 | Train Acc: 32.67% | Val Acc: 34.31%
Epoch 4 | Train Acc: 33.55% | Val Acc: 35.26%
Epoch 5 | Train Acc: 34.64% | Val Acc: 35.82%
Epoch 6 | Train Acc: 35.48% | Val Acc: 36.06%
Epoch 7 | Train Acc: 36.31% | Val Acc: 36.94%
Epoch 8 | Train Acc: 36.87% | Val Acc: 37.42%
Epoch 9 | Train Acc: 37.47% | Val Acc: 38.27%
Epoch 10 | Train Acc: 38.16% | Val Acc: 39.45%
Epoch 11 | Train Acc: 39.06% | Val Acc: 40.26%
Epoch 12 | Train Acc: 39.69% | Val Acc: 39.32%
Epoch 13 | Train Acc: 40.03% | Val Acc: 41.05%
Epoch 14 | Train Acc: 40.48% | Val Acc: 41.39%
Epoch 15 | Train Acc: 40.81% | Val Acc: 41.27%
Epoch 16 | Train Acc: 41.21% | Val Acc: 41.01%
Epoch 17 | Train Acc: 41.65% | Val Acc: 42.93%
Epoch 18 | Train Acc: 41.93% | Val Acc: 43.56%
Epoch 19 | Train Acc: 42.57% | Val Acc: 43.90%
Epoch 20 | Train Acc: 42.77% | Val Acc: 43.31%
Epoch 21 | Train Acc: 43.64% | Val Acc: 45.31%
Epoch 22 | Train Acc: 43.92% | Val Acc: 45.00%
Epoch 23 | Train Acc: 44.07% | Val Acc: 43.34%
Epoch 24 | Train Acc: 44.14% | Val Acc: 45.51%
Epoch 25 | Train Acc: 44.45% | Val Acc: 46.00%
Epoch 26 | Train Acc: 44.93% | Val Acc: 45.02%
Epoch 27 | Train Acc: 44.92% | Val Acc: 46.13%
Epoch 28 | Train Acc: 45.15% | Val Acc: 45.62%
Epoch 29 | Train Acc: 45.23% | Val Acc: 47.04%
Epoch 30 | Train Acc: 45.63% | Val Acc: 48.28%
Epoch 31 | Train Acc: 45.90% | Val Acc: 48.06%
Epoch 32 | Train Acc: 46.05% | Val Acc: 46.61%
Epoch 33 | Train Acc: 46.13% | Val Acc: 48.01%
Epoch 34 | Train Acc: 46.38% | Val Acc: 47.79%
Epoch 35 | Train Acc: 46.38% | Val Acc: 47.29%
Fold 3 Test Accuracy: 41.87%
Epoch 1 | Train Acc: 28.18% | Val Acc: 31.57%
Epoch 2 | Train Acc: 31.26% | Val Acc: 32.29%
Epoch 3 | Train Acc: 32.69% | Val Acc: 34.49%
Epoch 4 | Train Acc: 33.77% | Val Acc: 35.19%
Epoch 5 | Train Acc: 34.90% | Val Acc: 36.43%
Epoch 6 | Train Acc: 36.03% | Val Acc: 36.69%
Epoch 7 | Train Acc: 36.70% | Val Acc: 37.84%
Epoch 8 | Train Acc: 37.43% | Val Acc: 37.01%
Epoch 9 | Train Acc: 38.11% | Val Acc: 38.57%
Epoch 10 | Train Acc: 38.63% | Val Acc: 39.69%
Epoch 11 | Train Acc: 39.96% | Val Acc: 41.45%
Epoch 12 | Train Acc: 40.34% | Val Acc: 41.73%
Epoch 13 | Train Acc: 40.56% | Val Acc: 41.05%
Epoch 14 | Train Acc: 41.14% | Val Acc: 42.32%
Epoch 15 | Train Acc: 41.39% | Val Acc: 42.56%
Epoch 16 | Train Acc: 41.83% | Val Acc: 43.54%
Epoch 17 | Train Acc: 42.26% | Val Acc: 43.01%
Epoch 18 | Train Acc: 42.73% | Val Acc: 44.25%
Epoch 19 | Train Acc: 42.73% | Val Acc: 44.69%
Epoch 20 | Train Acc: 43.16% | Val Acc: 43.93%
Epoch 21 | Train Acc: 43.80% | Val Acc: 44.74%
Epoch 22 | Train Acc: 43.98% | Val Acc: 45.75%
Epoch 23 | Train Acc: 44.42% | Val Acc: 45.16%
Epoch 24 | Train Acc: 44.68% | Val Acc: 46.72%
Epoch 25 | Train Acc: 44.78% | Val Acc: 45.23%
Epoch 26 | Train Acc: 44.96% | Val Acc: 45.73%
Epoch 27 | Train Acc: 45.21% | Val Acc: 46.72%
Epoch 28 | Train Acc: 45.31% | Val Acc: 46.51%
Epoch 29 | Train Acc: 45.58% | Val Acc: 47.77%
Epoch 30 | Train Acc: 45.82% | Val Acc: 47.65%
Epoch 31 | Train Acc: 46.20% | Val Acc: 47.46%
Epoch 32 | Train Acc: 46.31% | Val Acc: 47.46%
Epoch 33 | Train Acc: 46.59% | Val Acc: 47.74%
Epoch 34 | Train Acc: 46.75% | Val Acc: 48.68%
Epoch 35 | Train Acc: 46.58% | Val Acc: 48.54%
Epoch 36 | Train Acc: 46.80% | Val Acc: 48.33%
Epoch 37 | Train Acc: 47.01% | Val Acc: 48.66%
Epoch 38 | Train Acc: 47.08% | Val Acc: 48.16%
Epoch 39 | Train Acc: 47.26% | Val Acc: 48.08%
Fold 4 Test Accuracy: 42.42%
Epoch 1 | Train Acc: 28.31% | Val Acc: 31.76%
Epoch 2 | Train Acc: 31.53% | Val Acc: 33.20%
Epoch 3 | Train Acc: 32.72% | Val Acc: 33.91%
Epoch 4 | Train Acc: 33.65% | Val Acc: 35.21%
Epoch 5 | Train Acc: 34.64% | Val Acc: 34.52%
Epoch 6 | Train Acc: 35.62% | Val Acc: 36.55%
Epoch 7 | Train Acc: 36.23% | Val Acc: 36.61%
Epoch 8 | Train Acc: 36.79% | Val Acc: 37.62%
Epoch 9 | Train Acc: 37.50% | Val Acc: 37.24%
Epoch 10 | Train Acc: 38.28% | Val Acc: 37.35%
Epoch 11 | Train Acc: 39.38% | Val Acc: 39.30%
Epoch 12 | Train Acc: 39.78% | Val Acc: 40.55%
Epoch 13 | Train Acc: 40.28% | Val Acc: 39.32%
Epoch 14 | Train Acc: 40.56% | Val Acc: 39.50%
Epoch 15 | Train Acc: 41.00% | Val Acc: 40.61%
Epoch 16 | Train Acc: 41.36% | Val Acc: 41.27%
Epoch 17 | Train Acc: 41.74% | Val Acc: 42.28%
Epoch 18 | Train Acc: 42.17% | Val Acc: 41.60%
Epoch 19 | Train Acc: 42.64% | Val Acc: 41.06%
Epoch 20 | Train Acc: 42.99% | Val Acc: 42.43%
Epoch 21 | Train Acc: 43.84% | Val Acc: 44.06%
Epoch 22 | Train Acc: 43.88% | Val Acc: 43.49%
Epoch 23 | Train Acc: 44.09% | Val Acc: 44.30%
Epoch 24 | Train Acc: 44.27% | Val Acc: 44.26%
Epoch 25 | Train Acc: 44.52% | Val Acc: 44.63%
Epoch 26 | Train Acc: 44.67% | Val Acc: 44.72%
Epoch 27 | Train Acc: 45.00% | Val Acc: 44.51%
Epoch 28 | Train Acc: 45.15% | Val Acc: 44.86%
Epoch 29 | Train Acc: 45.34% | Val Acc: 44.83%
Epoch 30 | Train Acc: 45.66% | Val Acc: 44.65%
Epoch 31 | Train Acc: 45.94% | Val Acc: 45.20%
Epoch 32 | Train Acc: 46.09% | Val Acc: 45.77%
Epoch 33 | Train Acc: 46.30% | Val Acc: 46.07%
Epoch 34 | Train Acc: 46.15% | Val Acc: 45.95%
Epoch 35 | Train Acc: 46.53% | Val Acc: 45.41%
Epoch 36 | Train Acc: 46.54% | Val Acc: 45.94%
Epoch 37 | Train Acc: 46.59% | Val Acc: 46.76%
Epoch 38 | Train Acc: 46.84% | Val Acc: 46.36%
Epoch 39 | Train Acc: 46.97% | Val Acc: 46.51%
Epoch 40 | Train Acc: 47.19% | Val Acc: 46.58%
Epoch 41 | Train Acc: 47.35% | Val Acc: 47.07%
Epoch 42 | Train Acc: 47.25% | Val Acc: 46.59%
Epoch 43 | Train Acc: 47.48% | Val Acc: 46.29%
Epoch 44 | Train Acc: 47.42% | Val Acc: 47.22%
Epoch 45 | Train Acc: 47.53% | Val Acc: 47.23%
Epoch 46 | Train Acc: 47.61% | Val Acc: 47.83%
Epoch 47 | Train Acc: 47.69% | Val Acc: 46.94%
Epoch 48 | Train Acc: 47.64% | Val Acc: 47.35%
Epoch 49 | Train Acc: 47.78% | Val Acc: 46.92%
Epoch 50 | Train Acc: 47.70% | Val Acc: 46.66%
Epoch 51 | Train Acc: 48.11% | Val Acc: 47.86%
Fold 5 Test Accuracy: 42.50%

=== Summary ===
Fold 1: Val Acc = 48.34%, Test Acc = 42.14%
Fold 2: Val Acc = 49.79%, Test Acc = 43.23%
Fold 3: Val Acc = 48.28%, Test Acc = 41.87%
Fold 4: Val Acc = 48.68%, Test Acc = 42.42%
Fold 5: Val Acc = 47.86%, Test Acc = 42.50%

Average Validation Accuracy: 48.59%
Average Test Accuracy: 42.43%
