=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-11-15_16-21-09
Total Classes: 20
SNR: 0 dB
fd (Doppler shift): 266.6666666666667 Hz
Epoch 1 | Train Loss: 3.0156 | Train Acc: 7.45% | Val Loss: 2.9685 | Val Acc: 9.61%
Epoch 2 | Train Loss: 2.9890 | Train Acc: 8.05% | Val Loss: 2.9604 | Val Acc: 9.61%
Epoch 3 | Train Loss: 2.9763 | Train Acc: 8.65% | Val Loss: 2.9582 | Val Acc: 9.61%
Epoch 4 | Train Loss: 2.7723 | Train Acc: 12.92% | Val Loss: 2.0991 | Val Acc: 27.18%
Epoch 5 | Train Loss: 2.0103 | Train Acc: 29.15% | Val Loss: 1.8612 | Val Acc: 33.75%
Epoch 6 | Train Loss: 1.8621 | Train Acc: 33.39% | Val Loss: 1.7728 | Val Acc: 37.13%
Epoch 7 | Train Loss: 1.7347 | Train Acc: 37.46% | Val Loss: 1.6368 | Val Acc: 41.70%
Epoch 8 | Train Loss: 1.6315 | Train Acc: 41.43% | Val Loss: 1.5657 | Val Acc: 44.40%
Epoch 9 | Train Loss: 1.5619 | Train Acc: 43.70% | Val Loss: 1.5233 | Val Acc: 45.52%
Epoch 10 | Train Loss: 1.5025 | Train Acc: 45.85% | Val Loss: 1.4904 | Val Acc: 46.54%
Epoch 11 | Train Loss: 1.4310 | Train Acc: 48.03% | Val Loss: 1.4716 | Val Acc: 47.45%
Epoch 12 | Train Loss: 1.3973 | Train Acc: 49.47% | Val Loss: 1.4644 | Val Acc: 48.03%
Epoch 13 | Train Loss: 1.3691 | Train Acc: 50.38% | Val Loss: 1.4576 | Val Acc: 48.11%
Epoch 14 | Train Loss: 1.3468 | Train Acc: 51.14% | Val Loss: 1.4502 | Val Acc: 48.62%
Epoch 15 | Train Loss: 1.3226 | Train Acc: 51.80% | Val Loss: 1.4517 | Val Acc: 48.75%
Epoch 16 | Train Loss: 1.3005 | Train Acc: 52.83% | Val Loss: 1.4415 | Val Acc: 48.97%
Epoch 17 | Train Loss: 1.2788 | Train Acc: 53.27% | Val Loss: 1.4492 | Val Acc: 49.30%
Epoch 18 | Train Loss: 1.2575 | Train Acc: 54.02% | Val Loss: 1.4567 | Val Acc: 49.14%
Epoch 19 | Train Loss: 1.2341 | Train Acc: 54.96% | Val Loss: 1.4594 | Val Acc: 49.08%
Epoch 20 | Train Loss: 1.2117 | Train Acc: 55.93% | Val Loss: 1.4593 | Val Acc: 48.92%
Epoch 21 | Train Loss: 1.1669 | Train Acc: 57.35% | Val Loss: 1.4523 | Val Acc: 49.63%
Epoch 1 | Train Loss: 3.0166 | Train Acc: 7.36% | Val Loss: 2.9710 | Val Acc: 9.42%
Epoch 2 | Train Loss: 2.9900 | Train Acc: 8.00% | Val Loss: 2.9690 | Val Acc: 9.42%
Epoch 3 | Train Loss: 2.9781 | Train Acc: 8.52% | Val Loss: 2.9633 | Val Acc: 9.42%
Epoch 4 | Train Loss: 2.7485 | Train Acc: 13.20% | Val Loss: 2.1030 | Val Acc: 26.89%
Epoch 5 | Train Loss: 2.0129 | Train Acc: 28.85% | Val Loss: 1.8655 | Val Acc: 33.01%
Epoch 6 | Train Loss: 1.8568 | Train Acc: 33.37% | Val Loss: 1.7365 | Val Acc: 37.60%
Epoch 7 | Train Loss: 1.7334 | Train Acc: 37.70% | Val Loss: 1.6240 | Val Acc: 41.74%
Epoch 8 | Train Loss: 1.6269 | Train Acc: 41.47% | Val Loss: 1.5357 | Val Acc: 44.78%
Epoch 9 | Train Loss: 1.5456 | Train Acc: 44.26% | Val Loss: 1.5303 | Val Acc: 45.86%
