=== Experiment Parameters ===
Timestamp: 2025-11-25_17-26-21
Device: cuda
SNR_dB: -5
Doppler_fd: 266.67 Hz
FS: 20000000.0
FC: 2400000000.0
Wavelet: db6, Level: 6
Batch size: 256, Epochs: 200, LR: 0.001, Weight decay: 0.0001
K-Fold: 5, Patience: 8, Num classes: 150
============================

Fold1 Epoch1 | TrainAcc=1.84% | ValAcc=1.37% | TrainLoss=4.8324 | ValLoss=5.1187 | AvgGrad=0.0574
Fold1 Epoch2 | TrainAcc=3.50% | ValAcc=2.01% | TrainLoss=4.5547 | ValLoss=5.5350 | AvgGrad=0.1056
Fold1 Epoch3 | TrainAcc=4.13% | ValAcc=2.79% | TrainLoss=4.4827 | ValLoss=4.9614 | AvgGrad=0.1086
Fold1 Epoch4 | TrainAcc=4.50% | ValAcc=3.61% | TrainLoss=4.4484 | ValLoss=4.6563 | AvgGrad=0.1066
Fold1 Epoch5 | TrainAcc=4.76% | ValAcc=2.81% | TrainLoss=4.4249 | ValLoss=5.0918 | AvgGrad=0.1062
Fold1 Epoch6 | TrainAcc=4.97% | ValAcc=2.39% | TrainLoss=4.4032 | ValLoss=5.4466 | AvgGrad=0.1046
Fold1 Epoch7 | TrainAcc=5.07% | ValAcc=2.94% | TrainLoss=4.3895 | ValLoss=4.8964 | AvgGrad=0.1016
Fold1 Epoch8 | TrainAcc=5.23% | ValAcc=2.47% | TrainLoss=4.3794 | ValLoss=5.7103 | AvgGrad=0.1011
Fold1 Epoch9 | TrainAcc=5.30% | ValAcc=2.37% | TrainLoss=4.3722 | ValLoss=5.5066 | AvgGrad=0.0998
Fold1 Epoch10 | TrainAcc=5.41% | ValAcc=3.45% | TrainLoss=4.3661 | ValLoss=4.9254 | AvgGrad=0.0991
Fold1 Epoch11 | TrainAcc=5.66% | ValAcc=4.72% | TrainLoss=4.3430 | ValLoss=4.4852 | AvgGrad=0.1007
Fold1 Epoch12 | TrainAcc=5.72% | ValAcc=4.07% | TrainLoss=4.3381 | ValLoss=4.6403 | AvgGrad=0.1050
Fold1 Epoch13 | TrainAcc=5.73% | ValAcc=4.36% | TrainLoss=4.3350 | ValLoss=4.5464 | AvgGrad=0.1082
