=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_17-47-43
Total Classes: 20
SNR: 20 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0185 | Train Acc: 7.45% | Val Loss: 2.9623 | Val Acc: 9.64%
Epoch 2 | Train Loss: 2.9964 | Train Acc: 7.89% | Val Loss: 2.9566 | Val Acc: 9.64%
Epoch 3 | Train Loss: 2.9851 | Train Acc: 8.18% | Val Loss: 2.9557 | Val Acc: 9.64%
Epoch 4 | Train Loss: 2.5584 | Train Acc: 17.34% | Val Loss: 1.1779 | Val Acc: 53.38%
Epoch 5 | Train Loss: 0.8289 | Train Acc: 67.30% | Val Loss: 0.3040 | Val Acc: 87.43%
Epoch 6 | Train Loss: 0.4131 | Train Acc: 84.25% | Val Loss: 0.2101 | Val Acc: 92.02%
Epoch 7 | Train Loss: 0.2887 | Train Acc: 89.35% | Val Loss: 0.1514 | Val Acc: 94.48%
Epoch 8 | Train Loss: 0.2186 | Train Acc: 92.34% | Val Loss: 0.0957 | Val Acc: 96.73%
Epoch 9 | Train Loss: 0.1710 | Train Acc: 94.00% | Val Loss: 0.0873 | Val Acc: 97.16%
Epoch 10 | Train Loss: 0.1426 | Train Acc: 95.13% | Val Loss: 0.0730 | Val Acc: 97.53%
Epoch 11 | Train Loss: 0.0971 | Train Acc: 96.74% | Val Loss: 0.0508 | Val Acc: 98.43%
Epoch 12 | Train Loss: 0.0861 | Train Acc: 97.11% | Val Loss: 0.0489 | Val Acc: 98.53%
Epoch 13 | Train Loss: 0.0783 | Train Acc: 97.37% | Val Loss: 0.0545 | Val Acc: 98.26%
Epoch 14 | Train Loss: 0.0741 | Train Acc: 97.53% | Val Loss: 0.0452 | Val Acc: 98.54%
Epoch 15 | Train Loss: 0.0701 | Train Acc: 97.66% | Val Loss: 0.0435 | Val Acc: 98.66%
Epoch 16 | Train Loss: 0.0632 | Train Acc: 97.91% | Val Loss: 0.0426 | Val Acc: 98.64%
Epoch 17 | Train Loss: 0.0605 | Train Acc: 97.95% | Val Loss: 0.0432 | Val Acc: 98.68%
Epoch 18 | Train Loss: 0.0572 | Train Acc: 98.08% | Val Loss: 0.0463 | Val Acc: 98.53%
Epoch 19 | Train Loss: 0.0539 | Train Acc: 98.21% | Val Loss: 0.0430 | Val Acc: 98.66%
Epoch 20 | Train Loss: 0.0517 | Train Acc: 98.22% | Val Loss: 0.0481 | Val Acc: 98.51%
Epoch 21 | Train Loss: 0.0400 | Train Acc: 98.68% | Val Loss: 0.0338 | Val Acc: 98.97%
Epoch 22 | Train Loss: 0.0374 | Train Acc: 98.76% | Val Loss: 0.0359 | Val Acc: 98.93%
Epoch 23 | Train Loss: 0.0348 | Train Acc: 98.83% | Val Loss: 0.0354 | Val Acc: 98.99%
Epoch 24 | Train Loss: 0.0327 | Train Acc: 98.95% | Val Loss: 0.0380 | Val Acc: 98.92%
Epoch 25 | Train Loss: 0.0330 | Train Acc: 98.89% | Val Loss: 0.0395 | Val Acc: 98.92%
Epoch 26 | Train Loss: 0.0320 | Train Acc: 98.92% | Val Loss: 0.0356 | Val Acc: 98.97%
Epoch 27 | Train Loss: 0.0305 | Train Acc: 99.01% | Val Loss: 0.0352 | Val Acc: 99.00%
Epoch 28 | Train Loss: 0.0301 | Train Acc: 99.01% | Val Loss: 0.0357 | Val Acc: 98.98%
Epoch 29 | Train Loss: 0.0281 | Train Acc: 99.07% | Val Loss: 0.0338 | Val Acc: 98.98%
Epoch 30 | Train Loss: 0.0285 | Train Acc: 99.01% | Val Loss: 0.0312 | Val Acc: 99.08%
Epoch 31 | Train Loss: 0.0226 | Train Acc: 99.24% | Val Loss: 0.0313 | Val Acc: 99.11%
Epoch 32 | Train Loss: 0.0218 | Train Acc: 99.30% | Val Loss: 0.0321 | Val Acc: 99.12%
Epoch 33 | Train Loss: 0.0215 | Train Acc: 99.29% | Val Loss: 0.0318 | Val Acc: 99.19%
Epoch 34 | Train Loss: 0.0219 | Train Acc: 99.27% | Val Loss: 0.0303 | Val Acc: 99.13%
Epoch 35 | Train Loss: 0.0207 | Train Acc: 99.35% | Val Loss: 0.0305 | Val Acc: 99.20%
Epoch 36 | Train Loss: 0.0197 | Train Acc: 99.38% | Val Loss: 0.0317 | Val Acc: 99.14%
Epoch 37 | Train Loss: 0.0195 | Train Acc: 99.36% | Val Loss: 0.0316 | Val Acc: 99.14%
Epoch 38 | Train Loss: 0.0194 | Train Acc: 99.38% | Val Loss: 0.0311 | Val Acc: 99.17%
Epoch 39 | Train Loss: 0.0193 | Train Acc: 99.38% | Val Loss: 0.0330 | Val Acc: 99.06%
Epoch 40 | Train Loss: 0.0172 | Train Acc: 99.49% | Val Loss: 0.0310 | Val Acc: 99.16%
Epoch 41 | Train Loss: 0.0170 | Train Acc: 99.46% | Val Loss: 0.0309 | Val Acc: 99.19%
Epoch 42 | Train Loss: 0.0159 | Train Acc: 99.51% | Val Loss: 0.0308 | Val Acc: 99.20%
Epoch 43 | Train Loss: 0.0155 | Train Acc: 99.50% | Val Loss: 0.0303 | Val Acc: 99.19%
Epoch 44 | Train Loss: 0.0148 | Train Acc: 99.54% | Val Loss: 0.0315 | Val Acc: 99.15%
Epoch 45 | Train Loss: 0.0151 | Train Acc: 99.53% | Val Loss: 0.0310 | Val Acc: 99.22%
Epoch 46 | Train Loss: 0.0157 | Train Acc: 99.50% | Val Loss: 0.0295 | Val Acc: 99.22%
Epoch 47 | Train Loss: 0.0149 | Train Acc: 99.53% | Val Loss: 0.0305 | Val Acc: 99.20%
Epoch 48 | Train Loss: 0.0138 | Train Acc: 99.57% | Val Loss: 0.0298 | Val Acc: 99.23%
Epoch 49 | Train Loss: 0.0144 | Train Acc: 99.56% | Val Loss: 0.0314 | Val Acc: 99.19%
Epoch 50 | Train Loss: 0.0145 | Train Acc: 99.52% | Val Loss: 0.0306 | Val Acc: 99.24%
Epoch 51 | Train Loss: 0.0133 | Train Acc: 99.59% | Val Loss: 0.0329 | Val Acc: 99.14%
Epoch 52 | Train Loss: 0.0128 | Train Acc: 99.61% | Val Loss: 0.0306 | Val Acc: 99.22%
