=== Experiment Parameters ===
Timestamp: 2025-11-28_21-35-56
Device: cuda
SNR_dB: 20
Doppler_fd: 266.67 Hz
FS: 20000000.0
FC: 2400000000.0
Wavelet: db6, Level: 6
Batch size: 256, Epochs: 200, LR: 0.001, Weight decay: 0.0001
K-Fold: 5, Patience: 8, Num classes: 6
训练集所选日期: ['2021_03_15']测试集所选日期：['2021_03_01']============================

Fold1 Epoch1 | TrainAcc=89.57% | ValAcc=74.73% | TrainLoss=0.3777 | ValLoss=0.7193 | AvgGrad=0.1133
Fold1 Epoch2 | TrainAcc=98.69% | ValAcc=69.17% | TrainLoss=0.0558 | ValLoss=0.8326 | AvgGrad=0.0936
Fold1 Epoch3 | TrainAcc=99.09% | ValAcc=77.62% | TrainLoss=0.0362 | ValLoss=0.6500 | AvgGrad=0.0777
Fold1 Epoch4 | TrainAcc=99.15% | ValAcc=91.55% | TrainLoss=0.0320 | ValLoss=0.2404 | AvgGrad=0.0739
Fold1 Epoch5 | TrainAcc=99.30% | ValAcc=85.15% | TrainLoss=0.0258 | ValLoss=0.4438 | AvgGrad=0.0642
Fold1 Epoch6 | TrainAcc=99.34% | ValAcc=98.03% | TrainLoss=0.0232 | ValLoss=0.0667 | AvgGrad=0.0622
Fold1 Epoch7 | TrainAcc=99.38% | ValAcc=89.81% | TrainLoss=0.0212 | ValLoss=0.2893 | AvgGrad=0.0591
Fold1 Epoch8 | TrainAcc=99.41% | ValAcc=83.94% | TrainLoss=0.0201 | ValLoss=0.6149 | AvgGrad=0.0570
Fold1 Epoch9 | TrainAcc=99.49% | ValAcc=94.24% | TrainLoss=0.0172 | ValLoss=0.1644 | AvgGrad=0.0528
Fold1 Epoch10 | TrainAcc=99.56% | ValAcc=98.67% | TrainLoss=0.0157 | ValLoss=0.0458 | AvgGrad=0.0496
Fold1 Epoch11 | TrainAcc=99.76% | ValAcc=99.00% | TrainLoss=0.0083 | ValLoss=0.0351 | AvgGrad=0.0323
Fold1 Epoch12 | TrainAcc=99.84% | ValAcc=97.38% | TrainLoss=0.0063 | ValLoss=0.0786 | AvgGrad=0.0296
Fold1 Epoch13 | TrainAcc=99.87% | ValAcc=98.09% | TrainLoss=0.0061 | ValLoss=0.0611 | AvgGrad=0.0292
Fold1 Epoch14 | TrainAcc=99.90% | ValAcc=97.81% | TrainLoss=0.0052 | ValLoss=0.0709 | AvgGrad=0.0267
Fold1 Epoch15 | TrainAcc=99.89% | ValAcc=95.31% | TrainLoss=0.0052 | ValLoss=0.1416 | AvgGrad=0.0289
Fold1 Epoch16 | TrainAcc=99.87% | ValAcc=93.62% | TrainLoss=0.0053 | ValLoss=0.1699 | AvgGrad=0.0293
Fold1 Epoch17 | TrainAcc=99.87% | ValAcc=98.93% | TrainLoss=0.0053 | ValLoss=0.0369 | AvgGrad=0.0304
Fold1 Epoch18 | TrainAcc=99.87% | ValAcc=97.14% | TrainLoss=0.0052 | ValLoss=0.0903 | AvgGrad=0.0299
Fold1 Epoch19 | TrainAcc=99.87% | ValAcc=94.43% | TrainLoss=0.0058 | ValLoss=0.1769 | AvgGrad=0.0324
Fold1 TestAcc=83.01%
Fold2 Epoch1 | TrainAcc=89.65% | ValAcc=75.11% | TrainLoss=0.3657 | ValLoss=0.6720 | AvgGrad=0.1185
Fold2 Epoch2 | TrainAcc=98.45% | ValAcc=84.01% | TrainLoss=0.0636 | ValLoss=0.4428 | AvgGrad=0.1070
Fold2 Epoch3 | TrainAcc=98.98% | ValAcc=85.53% | TrainLoss=0.0397 | ValLoss=0.3795 | AvgGrad=0.0807
Fold2 Epoch4 | TrainAcc=99.09% | ValAcc=89.47% | TrainLoss=0.0323 | ValLoss=0.3033 | AvgGrad=0.0764
Fold2 Epoch5 | TrainAcc=99.21% | ValAcc=88.28% | TrainLoss=0.0277 | ValLoss=0.3479 | AvgGrad=0.0718
Fold2 Epoch6 | TrainAcc=99.25% | ValAcc=80.21% | TrainLoss=0.0258 | ValLoss=1.0160 | AvgGrad=0.0684
Fold2 Epoch7 | TrainAcc=99.36% | ValAcc=90.13% | TrainLoss=0.0217 | ValLoss=0.2584 | AvgGrad=0.0639
Fold2 Epoch8 | TrainAcc=99.44% | ValAcc=81.76% | TrainLoss=0.0191 | ValLoss=0.7679 | AvgGrad=0.0575
Fold2 Epoch9 | TrainAcc=99.44% | ValAcc=97.87% | TrainLoss=0.0179 | ValLoss=0.0710 | AvgGrad=0.0575
