=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_17-12-46
Total Classes: 20
SNR: 10 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0206 | Train Acc: 7.40% | Val Loss: 2.9678 | Val Acc: 9.17%
Epoch 2 | Train Loss: 2.9966 | Train Acc: 7.85% | Val Loss: 2.9654 | Val Acc: 9.17%
Epoch 3 | Train Loss: 2.9859 | Train Acc: 8.37% | Val Loss: 2.9661 | Val Acc: 9.17%
Epoch 4 | Train Loss: 2.4095 | Train Acc: 19.43% | Val Loss: 1.5376 | Val Acc: 40.18%
Epoch 5 | Train Loss: 1.4103 | Train Acc: 43.89% | Val Loss: 1.0370 | Val Acc: 58.00%
Epoch 6 | Train Loss: 1.1077 | Train Acc: 55.80% | Val Loss: 0.8358 | Val Acc: 65.79%
Epoch 7 | Train Loss: 0.9385 | Train Acc: 61.92% | Val Loss: 0.7592 | Val Acc: 68.40%
Epoch 8 | Train Loss: 0.8359 | Train Acc: 65.83% | Val Loss: 0.6808 | Val Acc: 72.14%
Epoch 9 | Train Loss: 0.7649 | Train Acc: 68.92% | Val Loss: 0.6348 | Val Acc: 73.96%
Epoch 10 | Train Loss: 0.7040 | Train Acc: 71.63% | Val Loss: 0.5962 | Val Acc: 76.33%
Epoch 11 | Train Loss: 0.6351 | Train Acc: 74.65% | Val Loss: 0.5548 | Val Acc: 77.94%
Epoch 12 | Train Loss: 0.6066 | Train Acc: 75.90% | Val Loss: 0.5378 | Val Acc: 78.66%
Epoch 13 | Train Loss: 0.5814 | Train Acc: 76.84% | Val Loss: 0.5241 | Val Acc: 79.26%
Epoch 14 | Train Loss: 0.5630 | Train Acc: 77.81% | Val Loss: 0.5097 | Val Acc: 80.07%
Epoch 15 | Train Loss: 0.5432 | Train Acc: 78.62% | Val Loss: 0.4993 | Val Acc: 80.51%
Epoch 16 | Train Loss: 0.5240 | Train Acc: 79.51% | Val Loss: 0.4951 | Val Acc: 81.10%
Epoch 17 | Train Loss: 0.5063 | Train Acc: 80.24% | Val Loss: 0.4848 | Val Acc: 81.42%
Epoch 18 | Train Loss: 0.4914 | Train Acc: 80.90% | Val Loss: 0.4751 | Val Acc: 81.82%
Epoch 19 | Train Loss: 0.4746 | Train Acc: 81.50% | Val Loss: 0.4746 | Val Acc: 81.89%
Epoch 20 | Train Loss: 0.4632 | Train Acc: 82.17% | Val Loss: 0.4608 | Val Acc: 82.52%
Epoch 21 | Train Loss: 0.4355 | Train Acc: 83.12% | Val Loss: 0.4527 | Val Acc: 82.98%
Epoch 22 | Train Loss: 0.4258 | Train Acc: 83.58% | Val Loss: 0.4497 | Val Acc: 83.04%
Epoch 23 | Train Loss: 0.4181 | Train Acc: 83.94% | Val Loss: 0.4480 | Val Acc: 83.34%
Epoch 24 | Train Loss: 0.4126 | Train Acc: 84.15% | Val Loss: 0.4478 | Val Acc: 83.32%
Epoch 25 | Train Loss: 0.4036 | Train Acc: 84.58% | Val Loss: 0.4509 | Val Acc: 83.30%
Epoch 26 | Train Loss: 0.3955 | Train Acc: 84.92% | Val Loss: 0.4487 | Val Acc: 83.27%
Epoch 27 | Train Loss: 0.3896 | Train Acc: 84.99% | Val Loss: 0.4475 | Val Acc: 83.41%
Epoch 28 | Train Loss: 0.3838 | Train Acc: 85.38% | Val Loss: 0.4431 | Val Acc: 83.72%
Epoch 29 | Train Loss: 0.3759 | Train Acc: 85.64% | Val Loss: 0.4438 | Val Acc: 83.81%
Epoch 30 | Train Loss: 0.3734 | Train Acc: 85.78% | Val Loss: 0.4454 | Val Acc: 83.68%
Epoch 31 | Train Loss: 0.3596 | Train Acc: 86.27% | Val Loss: 0.4404 | Val Acc: 83.87%
Epoch 32 | Train Loss: 0.3546 | Train Acc: 86.42% | Val Loss: 0.4408 | Val Acc: 83.93%
Epoch 33 | Train Loss: 0.3517 | Train Acc: 86.48% | Val Loss: 0.4368 | Val Acc: 84.07%
Epoch 34 | Train Loss: 0.3476 | Train Acc: 86.78% | Val Loss: 0.4445 | Val Acc: 83.94%
Epoch 35 | Train Loss: 0.3451 | Train Acc: 86.86% | Val Loss: 0.4410 | Val Acc: 84.04%
Epoch 36 | Train Loss: 0.3410 | Train Acc: 86.94% | Val Loss: 0.4439 | Val Acc: 84.05%
Epoch 37 | Train Loss: 0.3381 | Train Acc: 87.08% | Val Loss: 0.4395 | Val Acc: 84.17%
Epoch 38 | Train Loss: 0.3346 | Train Acc: 87.18% | Val Loss: 0.4402 | Val Acc: 84.14%
Epoch 39 | Train Loss: 0.3292 | Train Acc: 87.44% | Val Loss: 0.4429 | Val Acc: 83.92%
Epoch 40 | Train Loss: 0.3280 | Train Acc: 87.55% | Val Loss: 0.4428 | Val Acc: 84.17%
Epoch 41 | Train Loss: 0.3213 | Train Acc: 87.73% | Val Loss: 0.4400 | Val Acc: 84.27%
Epoch 42 | Train Loss: 0.3208 | Train Acc: 87.75% | Val Loss: 0.4397 | Val Acc: 84.19%
Epoch 43 | Train Loss: 0.3182 | Train Acc: 88.01% | Val Loss: 0.4429 | Val Acc: 84.12%
Epoch 1 | Train Loss: 3.0205 | Train Acc: 7.38% | Val Loss: 2.9700 | Val Acc: 9.50%
Epoch 2 | Train Loss: 2.9946 | Train Acc: 7.86% | Val Loss: 2.9605 | Val Acc: 9.50%
Epoch 3 | Train Loss: 2.9829 | Train Acc: 8.31% | Val Loss: 2.9623 | Val Acc: 9.50%
Epoch 4 | Train Loss: 2.9751 | Train Acc: 8.75% | Val Loss: 2.8211 | Val Acc: 16.65%
Epoch 5 | Train Loss: 1.6854 | Train Acc: 36.52% | Val Loss: 1.0489 | Val Acc: 57.54%
Epoch 6 | Train Loss: 1.0962 | Train Acc: 56.38% | Val Loss: 0.8083 | Val Acc: 66.58%
Epoch 7 | Train Loss: 0.9128 | Train Acc: 63.14% | Val Loss: 0.7003 | Val Acc: 70.78%
Epoch 8 | Train Loss: 0.8008 | Train Acc: 67.36% | Val Loss: 0.6222 | Val Acc: 74.16%
Epoch 9 | Train Loss: 0.7276 | Train Acc: 70.51% | Val Loss: 0.5886 | Val Acc: 76.11%
Epoch 10 | Train Loss: 0.6759 | Train Acc: 72.71% | Val Loss: 0.5535 | Val Acc: 77.92%
Epoch 11 | Train Loss: 0.6081 | Train Acc: 75.77% | Val Loss: 0.5157 | Val Acc: 79.45%
Epoch 12 | Train Loss: 0.5767 | Train Acc: 77.07% | Val Loss: 0.5086 | Val Acc: 79.97%
Epoch 13 | Train Loss: 0.5536 | Train Acc: 78.25% | Val Loss: 0.4843 | Val Acc: 81.05%
Epoch 14 | Train Loss: 0.5334 | Train Acc: 79.27% | Val Loss: 0.4738 | Val Acc: 81.62%
Epoch 15 | Train Loss: 0.5125 | Train Acc: 80.16% | Val Loss: 0.4759 | Val Acc: 81.46%
Epoch 16 | Train Loss: 0.4972 | Train Acc: 80.71% | Val Loss: 0.4711 | Val Acc: 82.12%
Epoch 17 | Train Loss: 0.4768 | Train Acc: 81.49% | Val Loss: 0.4556 | Val Acc: 82.66%
Epoch 18 | Train Loss: 0.4657 | Train Acc: 82.02% | Val Loss: 0.4438 | Val Acc: 82.96%
Epoch 19 | Train Loss: 0.4476 | Train Acc: 82.85% | Val Loss: 0.4450 | Val Acc: 83.48%
Epoch 20 | Train Loss: 0.4339 | Train Acc: 83.34% | Val Loss: 0.4406 | Val Acc: 83.29%
Epoch 21 | Train Loss: 0.4097 | Train Acc: 84.26% | Val Loss: 0.4246 | Val Acc: 83.98%
Epoch 22 | Train Loss: 0.3975 | Train Acc: 84.81% | Val Loss: 0.4277 | Val Acc: 83.81%
Epoch 23 | Train Loss: 0.3902 | Train Acc: 85.07% | Val Loss: 0.4262 | Val Acc: 84.13%
Epoch 24 | Train Loss: 0.3840 | Train Acc: 85.29% | Val Loss: 0.4246 | Val Acc: 84.32%
Epoch 25 | Train Loss: 0.3776 | Train Acc: 85.64% | Val Loss: 0.4235 | Val Acc: 84.18%
Epoch 26 | Train Loss: 0.3707 | Train Acc: 85.80% | Val Loss: 0.4219 | Val Acc: 84.40%
Epoch 27 | Train Loss: 0.3644 | Train Acc: 86.13% | Val Loss: 0.4224 | Val Acc: 84.38%
Epoch 28 | Train Loss: 0.3606 | Train Acc: 86.26% | Val Loss: 0.4292 | Val Acc: 84.20%
Epoch 29 | Train Loss: 0.3511 | Train Acc: 86.50% | Val Loss: 0.4270 | Val Acc: 84.45%
Epoch 30 | Train Loss: 0.3469 | Train Acc: 86.75% | Val Loss: 0.4227 | Val Acc: 84.55%
Epoch 31 | Train Loss: 0.3339 | Train Acc: 87.28% | Val Loss: 0.4200 | Val Acc: 84.69%
Epoch 32 | Train Loss: 0.3282 | Train Acc: 87.45% | Val Loss: 0.4176 | Val Acc: 84.74%
Epoch 33 | Train Loss: 0.3273 | Train Acc: 87.51% | Val Loss: 0.4182 | Val Acc: 84.87%
Epoch 34 | Train Loss: 0.3226 | Train Acc: 87.73% | Val Loss: 0.4186 | Val Acc: 84.86%
Epoch 35 | Train Loss: 0.3175 | Train Acc: 87.97% | Val Loss: 0.4197 | Val Acc: 84.90%
Epoch 36 | Train Loss: 0.3177 | Train Acc: 87.92% | Val Loss: 0.4196 | Val Acc: 84.87%
Epoch 37 | Train Loss: 0.3137 | Train Acc: 88.05% | Val Loss: 0.4202 | Val Acc: 84.92%
Epoch 38 | Train Loss: 0.3113 | Train Acc: 88.24% | Val Loss: 0.4201 | Val Acc: 84.77%
Epoch 39 | Train Loss: 0.3061 | Train Acc: 88.27% | Val Loss: 0.4235 | Val Acc: 84.85%
Epoch 40 | Train Loss: 0.3031 | Train Acc: 88.48% | Val Loss: 0.4229 | Val Acc: 85.04%
Epoch 41 | Train Loss: 0.2980 | Train Acc: 88.69% | Val Loss: 0.4223 | Val Acc: 84.95%
Epoch 42 | Train Loss: 0.2943 | Train Acc: 88.90% | Val Loss: 0.4223 | Val Acc: 85.18%
Epoch 1 | Train Loss: 3.0190 | Train Acc: 7.27% | Val Loss: 2.9599 | Val Acc: 9.44%
Epoch 2 | Train Loss: 2.9956 | Train Acc: 7.88% | Val Loss: 2.9655 | Val Acc: 9.44%
Epoch 3 | Train Loss: 2.9869 | Train Acc: 8.20% | Val Loss: 2.9594 | Val Acc: 9.44%
Epoch 4 | Train Loss: 2.9796 | Train Acc: 8.49% | Val Loss: 2.9590 | Val Acc: 9.44%
Epoch 5 | Train Loss: 2.3384 | Train Acc: 21.64% | Val Loss: 1.3280 | Val Acc: 46.31%
Epoch 6 | Train Loss: 1.2159 | Train Acc: 51.93% | Val Loss: 0.8414 | Val Acc: 65.81%
Epoch 7 | Train Loss: 0.9230 | Train Acc: 63.00% | Val Loss: 0.7220 | Val Acc: 70.35%
Epoch 8 | Train Loss: 0.8010 | Train Acc: 67.58% | Val Loss: 0.6422 | Val Acc: 73.87%
Epoch 9 | Train Loss: 0.7168 | Train Acc: 71.18% | Val Loss: 0.5920 | Val Acc: 76.21%
Epoch 10 | Train Loss: 0.6542 | Train Acc: 74.03% | Val Loss: 0.5465 | Val Acc: 78.68%
Epoch 11 | Train Loss: 0.5856 | Train Acc: 76.73% | Val Loss: 0.5083 | Val Acc: 79.96%
Epoch 12 | Train Loss: 0.5546 | Train Acc: 78.33% | Val Loss: 0.4933 | Val Acc: 80.62%
Epoch 13 | Train Loss: 0.5285 | Train Acc: 79.34% | Val Loss: 0.4766 | Val Acc: 81.46%
Epoch 14 | Train Loss: 0.5057 | Train Acc: 80.39% | Val Loss: 0.4805 | Val Acc: 81.30%
Epoch 15 | Train Loss: 0.4885 | Train Acc: 81.08% | Val Loss: 0.4555 | Val Acc: 82.43%
Epoch 16 | Train Loss: 0.4680 | Train Acc: 82.18% | Val Loss: 0.4502 | Val Acc: 82.71%
Epoch 17 | Train Loss: 0.4530 | Train Acc: 82.47% | Val Loss: 0.4488 | Val Acc: 82.93%
Epoch 18 | Train Loss: 0.4410 | Train Acc: 82.91% | Val Loss: 0.4383 | Val Acc: 83.29%
Epoch 19 | Train Loss: 0.4251 | Train Acc: 83.68% | Val Loss: 0.4413 | Val Acc: 83.51%
Epoch 20 | Train Loss: 0.4112 | Train Acc: 84.27% | Val Loss: 0.4325 | Val Acc: 83.91%
Epoch 21 | Train Loss: 0.3852 | Train Acc: 85.26% | Val Loss: 0.4231 | Val Acc: 84.40%
Epoch 22 | Train Loss: 0.3773 | Train Acc: 85.67% | Val Loss: 0.4182 | Val Acc: 84.49%
Epoch 23 | Train Loss: 0.3666 | Train Acc: 85.98% | Val Loss: 0.4239 | Val Acc: 84.43%
Epoch 24 | Train Loss: 0.3623 | Train Acc: 86.16% | Val Loss: 0.4171 | Val Acc: 84.57%
Epoch 25 | Train Loss: 0.3553 | Train Acc: 86.47% | Val Loss: 0.4206 | Val Acc: 84.61%
Epoch 26 | Train Loss: 0.3488 | Train Acc: 86.64% | Val Loss: 0.4180 | Val Acc: 84.70%
Epoch 27 | Train Loss: 0.3406 | Train Acc: 87.05% | Val Loss: 0.4172 | Val Acc: 84.66%
Epoch 28 | Train Loss: 0.3369 | Train Acc: 87.18% | Val Loss: 0.4200 | Val Acc: 84.72%
Epoch 29 | Train Loss: 0.3316 | Train Acc: 87.26% | Val Loss: 0.4231 | Val Acc: 84.53%
Epoch 30 | Train Loss: 0.3249 | Train Acc: 87.63% | Val Loss: 0.4202 | Val Acc: 84.81%
Epoch 31 | Train Loss: 0.3121 | Train Acc: 88.09% | Val Loss: 0.4153 | Val Acc: 84.84%
Epoch 32 | Train Loss: 0.3078 | Train Acc: 88.33% | Val Loss: 0.4127 | Val Acc: 85.00%
Epoch 33 | Train Loss: 0.3047 | Train Acc: 88.48% | Val Loss: 0.4170 | Val Acc: 84.89%
Epoch 34 | Train Loss: 0.2990 | Train Acc: 88.73% | Val Loss: 0.4255 | Val Acc: 84.81%
Epoch 35 | Train Loss: 0.2963 | Train Acc: 88.76% | Val Loss: 0.4207 | Val Acc: 85.00%
Epoch 36 | Train Loss: 0.2956 | Train Acc: 88.78% | Val Loss: 0.4202 | Val Acc: 85.02%
Epoch 37 | Train Loss: 0.2878 | Train Acc: 89.04% | Val Loss: 0.4250 | Val Acc: 84.93%
Epoch 38 | Train Loss: 0.2899 | Train Acc: 88.98% | Val Loss: 0.4228 | Val Acc: 84.95%
Epoch 39 | Train Loss: 0.2865 | Train Acc: 89.08% | Val Loss: 0.4217 | Val Acc: 85.05%
Epoch 40 | Train Loss: 0.2851 | Train Acc: 89.19% | Val Loss: 0.4225 | Val Acc: 85.03%
Epoch 41 | Train Loss: 0.2774 | Train Acc: 89.47% | Val Loss: 0.4204 | Val Acc: 85.15%
