=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-11-15_14-44-14
Total Classes: 20
SNR: 20 dB
fd (Doppler shift): 266.6666666666667 Hz
Epoch 1 | Train Loss: 3.0182 | Train Acc: 7.24% | Val Loss: 2.9672 | Val Acc: 9.39%
Epoch 2 | Train Loss: 2.9920 | Train Acc: 7.98% | Val Loss: 2.9561 | Val Acc: 9.39%
Epoch 3 | Train Loss: 1.6026 | Train Acc: 40.61% | Val Loss: 0.5283 | Val Acc: 79.92%
Epoch 4 | Train Loss: 0.6661 | Train Acc: 73.58% | Val Loss: 0.3165 | Val Acc: 86.60%
Epoch 5 | Train Loss: 0.4669 | Train Acc: 81.40% | Val Loss: 0.2141 | Val Acc: 91.17%
Epoch 6 | Train Loss: 0.3564 | Train Acc: 86.04% | Val Loss: 0.1457 | Val Acc: 94.98%
Epoch 7 | Train Loss: 0.2680 | Train Acc: 90.36% | Val Loss: 0.0940 | Val Acc: 96.86%
Epoch 8 | Train Loss: 0.2012 | Train Acc: 93.08% | Val Loss: 0.0631 | Val Acc: 98.09%
Epoch 9 | Train Loss: 0.1577 | Train Acc: 94.76% | Val Loss: 0.0583 | Val Acc: 98.16%
Epoch 10 | Train Loss: 0.1282 | Train Acc: 95.77% | Val Loss: 0.0569 | Val Acc: 98.31%
Epoch 11 | Train Loss: 0.0776 | Train Acc: 97.57% | Val Loss: 0.0331 | Val Acc: 99.11%
Epoch 12 | Train Loss: 0.0657 | Train Acc: 97.93% | Val Loss: 0.0348 | Val Acc: 99.10%
Epoch 13 | Train Loss: 0.0609 | Train Acc: 98.08% | Val Loss: 0.0324 | Val Acc: 99.16%
Epoch 14 | Train Loss: 0.0572 | Train Acc: 98.21% | Val Loss: 0.0374 | Val Acc: 99.09%
Epoch 15 | Train Loss: 0.0509 | Train Acc: 98.43% | Val Loss: 0.0277 | Val Acc: 99.27%
Epoch 16 | Train Loss: 0.0467 | Train Acc: 98.56% | Val Loss: 0.0258 | Val Acc: 99.35%
Epoch 17 | Train Loss: 0.0436 | Train Acc: 98.64% | Val Loss: 0.0258 | Val Acc: 99.33%
Epoch 18 | Train Loss: 0.0397 | Train Acc: 98.77% | Val Loss: 0.0267 | Val Acc: 99.23%
Epoch 19 | Train Loss: 0.0379 | Train Acc: 98.84% | Val Loss: 0.0198 | Val Acc: 99.53%
Epoch 20 | Train Loss: 0.0355 | Train Acc: 98.89% | Val Loss: 0.0236 | Val Acc: 99.39%
Epoch 21 | Train Loss: 0.0208 | Train Acc: 99.42% | Val Loss: 0.0208 | Val Acc: 99.51%
Epoch 22 | Train Loss: 0.0223 | Train Acc: 99.35% | Val Loss: 0.0209 | Val Acc: 99.51%
Epoch 23 | Train Loss: 0.0204 | Train Acc: 99.40% | Val Loss: 0.0191 | Val Acc: 99.53%
Epoch 24 | Train Loss: 0.0212 | Train Acc: 99.37% | Val Loss: 0.0220 | Val Acc: 99.43%
