=== Experiment Parameters ===
Timestamp: 2025-11-25_19-01-49
SNR_dB: 0, ADD_NOISE: True, ADD_DOPPLER: True
FS: 20000000.0, FC: 2400000000.0, Velocity_kmh: 120
Batch: 256, Epochs: 200, LR: 0.001, WD: 0.0001
Num classes: 6, K-Fold: 5, Patience: 8, MinDelta: 0.1
============================

Fold1 Epoch1 | TrainAcc=86.87% | ValAcc=94.75% | TrainLoss=0.3994 | ValLoss=0.1430 | AvgGrad=0.1406
Fold1 Epoch2 | TrainAcc=95.52% | ValAcc=95.51% | TrainLoss=0.1225 | ValLoss=0.1199 | AvgGrad=0.0920
Fold1 Epoch3 | TrainAcc=96.62% | ValAcc=96.21% | TrainLoss=0.0957 | ValLoss=0.1050 | AvgGrad=0.0873
Fold1 Epoch4 | TrainAcc=97.30% | ValAcc=96.19% | TrainLoss=0.0748 | ValLoss=0.1134 | AvgGrad=0.0802
Fold1 Epoch5 | TrainAcc=97.72% | ValAcc=96.52% | TrainLoss=0.0641 | ValLoss=0.1019 | AvgGrad=0.0805
Fold1 Epoch6 | TrainAcc=98.04% | ValAcc=96.07% | TrainLoss=0.0530 | ValLoss=0.1206 | AvgGrad=0.0790
Fold1 Epoch7 | TrainAcc=98.41% | ValAcc=96.01% | TrainLoss=0.0413 | ValLoss=0.1212 | AvgGrad=0.0724
Fold1 Epoch8 | TrainAcc=98.57% | ValAcc=96.61% | TrainLoss=0.0389 | ValLoss=0.1167 | AvgGrad=0.0731
Fold1 Epoch9 | TrainAcc=98.87% | ValAcc=96.26% | TrainLoss=0.0306 | ValLoss=0.1377 | AvgGrad=0.0674
Fold1 Epoch10 | TrainAcc=99.05% | ValAcc=96.15% | TrainLoss=0.0259 | ValLoss=0.1424 | AvgGrad=0.0651
Fold1 Epoch11 | TrainAcc=99.59% | ValAcc=97.02% | TrainLoss=0.0118 | ValLoss=0.1422 | AvgGrad=0.0417
Fold1 Epoch12 | TrainAcc=99.86% | ValAcc=96.71% | TrainLoss=0.0044 | ValLoss=0.1593 | AvgGrad=0.0257
Fold1 Epoch13 | TrainAcc=99.89% | ValAcc=96.61% | TrainLoss=0.0034 | ValLoss=0.1727 | AvgGrad=0.0225
