=== Experiment Parameters ===
Timestamp: 2025-11-29_10-05-50
SNR_dB: 0, ADD_NOISE: True, ADD_DOPPLER: True
FS: 20000000.0, FC: 2400000000.0, Velocity_kmh: 120
Batch: 256, Epochs: 200, LR: 0.001, WD: 0.0001
Num classes: 150, K-Fold: 5, Patience: 5, MinDelta: 0.1
============================

Fold1 Epoch1 | TrainAcc=88.04% | ValAcc=80.86% | TrainLoss=0.4224 | ValLoss=1.0250 | AvgGrad=0.1298
Fold1 Epoch2 | TrainAcc=97.56% | ValAcc=82.29% | TrainLoss=0.0778 | ValLoss=1.0167 | AvgGrad=0.0782
Fold1 Epoch3 | TrainAcc=98.43% | ValAcc=83.11% | TrainLoss=0.0493 | ValLoss=1.0211 | AvgGrad=0.0607
Fold1 Epoch4 | TrainAcc=98.80% | ValAcc=82.03% | TrainLoss=0.0363 | ValLoss=1.1398 | AvgGrad=0.0509
Fold1 Epoch5 | TrainAcc=99.10% | ValAcc=83.37% | TrainLoss=0.0283 | ValLoss=1.0518 | AvgGrad=0.0430
Fold1 Epoch6 | TrainAcc=99.23% | ValAcc=83.17% | TrainLoss=0.0233 | ValLoss=1.1020 | AvgGrad=0.0379
Fold1 Epoch7 | TrainAcc=99.37% | ValAcc=83.14% | TrainLoss=0.0199 | ValLoss=1.1468 | AvgGrad=0.0341
Fold1 Epoch8 | TrainAcc=99.40% | ValAcc=83.55% | TrainLoss=0.0182 | ValLoss=1.1073 | AvgGrad=0.0316
Fold1 Epoch9 | TrainAcc=99.51% | ValAcc=82.96% | TrainLoss=0.0152 | ValLoss=1.2787 | AvgGrad=0.0279
Fold1 Epoch10 | TrainAcc=99.55% | ValAcc=83.02% | TrainLoss=0.0137 | ValLoss=1.3027 | AvgGrad=0.0261
Fold1 Epoch11 | TrainAcc=99.83% | ValAcc=84.14% | TrainLoss=0.0052 | ValLoss=1.2794 | AvgGrad=0.0141
Fold1 Epoch12 | TrainAcc=99.85% | ValAcc=83.73% | TrainLoss=0.0044 | ValLoss=1.2739 | AvgGrad=0.0129
Fold1 Epoch13 | TrainAcc=99.86% | ValAcc=84.15% | TrainLoss=0.0044 | ValLoss=1.2783 | AvgGrad=0.0127
Fold1 Epoch14 | TrainAcc=99.89% | ValAcc=83.87% | TrainLoss=0.0035 | ValLoss=1.3473 | AvgGrad=0.0115
Fold1 Epoch15 | TrainAcc=99.88% | ValAcc=84.03% | TrainLoss=0.0039 | ValLoss=1.4177 | AvgGrad=0.0122
Fold1 Epoch16 | TrainAcc=99.86% | ValAcc=83.90% | TrainLoss=0.0039 | ValLoss=1.4453 | AvgGrad=0.0125
Fold1 TestAcc=84.34%
Fold2 Epoch1 | TrainAcc=87.60% | ValAcc=76.50% | TrainLoss=0.4409 | ValLoss=1.2867 | AvgGrad=0.1317
Fold2 Epoch2 | TrainAcc=97.47% | ValAcc=77.89% | TrainLoss=0.0793 | ValLoss=1.3428 | AvgGrad=0.0792
Fold2 Epoch3 | TrainAcc=98.48% | ValAcc=78.04% | TrainLoss=0.0478 | ValLoss=1.5417 | AvgGrad=0.0609
Fold2 Epoch4 | TrainAcc=98.82% | ValAcc=77.79% | TrainLoss=0.0365 | ValLoss=1.6205 | AvgGrad=0.0516
Fold2 Epoch5 | TrainAcc=99.08% | ValAcc=78.27% | TrainLoss=0.0283 | ValLoss=1.6799 | AvgGrad=0.0434
Fold2 Epoch6 | TrainAcc=99.22% | ValAcc=77.19% | TrainLoss=0.0242 | ValLoss=1.6178 | AvgGrad=0.0388
Fold2 Epoch7 | TrainAcc=99.36% | ValAcc=78.47% | TrainLoss=0.0201 | ValLoss=1.7027 | AvgGrad=0.0339
Fold2 Epoch8 | TrainAcc=99.43% | ValAcc=78.52% | TrainLoss=0.0178 | ValLoss=1.7292 | AvgGrad=0.0314
Fold2 Epoch9 | TrainAcc=99.48% | ValAcc=78.26% | TrainLoss=0.0160 | ValLoss=1.7311 | AvgGrad=0.0291
Fold2 Epoch10 | TrainAcc=99.51% | ValAcc=77.39% | TrainLoss=0.0147 | ValLoss=1.8639 | AvgGrad=0.0274
Fold2 Epoch11 | TrainAcc=99.83% | ValAcc=79.66% | TrainLoss=0.0055 | ValLoss=1.8719 | AvgGrad=0.0139
Fold2 Epoch12 | TrainAcc=99.87% | ValAcc=79.22% | TrainLoss=0.0039 | ValLoss=1.9367 | AvgGrad=0.0121
Fold2 Epoch13 | TrainAcc=99.86% | ValAcc=79.40% | TrainLoss=0.0044 | ValLoss=1.8896 | AvgGrad=0.0132
Fold2 Epoch14 | TrainAcc=99.86% | ValAcc=79.31% | TrainLoss=0.0041 | ValLoss=2.0286 | AvgGrad=0.0131
