=== Experiment Summary ===
Feature Folder: trajectory_plots
Timestamp: 2025-08-17_15-53-22
Total Classes: 20
SNR: 10 dB
fd (Doppler shift): 960.0 Hz
Epoch 1 | Train Loss: 3.0219 | Train Acc: 7.49% | Val Loss: 2.9651 | Val Acc: 9.61%
Epoch 2 | Train Loss: 2.9984 | Train Acc: 7.77% | Val Loss: 2.9638 | Val Acc: 9.61%
Epoch 3 | Train Loss: 2.9895 | Train Acc: 8.12% | Val Loss: 2.9587 | Val Acc: 9.61%
Epoch 4 | Train Loss: 2.9804 | Train Acc: 8.48% | Val Loss: 2.9602 | Val Acc: 9.61%
Epoch 5 | Train Loss: 2.9738 | Train Acc: 8.74% | Val Loss: 2.9598 | Val Acc: 9.61%
Epoch 6 | Train Loss: 2.8977 | Train Acc: 12.05% | Val Loss: 1.4613 | Val Acc: 61.70%
Epoch 7 | Train Loss: 0.4834 | Train Acc: 89.05% | Val Loss: 0.0541 | Val Acc: 98.83%
Epoch 8 | Train Loss: 0.0955 | Train Acc: 97.94% | Val Loss: 0.0444 | Val Acc: 99.04%
Epoch 9 | Train Loss: 0.0528 | Train Acc: 98.75% | Val Loss: 0.0401 | Val Acc: 99.12%
Epoch 10 | Train Loss: 0.0334 | Train Acc: 99.23% | Val Loss: 0.0393 | Val Acc: 99.13%
Epoch 11 | Train Loss: 0.0199 | Train Acc: 99.54% | Val Loss: 0.0396 | Val Acc: 99.16%
Epoch 12 | Train Loss: 0.0151 | Train Acc: 99.68% | Val Loss: 0.0388 | Val Acc: 99.22%
Epoch 13 | Train Loss: 0.0128 | Train Acc: 99.72% | Val Loss: 0.0398 | Val Acc: 99.20%
Epoch 14 | Train Loss: 0.0106 | Train Acc: 99.77% | Val Loss: 0.0392 | Val Acc: 99.20%
Epoch 15 | Train Loss: 0.0090 | Train Acc: 99.80% | Val Loss: 0.0394 | Val Acc: 99.19%
Epoch 16 | Train Loss: 0.0079 | Train Acc: 99.84% | Val Loss: 0.0386 | Val Acc: 99.25%
Epoch 17 | Train Loss: 0.0076 | Train Acc: 99.84% | Val Loss: 0.0391 | Val Acc: 99.23%
Epoch 18 | Train Loss: 0.0065 | Train Acc: 99.87% | Val Loss: 0.0393 | Val Acc: 99.21%
Epoch 19 | Train Loss: 0.0059 | Train Acc: 99.87% | Val Loss: 0.0380 | Val Acc: 99.20%
Epoch 20 | Train Loss: 0.0057 | Train Acc: 99.87% | Val Loss: 0.0386 | Val Acc: 99.19%
Epoch 21 | Train Loss: 0.0052 | Train Acc: 99.89% | Val Loss: 0.0373 | Val Acc: 99.22%
Epoch 22 | Train Loss: 0.0040 | Train Acc: 99.93% | Val Loss: 0.0368 | Val Acc: 99.25%
Epoch 23 | Train Loss: 0.0036 | Train Acc: 99.92% | Val Loss: 0.0366 | Val Acc: 99.24%
Epoch 24 | Train Loss: 0.0036 | Train Acc: 99.93% | Val Loss: 0.0374 | Val Acc: 99.21%
Epoch 25 | Train Loss: 0.0033 | Train Acc: 99.94% | Val Loss: 0.0363 | Val Acc: 99.22%
Epoch 26 | Train Loss: 0.0029 | Train Acc: 99.95% | Val Loss: 0.0362 | Val Acc: 99.22%
Epoch 27 | Train Loss: 0.0030 | Train Acc: 99.95% | Val Loss: 0.0365 | Val Acc: 99.22%
Epoch 28 | Train Loss: 0.0026 | Train Acc: 99.97% | Val Loss: 0.0375 | Val Acc: 99.22%
Epoch 29 | Train Loss: 0.0028 | Train Acc: 99.96% | Val Loss: 0.0357 | Val Acc: 99.27%
Epoch 30 | Train Loss: 0.0028 | Train Acc: 99.95% | Val Loss: 0.0362 | Val Acc: 99.24%
Epoch 31 | Train Loss: 0.0026 | Train Acc: 99.95% | Val Loss: 0.0352 | Val Acc: 99.24%
Epoch 32 | Train Loss: 0.0022 | Train Acc: 99.97% | Val Loss: 0.0348 | Val Acc: 99.27%
Epoch 33 | Train Loss: 0.0020 | Train Acc: 99.98% | Val Loss: 0.0348 | Val Acc: 99.26%
Epoch 34 | Train Loss: 0.0020 | Train Acc: 99.97% | Val Loss: 0.0348 | Val Acc: 99.27%
Epoch 35 | Train Loss: 0.0021 | Train Acc: 99.97% | Val Loss: 0.0345 | Val Acc: 99.27%
Epoch 36 | Train Loss: 0.0021 | Train Acc: 99.97% | Val Loss: 0.0339 | Val Acc: 99.26%
Epoch 37 | Train Loss: 0.0019 | Train Acc: 99.98% | Val Loss: 0.0340 | Val Acc: 99.24%
